habit,distance
0.0271775158345,-0.0171589073914
0.0262324240243,-0.0168675711882
0.0283431883642,-0.016786902881
0.0296770858797,-0.0168833721727
0.0272177841681,-0.0170348853289
0.0284000741632,-0.0164479392471
0.0287577459064,-0.0165695113796
0.0274592591926,-0.0173916560745
0.0288729376039,-0.0168168269694
0.0275808509573,-0.0169726425632
0.0269613683129,-0.0172840147328
0.0265028788585,-0.0166325977435
0.0290548388138,-0.0166687497433
0.0285646263442,-0.0170981664983
0.0265806638493,-0.0171654900362
0.0284587215572,-0.0168985002606
0.0268563154809,-0.016868729072
0.0262465766818,-0.0171136457605
0.02547862697,-0.0173208579873
0.026743308355,-0.0174216939595
0.0286775958183,-0.0169260724271
0.0275317527416,-0.0166774482796
0.0266615929129,-0.0169330232255
0.0273482487394,-0.0174879732077
0.0268826599431,-0.0171857999769
0.0280421107458,-0.0172398487577
0.0286805446965,-0.0169504299153
0.0262210277831,-0.0173589206762
0.0263121164936,-0.0174036943412
0.0269013048924,-0.0168660194925
0.0256186193152,-0.016673412709
0.0265010262735,-0.0172568027507
0.0258533008582,-0.0168204853131
0.0279680256439,-0.0169173456626
0.0275709397198,-0.0166581727126
0.0262216129662,-0.0165577265896
0.030153313393,-0.0161237031983
0.0278777043565,-0.0165669311148
0.0282226068507,-0.0170156358422
0.0238603904697,-0.0170017379845
0.0255704584082,-0.0170901635588
0.0273098285201,-0.0172327938952
0.0277579371585,-0.0169360310657
0.0268772102732,-0.0172383525131
0.027460590247,-0.0167869244333
0.0271584929622,-0.0175328401532
0.0256373795478,-0.0174126470323
0.0293714653279,-0.017056689483
0.0276496013047,-0.0175242781143
0.0261284973711,-0.0166977515528
0.02630828666,-0.0164351457112
0.0258103478228,-0.0171232630272
0.0271548510319,-0.0168979891015
0.0269346571949,-0.0169100827883
0.0270695877671,-0.0176888555241
0.0247105673431,-0.01770810659
0.0275561055393,-0.0171000275836
0.0276982143891,-0.0168882163471
0.0258674564582,-0.0173529018343
0.0263817290882,-0.0168384689347
0.0259499982285,-0.0177636126617
0.0272701712668,-0.0170909680172
0.0266142820949,-0.0172546390321
0.0265452571811,-0.0171571995567
0.0271338624816,-0.0169420649537
0.025254217028,-0.0175421515094
0.0314404504688,-0.0164767787493
0.027905007565,-0.017382448546
0.0277369945074,-0.0172615975993
0.0275981858558,-0.0172697777693
0.0278429397032,-0.0178646750645
0.0284002463913,-0.0163981553554
0.0246361001636,-0.0176460754165
0.0283543096417,-0.0165995053864
0.028840772454,-0.0168267593427
0.0306875589986,-0.0164597064138
0.0260852066459,-0.0170805452977
0.0269555997991,-0.0169228342446
0.0275348543978,-0.0173634426481
0.0262046388044,-0.017161685601
0.0271892073851,-0.0177868923637
0.0284483671552,-0.0172271636229
0.0270430201067,-0.0164047823541
0.0269062157462,-0.0169567512051
0.0263673215085,-0.0174120390065
0.0257628172076,-0.0173896291818
0.0280468122657,-0.0165443457122
0.0270899693262,-0.0174962837424
0.0259217317675,-0.0167901960378
0.0269017473088,-0.016853830362
0.0264590580654,-0.0172079090133
0.0277398477176,-0.0168029268962
0.0280606845272,-0.0165037406479
0.025158895813,-0.0174746067108
0.027319234884,-0.0174633143352
0.0276587308623,-0.016986868777
0.0244691587984,-0.0180329307191
0.0263660907814,-0.0170970542715
0.0274624545928,-0.0174252822978
0.0270041016223,-0.0171313600125
