bad,good,std,distance,cash
37.669027336209496,-5.326316823770692,12.925784579587358,12.248585082184814,259255.98393575347
36.22777690813927,-14.117960938913384,23.735351573135418,14.969782476140164,253223.17549748157
32.56111303378011,-15.399674438338401,20.817155105231492,12.82300330484029,260371.32356778416
26.994133995507582,-16.901913306602562,20.586672501979837,14.33983286727863,258229.3858489033
22.957930748200997,-7.857779354238801,14.168722594795838,16.227351997268432,260236.0502073835
26.64342453478861,-13.294295675288325,13.843756993771002,17.23390606550717,257670.74392555925
15.242313046918648,-12.389740198639213,18.516471245326883,15.18955047461775,258677.3695019
17.36342989748906,-16.595684884751243,23.435611569678372,16.59328581429389,259979.52101240936
34.67103133742729,-13.19417890427756,22.57266683509735,10.603422512358856,254381.06172091566
15.881596959717239,-13.118781855453115,22.55399772175629,17.14434432168696,255530.57269681396
34.3577469805646,-10.98505972597774,16.497178821823812,14.081366866309363,259661.53902740462
26.58731816290721,-13.409224669017867,18.172869620580965,22.21390360273581,259956.42650721842
37.21964894388204,-13.670256860287928,19.126801202107874,12.56231785415679,260011.53994459755
40.25170510367515,-16.08784104410624,21.74255978922083,12.488674139227147,261046.9010723975
14.81950832097251,-17.206253276726006,22.25219683947928,10.582175000570805,258975.4108461502
18.960962493392536,-16.366495720399723,24.090523489797228,20.4408145758355,259967.03413213784
35.08461807474958,-4.878357434845718,11.545935005866506,14.713929982224013,259427.59948971795
12.977689988341538,-12.713143201695878,21.000116750511555,15.00566944412231,260441.402501255
36.58194286977962,-15.275122198663986,20.84321053076194,15.846780800290569,259522.46152029326
31.48392280027516,-14.871250108240092,13.816153499986275,13.135957036264957,259939.0036194456
17.887151649902307,-16.061844752481367,23.544070426200584,16.354060414050448,259921.4661259193
19.574746689944583,-13.771443235348867,18.293578042213873,12.618063194473148,260275.31509752673
20.607096493622308,-10.29411775168466,17.25718591599351,11.304199644084862,259698.70914123702
9.711225761043806,-16.499606153028477,23.865034243935956,12.218682590320888,259877.91611765276
17.748666014614095,-16.936949250623304,22.70847033985654,16.915516559573838,259242.24460707596
39.18031391479754,-18.713421634876166,22.32981464226301,13.726007288437224,260126.5359459404
36.34161241276751,-14.808993559575873,21.74970471915265,12.049992368493195,258001.87410445046
30.31781930151651,-16.144827193814855,20.184546231537563,18.541953362378212,259837.59453689365
44.03692457718418,-9.953142052694362,13.014479081570437,11.777199160125074,258477.11144011168
10.699003583530482,-12.220195603203855,19.685724214958576,13.212385411739017,260670.71346299074
41.32494602087683,-10.79957273157902,19.867985502168725,13.300685928077044,257180.72681384944
19.729951956386348,-15.779149261811586,23.508377702275116,16.09572008664795,260175.70768232166
7.486613224417048,-16.09202583147618,23.511600324767347,17.30556290144568,260368.53206586372
27.088076921603555,-16.57214286975857,21.01670820741082,12.089025067574376,259002.85488902777
40.873092095834025,-13.436136077908797,18.137960829249383,14.972980205898866,259183.12511034647
24.255562355158176,-13.219202482408628,15.776519838993352,16.54821268816475,258311.5974258818
15.814279066729428,-13.049342243573122,20.42065171028531,12.06725107488292,260029.07374314973
12.189186014207708,-17.88736960227072,24.659637098469958,17.700427016941788,259644.84751132168
42.805993144672385,-13.439778058155634,19.03252869478726,16.186319946885018,257563.64393434318
18.04700084209448,-5.213805178931588,13.126129987124296,11.953415004351152,260261.6634433148
16.807975624973988,-15.225418145319216,17.901776237031346,11.785256972744085,258728.73881461474
31.503192126565313,-12.648529734099442,16.34023083761504,17.35738425757556,258989.70581852298
29.948917292557557,-16.60226081764598,21.637183545238173,15.058882212663384,258135.6226776409
8.196664463702065,-13.973113921694285,27.31555552927482,12.717106463832195,236080.66292666877
4.401433474525091,-17.094084785802355,26.154493477832194,10.61772957733934,256936.52106663628
24.06083376763003,-11.067044633835087,20.15544647649172,10.96626417392346,257961.68260714333
11.48876445281116,-10.504054609101342,16.966298684744945,15.670000429013465,259120.2174083211
27.231027836959473,-15.199800447222014,21.155422799375536,16.5019490609617,259944.52809175823
34.716457004174565,-11.467585094498647,12.73529394749235,11.534997407926305,257094.70118706982
17.699317568680126,-17.26196403750729,20.372582490003936,14.691108630471046,258989.2635109317
15.307279253200166,-13.989284888177043,16.144998564513273,11.957247931056436,257994.41285441676
14.70539582088802,-16.568735760794528,24.33537090644196,13.350284699202756,260938.16956259322
28.390926946484612,-17.2910970987567,24.15349013206717,10.876531121809917,260835.9979158151
24.689540048764716,-15.392314236267032,20.164347291481366,14.438334162301649,259886.9412461579
29.337465573405428,-13.057231740684959,15.39418808075645,15.83828863610493,259815.90381967815
27.949201466645086,-16.489498306394488,22.71607673579952,19.944601461162378,259777.29777872097
27.499049212694445,-14.383207253100442,16.823620664241936,15.001499486949465,258337.24955772478
17.725317634647773,-14.155577448561653,18.464714779280836,17.95289270478672,259824.44419110558
28.854748597987086,-19.04685010331724,25.65882798290436,11.007381545266625,258802.3531925158
28.224734761007408,-13.432617266528991,19.971266913931323,14.784921140333392,258950.04417918596
29.876863278450138,-15.558634995116277,18.93884748732566,14.333804959965757,258636.88145376413
26.12898989165507,-18.784500695240244,21.39751741837425,12.885806647617965,258786.48454368973
26.617362111484734,-10.34128810125892,17.312525713466357,11.257357230476924,260409.83674917332
23.38681673119852,-11.446072197415997,14.834386699252013,15.384368804826956,259766.595598487
12.956717516532104,-16.151032681844725,21.19033307372131,13.463333986931842,260018.72877859347
26.735211212884323,-9.569315537150903,14.375197194694211,21.219850010982267,259033.3709615204
43.01579574807153,-18.07876262569699,25.082319976476015,21.2428014764901,259421.91556727397
15.479271230000027,-6.982618058219998,14.847041260018575,12.79514595121495,259493.11064258707
35.433295739561466,-15.006883370446026,21.424648147819294,14.058360406719867,258565.695741867
17.931989670251774,-18.63845486308586,25.070316438286014,12.050313523317103,260040.8622456477
43.49351931212924,-18.9310941069967,18.46524815312482,24.998922296114387,258212.8078109616
26.832160036278246,-9.512597717296503,14.043858294155028,14.958744949621657,259409.5251179079
17.08739056628336,-8.807378713888404,18.106864787678063,11.758773845075616,256619.97451106654
18.64205053040952,-6.644905978851935,12.936420684825634,13.379006190805333,259891.79568629726
38.27887387583517,-17.873813835516895,23.90999511973247,18.255050038415174,259758.53527955367
27.376037636815173,-11.69362904497878,18.353657890510814,15.109664408351234,260085.7828828093
20.706728848318935,-13.624872122868428,21.00984273671737,10.973020727799923,255959.50795267633
16.738377757665397,-8.633135333068847,13.15868952989762,19.0941158051613,258135.02012739697
9.171818841822132,-15.983270742356984,22.80779425625566,11.768123456226778,255582.3898677539
26.978706251355884,-13.741855200604066,20.159607040923436,17.21944790087371,258560.32719181073
28.810589897495966,-8.319271597568886,13.06098002525375,13.684066007787642,258761.2923992821
43.48398817779139,-15.032501763883442,20.3916171793861,11.788532708888333,260281.26843011248
20.412143549903007,-5.677443004687551,14.118094368432699,13.754435219256056,257528.55842665426
29.790157328877527,-18.50314559491798,22.76529825814267,24.27552836131162,260134.39828776006
23.723072931707666,-10.915978694285238,12.581155356697872,11.31838996241906,258860.1544745952
49.05571600206774,-12.770852416858606,22.315328793441964,28.19106465341214,252974.62375623177
22.853997907301085,-11.19759544007312,16.838990592271106,14.060365443825628,259248.9484942712
39.73524447931775,-12.861353889426354,19.25977979253131,13.36643400930021,259178.15675705718
28.40869835397346,-14.343086142828296,17.395794236798714,13.572246403300342,259553.80473468828
8.854933234967486,-17.784529079051715,23.125039050157074,17.413797559100136,259743.89845767233
12.794686903510213,-18.252019526316353,24.500741984552135,18.394903004579767,259770.62263156025
10.956583667179808,-15.50672480429337,20.899401085119806,16.66943733137787,258671.74663188276
14.684325258988055,-16.858128093228782,19.873780894558465,15.590528183383642,257639.3689676716
20.702126873182348,-13.522045149374192,16.655675933778706,14.750328193150768,258317.34451933304
34.0313213997623,-12.817052728846033,15.018377223207935,22.533543005484976,257915.03346504603
31.02563958597956,-17.159678797680034,21.345252807203885,24.02232774985674,259913.46485948013
38.07170984758025,-10.508949677468777,13.715143696910438,15.2670712395878,257711.8592428947
32.3841495750787,-12.871612127513199,18.239364188954497,21.052889652220788,260431.27807611803
21.08648470019393,-17.038972871307134,20.760827946441758,17.005917635342822,258240.36689716674
