cash
46838.53663550557
46996.02027340595
47757.123600377105
45481.498230716075
47507.65436364684
46029.770001037024
46767.410552436166
44836.45995946861
47049.387878098205
46824.23126734498
46316.23394475855
46664.46449782666
47541.704207675735
46458.62321139263
47606.564223312285
46735.82159701635
47939.84934394082
45503.57060733085
46319.34017995099
46228.301768087455
46142.60648914381
45253.06853474797
44789.20231842892
47121.521275746316
46742.3450734923
45942.310818140126
45368.61728920376
46873.50633509673
49240.12639806659
45463.21516912275
47030.07223667953
47980.16602231091
46758.33364723392
47390.22330352754
45062.61398039721
46317.476595797474
46175.35745123217
46582.49676391685
45787.6892686614
45242.206122622105
46357.57738678828
46171.608280903536
45940.80435736817
47094.17266338795
47016.817845925
45298.22670414652
46633.625776961606
47563.562698190304
47390.3458799284
47527.10104320582
43951.53708871618
45492.33797033421
48666.98323312023
46516.29439326192
46750.92892604636
47670.05365319377
46298.9889132604
49126.76166806506
46075.13855263112
43778.79954721514
47507.72999074534
45176.69066848138
44571.90957054427
47015.17206621974
46981.60196962907
46195.62647722414
46386.73722017658
46691.62545248115
47444.19220815585
47484.55300324622
46569.87679343444
46707.336333075196
45872.390415754766
45379.72914117298
45081.39200757078
47876.4366475528
46825.07505118717
44355.46789117664
47487.14348837856
46741.816447612706
46757.02313604948
46690.404160563805
44099.42387576145
44635.9395911167
44747.3224196967
45787.790888161195
45273.67413143248
46658.660200178114
49656.8224658484
47050.46280849349
45846.22199500617
47636.741309907324
44284.10622613276
45101.04082019171
45882.34188399787
48174.70093303022
45717.127530389764
46297.12283451916
47532.11852763667
