x,y,distance,habitat,cash
88.28604618979028,121.90721197033116,100.97523922189161,92.57115420617406,64128.96156533057
96.66661836621232,93.32025649384514,118.46428567917233,105.1607853143677,62781.03842316944
60.44554542333225,58.15372739986426,153.16676759292324,57.05655722869002,63630.981414325346
150.75901844543876,49.80759357713107,86.64451603974501,116.19728820911166,64037.02187429835
75.10544993731344,108.1949292315212,52.954877043503075,126.02321665714126,62434.83823335615
79.34817861598115,58.232608366563746,114.3267984863733,88.52878556429823,63350.03782148534
106.33698427121453,39.1202006136678,117.86052495051756,79.05135789099641,63521.415724478364
112.4142214000324,92.55674707493094,43.509786494832845,65.39660692618604,63172.16468832953
109.52696188003736,112.2836740251514,78.96970824505019,144.18067480257577,63485.495586803045
96.3887860559517,69.43617769162704,101.75513438460185,122.14672135695055,63842.397210826
79.31228701889147,42.60438095826558,97.64189841965707,131.4605001241257,63749.088359877074
47.2084395294458,97.20396794278078,63.24989894439383,144.6726767277035,62912.97037487593
140.2282533312186,65.43544988674785,76.41858561090153,116.86654948813054,63019.777896603504
101.3792788835823,75.03123438891889,161.57935019658981,137.06284181995673,63485.245182399776
56.55682924280743,50.54397231058626,107.1890349944102,86.37364182211219,63727.79306395403
74.10801596502095,42.08602777277318,96.62863525850408,160.31466803008817,63278.22825985831
61.15498036177687,103.45292755616713,115.08479953218738,96.85361414386263,63589.25710497494
73.52729336878896,95.52023999938756,100.0941254073032,73.79266884758758,64739.90117451591
63.09958645107693,46.574484392470396,78.85663720950589,54.05190461870296,63666.79688506648
91.7914004433627,54.448195030275976,97.0972968040977,127.89411296453974,64001.932909678304
61.121658197959505,73.92006189905852,111.03563569313675,139.74351611751274,63151.230212011214
101.08575210181472,77.10275942046593,88.86837339227357,80.62780214505831,63331.084293764245
50.499314860297616,87.26542058904262,73.2166810042341,126.5252680000302,63412.882119523754
111.50333441044681,68.80871013124455,60.986625915230576,85.681168896084,63428.083725599834
81.6310894212077,84.81705631394449,131.05318139175947,103.78712353377445,63509.34223550158
79.81372806074766,117.73867998220234,62.98203402571315,101.87632167989977,63818.57235487748
54.97644410200578,67.9510302045212,57.769643877798615,116.19175782032649,63147.63089878263
119.1056103653227,138.28653084383552,95.7836086736472,88.62857868644146,63117.2836633952
91.91381746582974,44.66927022837929,108.2998135976456,74.35427333085862,63178.743324497125
87.71448886018585,127.31250621679814,65.35328959138862,89.92593457429558,63688.87322418959
142.58999515059986,69.11417164817026,124.01472030384092,71.7814175924126,63303.8837661707
61.19276509353788,103.67929782157523,110.36732609522423,115.988945630965,62914.71567775272
83.33532920658917,45.474951641222454,77.14450137074776,131.22022838462567,63957.568110934764
96.66338727139618,86.46728923352197,48.1413575561425,121.86273996019177,62861.149832317235
84.54024134276692,128.719570345299,53.238650381878024,115.21658716118085,62960.4265383483
74.3765819784437,65.36381894258642,44.1279407257814,93.61871965829401,63431.39974466813
115.88001791833018,124.03065731651981,47.60733946391842,69.69726682920837,63066.41334680228
95.68724030567613,128.41120887485351,91.79624537659836,81.62526383387082,63953.12619688482
116.07429021182229,65.89616200632538,96.7120336016367,58.022743003795824,63008.32017986808
102.09935701843871,67.75702047830845,66.27896293166611,67.7398699917405,63666.750620292645
81.93620485161804,126.20507366298786,80.31953728210054,116.72360745190032,63767.26718916221
105.69195666507284,72.72986178090005,67.78102630879279,67.02070490495052,63672.78135946074
67.94233708130781,72.46214421078635,158.77334987450826,98.60736269874458,63959.412319272495
80.70165037050006,92.04204369575682,128.8466274085553,58.09988226741199,64099.85585282587
64.25414254863058,48.97509263989458,99.32125702684151,131.61374491064788,63576.70238041943
99.15606911373284,86.71213194293952,69.85795434657184,34.030837259434364,63225.65161987631
71.72627636296959,51.7405100735419,47.75344114056838,136.24705014907207,63506.55598883587
75.1777567516252,99.24649562756952,83.1159494594977,91.52426566441248,63006.79545258955
77.6918720481707,80.58851126505408,66.01285640765853,62.947808715122,63863.42842874663
48.63413543731986,151.75453423284583,41.6790240744065,148.83625234819215,63313.18501197368
118.86547463685883,98.96430623049154,118.92609599915053,142.09731862805148,64038.01672537481
137.61229839907713,119.81851523048417,98.09557735905356,66.59001155929694,63732.85693605293
120.39167936801616,155.14492933758493,57.590981611356916,92.8174606462512,62667.730590906234
98.74128104106182,88.74673648789188,97.04977046011908,102.02613922903922,62945.172159967085
124.69127766981786,50.90661594998367,78.36746551753417,95.01100531655537,63879.744991911444
87.78731788808466,59.634448079681945,86.67460722261887,69.49735721475682,63335.948222715575
93.82236115009891,89.86901614981758,115.90615758460264,109.50358257843898,63874.45491663203
53.101820526088346,117.83287683262084,39.6093840119808,55.753142193597526,62287.4447327148
45.175864378417465,89.86413448009367,90.6661228074778,68.4521896989465,63851.502908556846
110.1822027928233,84.49299663999273,109.6593281445649,81.48700057948975,63031.89967762518
168.90952503120116,58.31373381726172,81.3023181063815,105.15042023997215,63135.50068345745
130.50775365986644,115.99228706122466,89.2739715924417,79.15591839882,63546.02666980508
97.92962655914755,59.38746768757401,118.48287770192265,108.11681620443098,63694.93527918172
99.69894818703764,74.59684244647619,47.69634000956401,121.79659410655248,63351.89057042766
83.46807328801209,89.93443344649958,96.00610483388272,113.56543922220482,63511.17745864685
132.4441148394286,45.7842120220735,88.48232152029873,169.29177199009075,63762.31316855609
87.23547033414836,91.18871009569308,46.298954911635484,103.87359458883503,63267.668010338406
110.69410522832801,57.782651655773954,74.39602290528344,73.17374076250229,64028.042504986246
84.28527573258614,116.31924859010093,71.50711348967211,77.3481207578398,63550.53499203897
45.79285227383761,56.13751287911097,48.1025437122024,120.3696423179722,62984.915310942226
119.35516028494963,109.90933405652926,78.68123537698824,64.50157871103731,63948.125104461134
98.69073075502564,135.15688317423707,44.57826858831564,75.36749608490895,63580.2372571016
72.86286831924393,73.77296239475295,74.4109246768934,65.00554744120065,62572.93408968728
84.42409882887918,104.42578826827474,96.59469248262329,68.49473608358839,63731.199529054174
122.68660512176324,68.19826284930443,59.24767624497999,136.6622160068158,63383.80324514826
94.57661017887311,81.69816086032559,80.99288493746633,55.00098532497757,64743.07656401779
99.87375411521896,62.55560507106359,65.16725899445788,98.15050275471742,62500.32265371847
86.33995417564594,92.98069877029114,61.736818064788096,141.2869189434721,63648.72997306812
96.12357588711508,102.62371961323734,109.74742958085213,124.21416149996008,63308.588556550254
83.26385885417638,102.45693074438142,66.97526326508316,55.29639492718057,63562.565673747005
39.83740429269828,38.99278278106219,113.9047663941446,64.9439990950915,63521.51259420681
67.2397704241261,69.2481263179197,103.59573459244113,123.90301543645111,63565.536234957704
55.78421049484037,68.42687321764579,149.91176075407145,114.6879787958032,63900.81395701159
117.03862468526019,132.00577239986035,65.64958072508445,68.66493701278375,63387.58110353099
57.612288255970896,68.24556311120588,115.0881274655574,122.01502228990732,63759.37970217322
115.94960414442656,113.38378889968381,119.39109969909963,79.81804937716177,63194.59163843083
138.01890972705496,101.17317556009759,97.3262906808112,127.99092395896339,63127.319423972025
97.38550985859821,91.98467655690169,90.85845239618368,131.59519955385932,63721.57201886364
62.347092833595426,44.41863998601526,62.64265320249182,88.00195728984963,62574.773429324196
74.28850694497784,67.2141166406713,88.30745455713027,128.0238041374343,63143.20324325791
93.235130128388,57.369887510887445,89.52195055284159,119.99397793258458,63433.283004378594
53.416520373198985,95.7531755617546,115.28533277301132,77.44463738730397,63856.01059051995
49.89110899357239,113.59091838268589,72.61645126749082,78.63767365641633,63908.17570393602
112.40874898816224,75.35476753502968,82.40578800081532,91.1795484534911,62615.81914625094
93.57106383189985,73.02261530127072,93.7623332323125,149.51735753793457,61802.1997030396
105.01599872845547,72.60218987233031,83.0571130002145,44.34404978229141,63141.98026703707
110.16277490664893,58.310833190409745,115.31042658515831,79.6440957274223,63247.84502581736
129.28049905894898,94.27155602593724,37.47744578012926,151.61576301354128,63718.391370420184
78.2185427043049,69.1507946742119,78.5963833897737,83.63470265914701,63162.375261973655
