time,x,y,distance,habitat,neighbors,cash
465.93467232461217,528.1645278059198,8.427771893298852,77.53576448519254,415.1853782332966,1.94,57749.25866047725
870.3662595094814,407.33668161872004,103.50516222377462,72.24544935748223,676.8460498308718,1.0,51853.23903206959
422.97767356663496,391.02164013992166,491.2507925420035,391.22276871730554,465.1382665168188,2.445,50236.03434221898
819.2505943631919,910.7320606439149,49.828328424898345,91.19995538855048,56.06372438786467,2.025,55293.341621125306
875.7002745883967,178.98486288856344,7.0109926680796955,682.0017648472241,445.5354393835109,5.0,56824.48295857943
456.26102186447207,576.2330712888057,484.20083245914867,342.6036770850338,573.2574766725437,1.15,50695.93511099853
834.840425767704,779.6839569292389,296.06232658573515,207.64744427623836,136.28190889884786,1.61,53265.03515368477
514.1093936442229,55.25754810227032,6.039843754104817,350.816229700947,369.52115044517285,6.0,54787.7791825273
550.6438298431307,578.0712199509095,122.9136873384271,741.1212927190766,850.3428595047662,1.765,53720.84477969552
426.3773884372082,437.86220312962854,315.29719597344325,385.8094713819881,403.93096318225435,1.645,51270.840411793644
496.24572246071375,527.7099670586817,245.934951700299,281.0360163974308,58.48321248661701,5.055,52469.480391442616
779.1810581861598,427.71824720410996,52.68288088092296,387.9947194044628,375.7280100427152,1.665,57040.00945995961
721.5306120553339,760.1265527778244,20.795579676474485,145.83751473963477,788.3104659296134,3.8,56239.16675123559
649.6035335221106,515.9630982418789,429.7055187073651,766.7657664093816,616.3131983190339,1.775,51423.173185089065
834.53022050789,275.7152568216697,82.08215672476678,720.3028486906286,267.8258138028712,3.725,53557.583232617304
792.9203011847443,729.6688207458225,121.5200778950813,67.73647341760581,919.0157430595073,2.975,51861.43568131201
529.6761907986463,193.09099172572004,36.11573719787134,148.0350427834509,262.9661896801519,1.25,54854.48765009539
877.3924340165521,497.905864599443,316.4238694586542,753.4451745939976,129.84561355943154,1.68,53096.503373045714
743.8566232198364,569.9911049429821,203.10285455351152,610.6131185669868,525.5318052238309,6.055,53576.48367714143
791.9644190354425,473.39274184532894,68.16554383532825,222.12874164357387,538.5873073691168,2.58,55072.70085638154
853.1636712985644,690.6071721265282,534.6235174555541,547.4628034880483,375.6325782618145,1.88,51727.246953294656
724.337586799229,230.70108570511525,108.89053615635075,60.399521702545854,906.1201661859737,3.83,52470.78308257593
820.4104595016596,656.7498248707575,177.06535305712822,211.73005982676816,198.53502931465562,1.855,54881.47987487228
697.1546017869474,938.213920816144,62.783698302967494,68.28054378213552,193.9606976511448,3.865,53765.53853315734
584.973249953006,664.482119769877,397.6041482423316,859.7126944747102,580.0676354830118,2.17,53703.186352278346
600.3088624145606,682.2559575801284,156.11930798701516,238.41817067144768,685.5371630071185,1.665,53355.805926597546
313.34142401854353,721.0159664700716,81.19264894005721,735.6144421415652,854.9714087792622,3.34,55366.769975629875
931.3814605563244,832.1946346925602,11.278884456728115,241.41439422692204,245.55913745857882,3.0,57886.323342537835
551.1473087180736,911.5872342744026,203.48382571411642,149.04462380387073,611.4463331337366,5.205,52965.65440855683
880.0544268154622,317.35048318676877,55.10239589975599,690.4925525450167,373.7790556948569,6.47,52324.54275738674
730.967221854216,416.47287428440666,79.05606048260589,434.26426194933737,503.76463279412206,4.865,54055.53133708818
936.3083693967224,594.1100538899067,99.6186884127495,284.6132586683027,634.8098821504409,1.06,54876.37269431939
541.3654752804935,601.7705047334966,378.4008622436215,422.1439689971367,736.8458573059253,2.175,51947.784299210245
586.7321793104089,659.5336102176325,582.5503764809243,237.00694552662856,612.3025919212073,1.24,50649.69365807672
569.2266235223746,659.7177336655583,75.19555258677984,511.55674482165773,545.8912604606166,1.56,50223.46854713221
769.3318918019161,628.4734252953751,582.9854609864201,372.3883613683172,770.3338573251391,2.37,50684.85324966774
655.5487801562438,920.051326054546,184.80582128480273,168.26570444552144,814.8385591481211,4.83,52184.236316677016
432.5404947210966,503.3415063823169,190.48335167828324,539.3955318642268,636.8378128103247,2.74,54613.64169883892
853.3946239789261,117.37308038772483,9.221485892699041,184.9232428270958,637.7496432857579,5.0,55919.82548873838
617.5629415466395,782.3757431066579,214.78209894361314,504.7035041608706,655.343335731361,1.0,52738.04817970682
620.221888617521,369.02388674848305,247.8539164976872,396.2533903099639,460.4894643676427,1.385,52945.22394095505
887.374004455839,526.7949011124194,67.40228465174245,90.09060569024894,730.7126246531327,1.97,54806.461649487734
778.6440112885125,602.0881962737514,86.45719400427498,179.39009136516572,386.42204991272695,1.48,53258.637852634536
467.97281723335715,460.95168095640946,374.18311267854483,360.123858021597,562.586901708969,1.185,51944.433083277436
905.7705284651777,667.5660097235956,139.354323378738,795.7392830466674,806.2494508579621,1.09,55225.697718867465
392.62623086208777,528.5187122035741,630.9482726914218,428.18047886021907,686.1174417984035,1.445,51028.01473527655
775.888436924676,16.52400427680082,2.4493263098207625,788.3142633505928,437.55300882084737,1.0,55782.99250890172
761.067461154735,433.4191578345952,45.44009679486163,185.97066975312612,660.3064693110801,8.4,53642.14212740398
925.2993023638251,679.9760814094624,101.58944901522781,84.80959925330319,471.35874103327495,6.01,53144.44406052588
723.9400121025884,461.9680221750695,257.79118046729826,378.14511531080063,720.780022582284,3.7,51392.1303124463
497.2364433189265,34.39063062607419,5.532455179303117,616.1523155907613,595.0480954184504,1.375,57077.50550761539
896.8187919398833,60.74545035927865,54.78805901366678,387.3465360083468,281.44857659799015,1.995,53682.941673746995
762.4772236415197,106.6458090538444,25.838445921953753,622.4267577435417,319.50700259106225,6.85,53533.63404972043
541.2670341100858,435.5675021454408,225.50396796778216,175.6473000772051,764.4477274101945,1.0,51100.53346870983
615.9374468065258,128.5903683760128,25.636656419120516,581.4380104767515,460.639547035081,2.16,55736.14003690435
746.3911045878551,392.5526189581809,133.06487864506562,110.49307983997369,113.85626784771935,5.55,52883.07078882838
666.1788539986674,508.76342447677126,287.97950961807595,203.46738969727855,379.3266205004265,3.185,51261.67559048987
849.5348807974079,349.83390644843695,53.61768660929065,404.46293940881185,190.3626012145965,1.92,56980.60843278239
698.9042770751697,779.3544669969336,611.9755244136517,295.0638147673221,508.07473167918965,1.085,50534.76199107876
989.1391974622094,679.8804369823349,16.456539614400782,24.678939475833985,189.06153099494497,6.0,56454.0491838437
553.720349298233,131.87321544610924,84.6718544791634,551.0868272993166,294.1060992046994,7.16,52934.42715807309
956.3256043466499,674.5708523844946,11.663197217162796,634.8251368803849,67.7035388043095,2.24,57561.973427494
721.1407034512303,184.61754164004523,110.04083770859796,519.0301112037953,310.72058617761616,3.935,53360.6559071129
838.740179573466,33.45237756793902,7.58873155411385,755.253726492578,222.26569290459832,4.0,56660.380004026
958.2541034628463,177.20118190826022,7.468492952822906,365.339888098689,874.6656892474042,1.525,57408.33579642346
947.1281945234391,221.2535933372127,112.66022524595839,160.57886837228588,374.7172212059577,2.105,54504.22256385654
627.9108814650835,403.72313785275537,130.69967322769327,200.6335319216904,153.13354341028986,3.555,53788.33233817957
710.0274106658409,789.6308136775752,270.01875019775065,207.2293394957556,675.1673204168987,1.97,49228.597749573906
972.2069778400745,536.9107203415281,101.91408592664237,93.74756665276473,723.4030265666152,1.79,53720.28369541079
690.829543260427,29.824803071191663,15.078958405880577,814.2510350131774,791.9118014812608,3.54,56723.066965248
465.8549056147568,142.9514343748405,7.491203202373198,785.6134944077597,835.8714617356055,7.44,55970.837692747926
791.0473271360212,745.8606074158072,60.18077081640259,124.89021217511545,293.98129247386413,1.35,54498.44123508523
656.1528312607754,497.23457771723383,608.5622036463338,385.68488450519527,550.7306015831459,1.13,49494.50477097898
735.201612811731,486.21210145235773,94.53257341774122,282.7392852351627,768.1131876330572,4.585,54140.43272085528
664.5049160425395,742.7222702848502,4.095662972960106,38.156465656246894,323.10341015099254,2.0,57148.09232433951
377.6347634904378,639.312051429746,553.7168650437229,325.3322827401626,483.2704721831113,1.62,50962.96579466066
585.4931386784251,386.3835521712267,33.45903848279465,654.5659495844397,356.9764880655029,1.87,56169.31657411086
959.9377557706715,159.0910679854865,37.32049128221126,373.551822758769,696.2804435946459,2.03,56166.997126091206
445.00937978704206,116.9683195384685,68.03607485222784,618.1864307659991,758.7994853551776,1.975,55813.37046639954
719.5861292085273,655.3097593839861,314.95573129692855,386.24829221321835,550.1949527755655,2.25,49581.460791618796
309.37837140358727,375.85922323903293,321.472597065296,400.23982865816134,473.1322983324155,3.735,52047.499057221656
704.2060417205821,506.3632562409485,20.200428262294277,8.572573197761976,84.39042893468641,6.0,56146.308949547674
202.6061121790312,894.5436273187966,348.1544440469661,188.6594500278996,436.82709325468073,1.03,50753.34383645046
449.47055168275284,611.2508999108464,396.9187884061857,190.17471350220654,510.39001866843813,1.0,48981.79291576928
