cash
47111.803453602544
47309.219879317054
47296.10291251787
47485.064873548545
47451.16901353054
47391.30054237309
47303.40402506756
47407.65641251786
47300.36000340377
47140.58164338576
47300.16861595346
47342.8615539101
47422.69181727369
47293.52646372933
47163.9690755739
47487.29448103485
47521.14064985939
47427.93203660458
47330.36903154118
47251.00129490479
47363.490716261025
47343.50604237308
47456.757621721976
47252.09574510356
47293.47105391011
47211.09589591747
47302.08772202953
47215.43926606223
47334.99303224632
47324.601149154274
47196.82726676736
47354.014232861424
47575.91460371133
47306.918593584545
47239.40685188475
47402.86278407289
47229.76328407288
47196.338699660606
47404.57505967862
47504.76682951582
47386.6859355919
47200.12635765325
47325.840997635256
47431.25189591746
47255.0827213244
47325.248294199664
47408.00318306021
47209.33868741848
47377.021957960824
47143.48778843114
47388.17825016695
47420.37410371132
47313.6445921743
47293.31089155919
47321.152351179626
47274.4011664598
47170.74102000418
47217.947105121566
47239.195665754676
47332.112930528514
47503.47462101685
47343.6676938921
47386.00363832238
47245.59230137841
47399.03984611624
47475.73010371133
47425.665367780035
47261.99196372933
47378.88676099885
47120.76903154119
47063.17226747247
47457.64118235509
47365.138273240984
47277.28882304221
47252.49166575467
47149.39009287942
47206.69773356654
47213.95824510356
47329.51651353054
47193.796053204984
47328.84773862993
47237.971468792704
47257.03421049251
47269.73265998617
46962.443784072886
47396.05281221032
47272.79886778004
47425.50345219231
47398.65333528434
47418.233064741995
47267.50904237309
47370.30291251787
47367.32060947984
47209.399441360416
47339.79526747247
47481.67206980538
47260.58162101684
47274.71857698414
47354.7375373097
