time,x,y,distance,habitat,neighbors,cash
791.4658729979133,194.22297988966227,711.8942502266711,85.54437099190744,235.83678861716055,1.0,2947.923712799345
629.215677609144,651.3911490513634,338.8817631983791,46.36412790318974,286.8903155049869,3.5,7470.604296318788
54.33439725429541,490.90344049346095,802.2617730382625,57.96716503767288,461.4296647036575,1.06,7803.0136324300975
295.3717697288,694.5422746576296,536.3178492868905,30.99929658038776,696.5523881850629,6.68,10805.624306385425
615.9357557393283,688.3059111350401,695.7012619424455,93.93483201307421,173.93852645391078,4.87,8385.19174882787
974.6931416092074,780.2971357474512,271.5556996631892,2.4894236329959156,867.986437140295,4.0,17139.535859464384
757.5773448192501,727.5109896071438,854.412416412703,49.93566821318963,126.92538205933866,1.0,10424.995432009928
29.027319606653247,672.0324332641159,785.241224557393,189.9996624068857,109.0455326557446,1.0,7538.846266321094
578.5945795686076,359.46099195475625,529.2137445113627,134.06663280551268,146.61230980952232,1.92,-727.5633786039812
204.3979747007783,506.6915395823603,330.5772842490615,69.710564703377,452.9251628442555,1.0,5626.330180498581
516.6943615674595,523.4225656367282,501.3165311939775,109.31360262918088,863.6361414619482,1.24,5110.126515454742
387.54514214603427,450.8375326086407,463.73105579185454,175.05157196129795,525.9030646997566,1.0,1180.5601889527898
294.11777007848474,775.7588716560181,871.2858980218816,347.0589167657067,381.2560178729922,1.0,10251.497129092188
179.38255415041982,224.35566382717997,816.075352828363,10.146358280603176,595.0493270043737,4.53,1731.163852721193
639.0312438222667,206.2548335443316,521.7262479822597,52.64705992806103,998.6347998630907,2.0,2963.705991615444
900.8920469152229,845.7130856926182,720.4637255752766,21.564901377195387,71.79005877282503,1.0,8492.000435407992
340.28120866392675,635.3344983072375,877.8571806071616,66.25496725255908,675.782473420164,1.0,9722.38183484533
140.04110770901733,330.0549447766602,675.5164848118058,98.43265106175991,223.73298842728872,2.0,-1386.2113243698477
780.4520184328186,443.3544083860768,733.6387841198592,191.86137027688162,158.41193081975518,1.0,8273.749773049822
512.1409680780008,731.7399430778204,640.3034301430309,22.621786879576383,545.1950281142954,1.03,12079.148199281752
115.23070573689192,914.7154920842437,712.2633471503343,63.07010093632835,712.5514412712057,1.0,4733.512402905044
251.29371689781476,368.33780465103104,653.893805994188,242.1486938910895,922.0205652575012,1.81,83.22894770301173
939.4537641684321,364.28198054465776,232.51498073158524,8.966542364668086,877.2390054816303,5.4,16958.840434132537
436.75215343016583,594.4002949606443,917.3613057850733,287.8321565125406,914.6449139289274,1.0,6441.631100444587
250.28976776058477,672.0770145816916,511.04466715881347,245.34592991928218,694.8636804063512,1.48,196.2831258818169
805.743178892452,263.0069065066561,468.7801394180985,28.921327024935362,215.12081192701797,1.86,10999.536784339009
541.9422515630197,405.8153732069679,452.7139674214686,167.1449617463078,563.1004615279347,1.53,1689.4938754053483
467.3506381611713,381.0039590854048,853.5162326234027,313.0790965732239,439.6224491727532,1.06,1695.497543974795
300.31869358737504,737.6172956918275,415.1411563005188,346.8950131523262,492.00508224597434,2.12,-1451.719568582149
924.987187940585,172.67840940853017,826.6399061316713,1.5613252076213369,530.1505980098464,3.0,13418.046598793739
581.3389067165189,469.85183917680166,540.2561342685934,30.553333715558157,285.96268580343565,2.23,12894.82957743794
716.4516551307607,501.6709912985729,333.9366916784318,1.5973917856061235,48.07912114416652,4.0,15177.243666920835
710.3735096221774,749.0926194656255,943.3296878900782,28.44153275075959,362.16792666233596,4.91,10822.607249600398
