cash
28629.17544607858
33680.33019155905
29710.701654127522
33095.17989650235
30480.9416658932
35287.77889893659
32695.20151161747
32677.653607116714
31636.867089619864
31364.348029148
26427.38871925007
26828.88999082002
29079.24845364356
32950.612938258455
31202.843129774395
29707.84837753149
29211.89583394884
24896.97358429776
33366.01248492036
27982.8030699776
31560.767100065517
35769.21176661708
28375.437304528714
34574.18135929584
29602.94016207879
29329.3400097271
28432.91460808055
29833.18386993645
28590.262362757676
32727.67911580318
36234.66674065514
28208.749421147877
33014.972896472274
28182.541220022587
30587.26677578364
28960.576678581736
27616.31427110288
27799.710130576994
28182.934470180207
26874.53049065879
30089.881759760814
33229.115157975626
29522.37033634934
29955.22423742195
26899.988193453035
28794.69846719846
34519.8749729369
30508.28119220041
26831.041918421244
29776.830038985983
29535.974547927533
29196.15029494582
28273.67147399459
32775.46614448085
31203.41606247274
30735.75218726821
31045.833285396613
31157.674726586454
34393.88346319279
29926.991118908827
34155.44884186278
30930.95920829064
28569.458045587147
24525.684673518335
30737.383475273662
33481.756844297015
32214.11420264967
29982.122726072637
30898.20963910223
33111.598538502265
33451.31758795455
28107.140520401383
30607.12211156881
31600.14303305622
25111.905741555205
35537.415097567515
29855.441080742094
30966.54399302924
32101.221723255763
32536.13295469762
34310.469172655605
34071.533737227044
29833.08937602742
30532.611516583373
31669.782794465707
30233.70584070762
27338.958017322188
25012.365402720887
30460.01105920583
29838.0336117
32482.88628145468
28883.308023634578
28810.017113972972
26904.411427846517
30092.509397110014
32590.201260942413
23900.43314448447
30377.690683288918
27069.003825746113
