x,y,distance,habitat,cash
48.834831461582716,81.68053127796084,99.68587461692466,116.31138368006916,231340.45224902403
117.26208230455144,33.37920333703942,43.082752713717746,13.924152010797929,231185.73194681865
76.40245724672684,52.87945349838758,55.242208424675184,123.75499291388775,228740.42057385342
19.658514484890134,9.607693765590279,116.51367246468962,20.227380444385215,233554.83605809291
31.521074225464904,25.998423134754194,10.870446869937185,76.70292883530996,226635.5788377344
91.38094072176831,32.28731511340943,103.42020159200295,105.46831823387997,232320.44869800753
74.23896954892311,43.76779178396501,40.738497291100764,58.71146426335138,234951.16176639695
9.78308657089062,17.891194669460287,180.86221835858586,90.303591528666,230107.7511383346
119.49838322035792,7.7128555214590815,11.785599716344603,189.91071555899873,230402.490161671
22.555602811036447,46.090306601373456,38.34005523064029,106.34138143387632,233049.70545861073
49.418507706762284,62.063982471655706,60.28341708467592,74.1737069494747,232376.82247322335
114.38470508961265,89.94791822924161,40.1890698339648,95.3384459055474,231959.22025600786
115.28782583665036,33.469859737755215,58.3714633914659,121.86355964729098,232712.7615673196
19.814948111138534,70.29634142496833,19.282273450917454,54.1705218953212,227684.628420864
29.881395416035378,10.137057159173706,134.35867635932547,133.69957396344114,234733.6759971373
22.659523871049984,42.12369208648514,148.736045604821,134.72227338115664,234642.71355385493
36.93516007103198,81.16916806720319,41.97369354915066,65.12235918934397,232481.88771274762
83.39240142759635,102.24131548041501,66.65717063536454,103.0412962601479,229585.18261166758
28.786198059284484,20.567712214977572,149.90561413311156,80.09649033762967,231596.42424460565
81.70569844539463,34.50044253336691,48.23473005373313,112.08902451672532,233899.40049931285
72.39979739225696,51.94748107376255,40.38977898711696,179.16231637061247,234377.24383580676
37.78747820177482,92.35230870960373,67.48607381433276,145.67593712582644,233297.0903383047
19.78357977634022,50.255454177903474,35.991384821485305,116.48868756710318,232183.1351625638
95.70349441627675,25.03298484843368,61.97181045772965,145.02008087976085,231328.14039169892
25.74571541336633,24.214569099223066,60.562464590600854,71.9475754587826,232160.0540822547
30.564078243776198,55.46610538306223,56.52525880018356,113.87701142023514,234359.11579452717
65.25745310810471,59.17115346691141,38.27345517276124,68.51646971803422,230906.88830542643
55.79045017783976,41.174935164054475,38.45257664449377,122.13881504889221,232147.17589637975
38.64280185880368,29.12367188860831,60.0379303038332,91.25405373925659,233198.47093598673
37.0303249230856,27.48136519495797,21.679629702681112,155.38355204138804,230060.2894627813
