x,y,depth
106.04489795918367,2.9548387096774196,-26.749483108520508
106.13469387755102,2.9548387096774196,-1.0499187707901
106.22448979591837,2.9548387096774196,-41.05107498168945
106.31428571428572,2.9548387096774196,-44.099979400634766
106.40408163265306,2.9548387096774196,-33.000125885009766
106.4938775510204,2.9548387096774196,-51.09977340698242
106.58367346938776,2.9548387096774196,-67.15059661865234
106.6734693877551,2.9548387096774196,-70.05001068115234
106.76326530612245,2.9548387096774196,-68
106.85306122448979,2.9548387096774196,-69
106.94285714285714,2.9548387096774196,-70
107.0326530612245,2.9548387096774196,-69.94998931884766
107.12244897959184,2.9548387096774196,-66.0994873046875
107.21224489795918,2.9548387096774196,-65
107.30204081632652,2.9548387096774196,-64.75031280517578
107.39183673469388,2.9548387096774196,-64.84996795654297
107.48163265306123,2.9548387096774196,-63
107.57142857142857,2.9548387096774196,-64
107.66122448979591,2.9548387096774196,-66
107.75102040816327,2.9548387096774196,-49.99941635131836
107.84081632653061,2.9548387096774196,-70.552093505859375
107.93061224489796,2.9548387096774196,-87.5999984741211
108.0204081632653,2.9548387096774196,-89.450469970703125
108.11020408163265,2.9548387096774196,-85.6499252319336
108.2,2.9548387096774196,-78.749786376953125
108.28979591836735,2.9548387096774196,-78.45062255859375
108.37959183673469,2.9548387096774196,-73.04993438720703
108.46938775510203,2.9548387096774196,-68.5499038696289
108.55918367346939,2.9548387096774196,-62.30010986328125
108.64897959183673,2.9548387096774196,-32.99824905395508
108.73877551020408,2.9548387096774196,-2.650019407272339
108.82857142857142,2.9548387096774196,100
108.91836734693878,2.9548387096774196,-8.300006866455078
109.00816326530612,2.9548387096774196,-31.900959014892578
109.09795918367347,2.9548387096774196,-45.5
109.18775510204081,2.9548387096774196,-50.65029525756836
109.27755102040817,2.9548387096774196,-54.050025939941406
109.36734693877551,2.9548387096774196,-56.95026397705078
109.45714285714286,2.9548387096774196,-59.350093841552734
109.5469387755102,2.9548387096774196,-61
109.63673469387754,2.9548387096774196,-57.69989013671875
109.7265306122449,2.9548387096774196,-56.55036544799805
109.81632653061224,2.9548387096774196,-58
109.90612244897959,2.9548387096774196,-59
109.99591836734693,2.9548387096774196,-59.50008010864258
110.08571428571429,2.9548387096774196,-60.150352478027344
110.17551020408163,2.9548387096774196,-61
110.26530612244898,2.9548387096774196,-60
110.35510204081632,2.9548387096774196,-55.29974365234375
110.44489795918368,2.9548387096774196,-47.50018310546875
110.53469387755102,2.9548387096774196,-38.849876403808594
110.62448979591836,2.9548387096774196,-36
