bin,species_code,source,sex,mortality
18,YFT,obj_class_1_5,female,0
18,YFT,obj_class_1_5,male,0
18,YFT,noa_class_1_5,female,1.4927991160855955e-4
18,YFT,noa_class_1_5,male,1.6375348038978222e-4
18,YFT,obj_class_6,female,0
18,YFT,obj_class_6,male,0
18,YFT,noa_class_6,female,7.657811338269475e-4
18,YFT,noa_class_6,male,8.4002813593444e-4
18,YFT,del_class_6,female,0.018118968466737134
18,YFT,del_class_6,male,0.019875709434241082
18,YFT,longline,female,0.005227535111625184
18,YFT,longline,male,0.0057343755041406996
19,YFT,obj_class_1_5,female,0
19,YFT,obj_class_1_5,male,0
19,YFT,noa_class_1_5,female,1.368118711812399e-4
19,YFT,noa_class_1_5,male,1.5015599776886567e-4
19,YFT,obj_class_6,female,0
19,YFT,obj_class_6,male,0
19,YFT,noa_class_6,female,5.06234957955368e-4
19,YFT,noa_class_6,male,5.556112533288075e-4
19,YFT,del_class_6,female,0.019998486850838403
19,YFT,del_class_6,male,0.021949065684344994
19,YFT,longline,female,0.005362631410794324
19,YFT,longline,male,0.0058856827496187175
20,YFT,obj_class_1_5,female,0
20,YFT,obj_class_1_5,male,0
20,YFT,noa_class_1_5,female,2.868739571746206e-4
20,YFT,noa_class_1_5,male,3.1496316877081224e-4
20,YFT,obj_class_6,female,0
20,YFT,obj_class_6,male,0
20,YFT,noa_class_6,female,0.0014721038747664288
20,YFT,noa_class_6,male,0.0016162446592319839
20,YFT,del_class_6,female,0.07840707694533591
20,YFT,del_class_6,male,0.08608429169374832
20,YFT,longline,female,0.005498595966238839
20,YFT,longline,male,0.006036989995096725
21,YFT,obj_class_1_5,female,0
21,YFT,obj_class_1_5,male,0
21,YFT,noa_class_1_5,female,0.00606006165949495
21,YFT,noa_class_1_5,male,0.006654973391289504
21,YFT,obj_class_6,female,0
21,YFT,obj_class_6,male,0
21,YFT,noa_class_6,female,0.0014908365110249432
21,YFT,noa_class_6,male,0.0016371908190222515
21,YFT,del_class_6,female,0.06971484529178952
21,YFT,del_class_6,male,0.07655869964091912
21,YFT,longline,female,0.004677337389657162
21,YFT,longline,male,0.005136508111510885
22,YFT,obj_class_1_5,female,0
22,YFT,obj_class_1_5,male,0
22,YFT,noa_class_1_5,female,0.011831423412826354
22,YFT,noa_class_1_5,male,0.012994983613808188
22,YFT,obj_class_6,female,0
22,YFT,obj_class_6,male,0
22,YFT,noa_class_6,female,0.001509668750328381
22,YFT,noa_class_6,male,0.0016581369788125193
22,YFT,del_class_6,female,0.06103101797754529
22,YFT,del_class_6,male,0.06703310758808984
22,YFT,longline,female,0.0038567359051660793
22,YFT,longline,male,0.0042360262279250455
23,YFT,obj_class_1_5,female,0
23,YFT,obj_class_1_5,male,0
23,YFT,noa_class_1_5,female,0.01760176652698043
23,YFT,noa_class_1_5,male,0.01933499383632687
23,YFT,obj_class_6,female,0
23,YFT,obj_class_6,male,0
23,YFT,noa_class_6,female,0.0015285667859664751
23,YFT,noa_class_6,male,0.0016790831386027864
23,YFT,del_class_6,female,0.05235242744668261
23,YFT,del_class_6,male,0.05750751553526065
23,YFT,longline,female,0.00303653951412907
23,YFT,longline,male,0.0033355443443391962
24,YFT,obj_class_1_5,female,0
24,YFT,obj_class_1_5,male,0
24,YFT,noa_class_1_5,female,0.023371546598237956
24,YFT,noa_class_1_5,male,0.025675004058845555
24,YFT,obj_class_6,female,0
24,YFT,obj_class_6,male,0
24,YFT,noa_class_6,female,0.09914720163538192
24,YFT,noa_class_6,male,0.10891897092525017
24,YFT,del_class_6,female,2.810058552793826
24,YFT,del_class_6,male,3.08701285322789
24,YFT,longline,female,0.0022165985111698553
24,YFT,longline,male,0.0024350624607533565
25,YFT,obj_class_1_5,female,0
25,YFT,obj_class_1_5,male,0
25,YFT,noa_class_1_5,female,0.029141026591100072
25,YFT,noa_class_1_5,male,0.03201501428136424
25,YFT,obj_class_6,female,0
25,YFT,obj_class_6,male,0
25,YFT,noa_class_6,female,0.1967542789225595
25,YFT,noa_class_6,male,0.21615885871189805
25,YFT,del_class_6,female,5.567438380007711
25,YFT,del_class_6,male,6.116518190920522
25,YFT,longline,female,0.0013968212855508585
25,YFT,longline,male,0.0015345805771675163
26,YFT,obj_class_1_5,female,0
26,YFT,obj_class_1_5,male,0
26,YFT,noa_class_1_5,female,0.03491036057156568
26,YFT,noa_class_1_5,male,0.03835502450388301
26,YFT,obj_class_6,female,0
26,YFT,obj_class_6,male,0
26,YFT,noa_class_6,female,0.2943543119758295
26,YFT,noa_class_6,male,0.323398746498545
26,YFT,del_class_6,female,8.324619350655965
26,YFT,del_class_6,male,9.146023528613144
26,YFT,longline,female,5.771503034407827e-4
26,YFT,longline,male,6.340986935816672e-4
27,YFT,obj_class_1_5,female,0
27,YFT,obj_class_1_5,male,0
27,YFT,noa_class_1_5,female,0
27,YFT,noa_class_1_5,male,0
27,YFT,obj_class_6,female,0
27,YFT,obj_class_6,male,0
27,YFT,noa_class_6,female,0
27,YFT,noa_class_6,male,0
27,YFT,del_class_6,female,0
27,YFT,del_class_6,male,0
27,YFT,longline,female,0
27,YFT,longline,male,0
28,YFT,obj_class_1_5,female,0
28,YFT,obj_class_1_5,male,0
28,YFT,noa_class_1_5,female,0
28,YFT,noa_class_1_5,male,0
28,YFT,obj_class_6,female,0
28,YFT,obj_class_6,male,0
28,YFT,noa_class_6,female,0
28,YFT,noa_class_6,male,0
28,YFT,del_class_6,female,0
28,YFT,del_class_6,male,0
28,YFT,longline,female,0
28,YFT,longline,male,0
29,YFT,obj_class_1_5,female,0
29,YFT,obj_class_1_5,male,0
29,YFT,noa_class_1_5,female,0
29,YFT,noa_class_1_5,male,0
29,YFT,obj_class_6,female,0
29,YFT,obj_class_6,male,0
29,YFT,noa_class_6,female,0
29,YFT,noa_class_6,male,0
29,YFT,del_class_6,female,0
29,YFT,del_class_6,male,0
29,YFT,longline,female,0
29,YFT,longline,male,0
0,SKJ,obj_class_1_5,female,0
0,SKJ,obj_class_1_5,male,0
0,SKJ,noa_class_1_5,female,0
0,SKJ,noa_class_1_5,male,0
0,SKJ,obj_class_6,female,0
0,SKJ,obj_class_6,male,0
0,SKJ,noa_class_6,female,0
0,SKJ,noa_class_6,male,0
0,SKJ,del_class_6,female,0
0,SKJ,del_class_6,male,0
0,SKJ,longline,female,0
0,SKJ,longline,male,0
1,SKJ,obj_class_1_5,female,3.032817581969989e-4
1,SKJ,obj_class_1_5,male,3.032817581969989e-4
1,SKJ,noa_class_1_5,female,9.271987437389842e-4
1,SKJ,noa_class_1_5,male,9.271987437389842e-4
1,SKJ,obj_class_6,female,0.007514335937281233
1,SKJ,obj_class_6,male,0.007514335937281233
1,SKJ,noa_class_6,female,0.0010626757902062749
1,SKJ,noa_class_6,male,0.0010626757902062749
1,SKJ,del_class_6,female,5.816380193525985e-5
1,SKJ,del_class_6,male,5.816380193525985e-5
1,SKJ,longline,female,0
1,SKJ,longline,male,0
2,SKJ,obj_class_1_5,female,0.003092755845487138
2,SKJ,obj_class_1_5,male,0.003092755845487138
2,SKJ,noa_class_1_5,female,0.0018526541862514657
2,SKJ,noa_class_1_5,male,0.0018526541862514657
2,SKJ,obj_class_6,female,0.03890590640996566
2,SKJ,obj_class_6,male,0.03890590640996566
2,SKJ,noa_class_6,female,0.01251513974282484
2,SKJ,noa_class_6,male,0.01251513974282484
2,SKJ,del_class_6,female,1.1621824540995477e-4
2,SKJ,del_class_6,male,1.1621824540995477e-4
2,SKJ,longline,female,0
2,SKJ,longline,male,0
3,SKJ,obj_class_1_5,female,0.004610980443054127
3,SKJ,obj_class_1_5,male,0.004610980443054127
3,SKJ,noa_class_1_5,female,0.0026666167358226312
3,SKJ,noa_class_1_5,male,0.0026666167358226312
3,SKJ,obj_class_6,female,0.020327432280089847
3,SKJ,obj_class_6,male,0.020327432280089847
3,SKJ,noa_class_6,female,0.012360021252865769
3,SKJ,noa_class_6,male,0.012360021252865769
3,SKJ,del_class_6,female,1.95386285620248e-4
3,SKJ,del_class_6,male,1.95386285620248e-4
3,SKJ,longline,female,0
3,SKJ,longline,male,0
4,SKJ,obj_class_1_5,female,0.0036972200538501385
4,SKJ,obj_class_1_5,male,0.0036972200538501385
4,SKJ,noa_class_1_5,female,0.0018846455889010654
4,SKJ,noa_class_1_5,male,0.0018846455889010654
4,SKJ,obj_class_6,female,0.013858691738143192
4,SKJ,obj_class_6,male,0.013858691738143192
4,SKJ,noa_class_6,female,0.00950524428245108
4,SKJ,noa_class_6,male,0.00950524428245108
4,SKJ,del_class_6,female,9.46633565853762e-5
4,SKJ,del_class_6,male,9.46633565853762e-5
4,SKJ,longline,female,0
4,SKJ,longline,male,0
5,SKJ,obj_class_1_5,female,0.0017327800808653612
5,SKJ,obj_class_1_5,male,0.0017327800808653612
5,SKJ,noa_class_1_5,female,0.00080871277521408005
5,SKJ,noa_class_1_5,male,0.00080871277521408005
5,SKJ,obj_class_6,female,0.011373666250626196
5,SKJ,obj_class_6,male,0.011373666250626196
5,SKJ,noa_class_6,female,0.0024488434487532906
5,SKJ,noa_class_6,male,0.0024488434487532906
5,SKJ,del_class_6,female,0
5,SKJ,del_class_6,male,0
5,SKJ,longline,female,0
5,SKJ,longline,male,0
6,SKJ,obj_class_1_5,female,6.298475318519656e-4
6,SKJ,obj_class_1_5,male,6.298475318519656e-4
6,SKJ,noa_class_1_5,female,1.9696238524397777e-4
6,SKJ,noa_class_1_5,male,1.9696238524397777e-4
6,SKJ,obj_class_6,female,0.006487788097870253
6,SKJ,obj_class_6,male,0.006487788097870253
6,SKJ,noa_class_6,female,8.117107579510482e-4
6,SKJ,noa_class_6,male,8.117107579510482e-4
6,SKJ,del_class_6,female,0
6,SKJ,del_class_6,male,0
6,SKJ,longline,female,0
6,SKJ,longline,male,0
7,SKJ,obj_class_1_5,female,5.377473135986165e-4
7,SKJ,obj_class_1_5,male,5.377473135986165e-4
7,SKJ,noa_class_1_5,female,0
7,SKJ,noa_class_1_5,male,0
7,SKJ,obj_class_6,female,0.0012132504384303243
7,SKJ,obj_class_6,male,0.0012132504384303243
7,SKJ,noa_class_6,female,1.4101519497381165e-4
7,SKJ,noa_class_6,male,1.4101519497381165e-4
7,SKJ,del_class_6,female,0
7,SKJ,del_class_6,male,0
7,SKJ,longline,female,0
7,SKJ,longline,male,0
8,SKJ,obj_class_1_5,female,4.5078400573993503e-4
8,SKJ,obj_class_1_5,male,4.5078400573993503e-4
8,SKJ,noa_class_1_5,female,0
8,SKJ,noa_class_1_5,male,0
8,SKJ,obj_class_6,female,2.7248132440107646e-4
8,SKJ,obj_class_6,male,2.7248132440107646e-4
8,SKJ,noa_class_6,female,1.4644808122441844e-4
8,SKJ,noa_class_6,male,1.4644808122441844e-4
8,SKJ,del_class_6,female,0
8,SKJ,del_class_6,male,0
8,SKJ,longline,female,0
8,SKJ,longline,male,0
9,SKJ,obj_class_1_5,female,3.709096247080569e-4
9,SKJ,obj_class_1_5,male,3.709096247080569e-4
9,SKJ,noa_class_1_5,female,0
9,SKJ,noa_class_1_5,male,0
9,SKJ,obj_class_6,female,1.4125183996597574e-4
9,SKJ,obj_class_6,male,1.4125183996597574e-4
9,SKJ,noa_class_6,female,1.5265825962928147e-4
9,SKJ,noa_class_6,male,1.5265825962928147e-4
9,SKJ,del_class_6,female,0
9,SKJ,del_class_6,male,0
9,SKJ,longline,female,0
9,SKJ,longline,male,0
10,SKJ,obj_class_1_5,female,2.9693831069167736e-4
10,SKJ,obj_class_1_5,male,2.9693831069167736e-4
10,SKJ,noa_class_1_5,female,0
10,SKJ,noa_class_1_5,male,0
10,SKJ,obj_class_6,female,1.8477842309518906e-4
10,SKJ,obj_class_6,male,1.8477842309518906e-4
10,SKJ,noa_class_6,female,1.6020008840518827e-4
10,SKJ,noa_class_6,male,1.6020008840518827e-4
10,SKJ,del_class_6,female,0
10,SKJ,del_class_6,male,0
10,SKJ,longline,female,0
10,SKJ,longline,male,0
11,SKJ,obj_class_1_5,female,2.2754215783467142e-4
11,SKJ,obj_class_1_5,male,2.2754215783467142e-4
11,SKJ,noa_class_1_5,female,0
11,SKJ,noa_class_1_5,male,0
11,SKJ,obj_class_6,female,2.308045463458474e-4
11,SKJ,obj_class_6,male,2.308045463458474e-4
11,SKJ,noa_class_6,female,1.7002613843881788e-4
11,SKJ,noa_class_6,male,1.7002613843881788e-4
11,SKJ,del_class_6,female,0
11,SKJ,del_class_6,male,0
11,SKJ,longline,female,0
11,SKJ,longline,male,0
12,SKJ,obj_class_1_5,female,1.58528023687979e-4
12,SKJ,obj_class_1_5,male,1.58528023687979e-4
12,SKJ,noa_class_1_5,female,0
12,SKJ,noa_class_1_5,male,0
12,SKJ,obj_class_6,female,2.7929043782696323e-4
12,SKJ,obj_class_6,male,2.7929043782696323e-4
12,SKJ,noa_class_6,female,1.8123558770052976e-4
12,SKJ,noa_class_6,male,1.8123558770052976e-4
12,SKJ,del_class_6,female,0
12,SKJ,del_class_6,male,0
12,SKJ,longline,female,0
12,SKJ,longline,male,0
13,SKJ,obj_class_1_5,female,0
13,SKJ,obj_class_1_5,male,0
13,SKJ,noa_class_1_5,female,0
13,SKJ,noa_class_1_5,male,0
13,SKJ,obj_class_6,female,4.833536765850862e-4
13,SKJ,obj_class_6,male,4.833536765850862e-4
13,SKJ,noa_class_6,female,0
13,SKJ,noa_class_6,male,0
13,SKJ,del_class_6,female,0
13,SKJ,del_class_6,male,0
13,SKJ,longline,female,0
13,SKJ,longline,male,0
14,SKJ,obj_class_1_5,female,0
14,SKJ,obj_class_1_5,male,0
14,SKJ,noa_class_1_5,female,0
14,SKJ,noa_class_1_5,male,0
14,SKJ,obj_class_6,female,3.769663785834539e-4
14,SKJ,obj_class_6,male,3.769663785834539e-4
14,SKJ,noa_class_6,female,0
14,SKJ,noa_class_6,male,0
14,SKJ,del_class_6,female,0
14,SKJ,del_class_6,male,0
14,SKJ,longline,female,0
14,SKJ,longline,male,0
15,SKJ,obj_class_1_5,female,0
15,SKJ,obj_class_1_5,male,0
15,SKJ,noa_class_1_5,female,0
15,SKJ,noa_class_1_5,male,0
15,SKJ,obj_class_6,female,2.681812042683154e-4
15,SKJ,obj_class_6,male,2.681812042683154e-4
15,SKJ,noa_class_6,female,0
15,SKJ,noa_class_6,male,0
15,SKJ,del_class_6,female,0
15,SKJ,del_class_6,male,0
15,SKJ,longline,female,0
15,SKJ,longline,male,0
0,BET,natural,female,0.221199217
0,BET,natural,male,0.221199217
1,BET,natural,female,0.181310182
1,BET,natural,male,0.181310182
2,BET,natural,female,0.153239596
2,BET,natural,male,0.153239596
3,BET,natural,female,0.125158455
3,BET,natural,male,0.125158455
4,BET,natural,female,0.096146058
4,BET,natural,male,0.096146058
5,BET,natural,female,0.095162582
5,BET,natural,male,0.095162582
6,BET,natural,female,0.095162582
6,BET,natural,male,0.095162582
7,BET,natural,female,0.095162582
7,BET,natural,male,0.095162582
8,BET,natural,female,0.095162582
8,BET,natural,male,0.095162582
9,BET,natural,female,0.095162582
9,BET,natural,male,0.095162582
10,BET,natural,female,0.095162582
10,BET,natural,male,0.095162582
11,BET,natural,female,0.095162582
11,BET,natural,male,0.095162582
12,BET,natural,female,0.095162582
12,BET,natural,male,0.095162582
13,BET,natural,female,0.095162582
13,BET,natural,male,0.095162582
14,BET,natural,female,0.098152643
14,BET,natural,male,0.095162582
15,BET,natural,female,0.101133721
15,BET,natural,male,0.095162582
16,BET,natural,female,0.10410405
16,BET,natural,male,0.095162582
17,BET,natural,female,0.107065456
17,BET,natural,male,0.095162582
18,BET,natural,female,0.110016183
18,BET,natural,male,0.095162582
19,BET,natural,female,0.112958047
19,BET,natural,male,0.095162582
20,BET,natural,female,0.115889302
20,BET,natural,male,0.095162582
21,BET,natural,female,0.118811752
21,BET,natural,male,0.095162582
22,BET,natural,female,0.121723663
22,BET,natural,male,0.095162582
23,BET,natural,female,0.124625952
23,BET,natural,male,0.095162582
24,BET,natural,female,0.127519522
24,BET,natural,male,0.095162582
25,BET,natural,female,0.130402658
25,BET,natural,male,0.095162582
26,BET,natural,female,0.133277134
26,BET,natural,male,0.095162582
27,BET,natural,female,0.133277134
27,BET,natural,male,0.095162582
28,BET,natural,female,0.133277134
28,BET,natural,male,0.095162582
29,BET,natural,female,0.133277134
29,BET,natural,male,0.095162582
30,BET,natural,female,0.133277134
30,BET,natural,male,0.095162582
31,BET,natural,female,0.133277134
31,BET,natural,male,0.095162582
32,BET,natural,female,0.133277134
32,BET,natural,male,0.095162582
33,BET,natural,female,0.133277134
33,BET,natural,male,0.095162582
34,BET,natural,female,0.133277134
34,BET,natural,male,0.095162582
35,BET,natural,female,0.133277134
35,BET,natural,male,0.095162582
36,BET,natural,female,0.133277134
36,BET,natural,male,0.095162582
37,BET,natural,female,0.133277134
37,BET,natural,male,0.095162582
38,BET,natural,female,0.133277134
38,BET,natural,male,0.095162582
39,BET,natural,female,0.133277134
39,BET,natural,male,0.095162582
40,BET,natural,female,0.133277134
40,BET,natural,male,0.095162582
0,YFT,natural,female,0.503414696
0,YFT,natural,male,0.503414696
1,YFT,natural,female,0.451188364
1,YFT,natural,male,0.451188364
2,YFT,natural,female,0.39346934
2,YFT,natural,male,0.39346934
3,YFT,natural,female,0.355963579
3,YFT,natural,male,0.355963579
4,YFT,natural,female,0.316138591
4,YFT,natural,male,0.316138591
5,YFT,natural,female,0.273850963
5,YFT,natural,male,0.273850963
6,YFT,natural,female,0.228948414
6,YFT,natural,male,0.228948414
7,YFT,natural,female,0.181269221
7,YFT,natural,male,0.181269221
8,YFT,natural,female,0.181649875
8,YFT,natural,male,0.181269221
9,YFT,natural,female,0.192417312
9,YFT,natural,male,0.181269221
10,YFT,natural,female,0.229185695
10,YFT,natural,male,0.181269221
11,YFT,natural,female,0.277275458
11,YFT,natural,male,0.181269221
12,YFT,natural,female,0.316450379
12,YFT,natural,male,0.181269221
13,YFT,natural,female,0.341936908
13,YFT,natural,male,0.181269221
14,YFT,natural,female,0.356994998
14,YFT,natural,male,0.181269221
15,YFT,natural,female,0.36563029
15,YFT,natural,male,0.181269221
16,YFT,natural,female,0.370608295
16,YFT,natural,male,0.181269221
17,YFT,natural,female,0.373545986
17,YFT,natural,male,0.181269221
18,YFT,natural,female,0.375335717
18,YFT,natural,male,0.181269221
19,YFT,natural,female,0.376464203
19,YFT,natural,male,0.181269221
20,YFT,natural,female,0.377199904
20,YFT,natural,male,0.181269221
21,YFT,natural,female,0.37769437
21,YFT,natural,male,0.181269221
22,YFT,natural,female,0.378035685
22,YFT,natural,male,0.181269221
23,YFT,natural,female,0.378276687
23,YFT,natural,male,0.181269221
24,YFT,natural,female,0.378450097
24,YFT,natural,male,0.181269221
25,YFT,natural,female,0.378576813
25,YFT,natural,male,0.181269221
26,YFT,natural,female,0.37867057
26,YFT,natural,male,0.181269221
27,YFT,natural,female,0.378740636
27,YFT,natural,male,0.181269221
28,YFT,natural,female,0.378793415
28,YFT,natural,male,0.181269221
29,YFT,natural,female,0.378833423
29,YFT,natural,male,0.181269221
0,SKJ,natural,female,0.4498
0,SKJ,natural,male,0.4498
1,SKJ,natural,female,0.6286
1,SKJ,natural,male,0.6286
2,SKJ,natural,female,0.6307
2,SKJ,natural,male,0.6307
3,SKJ,natural,female,0.3817
3,SKJ,natural,male,0.3817
4,SKJ,natural,female,0.2559
4,SKJ,natural,male,0.2559
5,SKJ,natural,female,0.2353
5,SKJ,natural,male,0.2353
6,SKJ,natural,female,0.285
6,SKJ,natural,male,0.285
7,SKJ,natural,female,0.3444
7,SKJ,natural,male,0.3444
8,SKJ,natural,female,0.402
8,SKJ,natural,male,0.402
9,SKJ,natural,female,0.4436
9,SKJ,natural,male,0.4436
10,SKJ,natural,female,0.4634
10,SKJ,natural,male,0.4634
11,SKJ,natural,female,0.452
11,SKJ,natural,male,0.452
12,SKJ,natural,female,0.4253
12,SKJ,natural,male,0.4253
13,SKJ,natural,female,0.4007
13,SKJ,natural,male,0.4007
14,SKJ,natural,female,0.3879
14,SKJ,natural,male,0.3879
15,SKJ,natural,female,0.3839
15,SKJ,natural,male,0.3839
