habit,distance
0.222718238832,-0.0141816693229
0.260549686117,-0.0155873688859
0.215728344098,-0.0165984819505
0.230766190844,-0.0183210117394
0.23575349433,-0.0151697731304
0.234955924532,-0.0161887390363
0.249935861189,-0.0148403895452
0.214793941049,-0.0154768379214
0.193758556625,-0.018227311308
0.219972289038,-0.0147304511989
0.231190814107,-0.0136902424294
0.222027590988,-0.0166651797424
0.217519149065,-0.0145031550265
0.254252325729,-0.0171486020604
0.277631009456,-0.0152927368972
0.232392120873,-0.0126215975501
0.221176958428,-0.0152204778
0.212889614736,-0.016431115939
0.25933287868,-0.0149728762126
0.278609129075,-0.0144667027433
0.217704472194,-0.019041881783
0.305478456148,-0.0163269142484
0.221305959997,-0.0195299164202
0.189108199988,-0.017507747945
0.267020215237,-0.0157234064565
0.273426104845,-0.0193760499197
0.306881916525,-0.0171739366555
0.312399196787,-0.0158188307296
0.236006050875,-0.0132560899249
0.218663251135,-0.0180656310625
0.238247907081,-0.0129057512479
0.199631216619,-0.0172086912479
0.235419084944,-0.014143137561
0.234097632169,-0.0156975868523
0.208707762717,-0.0189053741529
0.256252590808,-0.0147324269755
0.223853576301,-0.0191293545034
0.272858890625,-0.0163234692673
0.230617417313,-0.0160926989247
0.177220453168,-0.0168615533767
0.220074730494,-0.0164008754172
0.260152931987,-0.0154539302078
0.266674892047,-0.0150155573344
0.260521285278,-0.0167934545378
0.247350936636,-0.0150011648886
0.235305250961,-0.0154709674025
0.201466683265,-0.0171673911568
0.218918874765,-0.0153190691111
0.238422528554,-0.0153238338304
0.217377810454,-0.01733932025
0.230338802466,-0.0159471974902
0.243989043911,-0.0190128731318
0.25476347641,-0.0152468964951
0.267936996522,-0.0141936603571
0.240425873848,-0.0136248713056
0.248854253825,-0.0153135929178
0.210679675017,-0.0163585519849
0.309793999866,-0.0137546892711
0.247903648071,-0.0144933159051
0.243555090688,-0.018655657437
0.225190158706,-0.0152255742728
0.215521873574,-0.0168673140778
0.256887487802,-0.0160597032581
0.23619182288,-0.0167025617777
0.222438153176,-0.0132241197582
0.254510585824,-0.0153165837011
0.217497303983,-0.0152421139667
0.26788654042,-0.0188592655476
0.217581054134,-0.015143709086
0.260229485864,-0.0136528790002
0.243069499454,-0.0137791420826
0.218727957094,-0.0165912241296
0.242147286769,-0.0145264091792
0.272057935213,-0.0167961034617
0.262192872405,-0.0163374416272
0.196588627918,-0.0156757865952
0.259973507675,-0.0142366423136
0.27325238251,-0.0154847577122
0.255017980151,-0.014464785923
0.251011858977,-0.0178532298665
0.337529115822,-0.0160217050881
0.235208178098,-0.0162165308905
0.22131139935,-0.0174649211647
0.237986129536,-0.014686855663
0.279870560563,-0.0149193467578
0.240452431079,-0.0173481609782
0.214238370033,-0.0140987877201
0.229004186605,-0.014997316717
0.265429539379,-0.0154084827808
0.212197118508,-0.0168089251157
0.190655897732,-0.0170848749611
0.226209317309,-0.018180700237
0.278890987188,-0.0155634109974
0.359873485776,-0.0163138985587
0.225852914609,-0.0144322353972
0.219165311165,-0.0162635231037
0.213230925106,-0.0171412459843
0.195829325708,-0.016584815846
0.295096657264,-0.014751600701
0.218887212233,-0.0144323439701
