47,4,6,5
48,2,3,1
47,4,4,4
44,4,3,3
44,4,4,4
44,3,2,7
34,2,2,10
29,3,9,21
42,2,3,6
48,2,3,5
46,4,3,8
3,46,1,14
3,46,1,13
3,46,1,13
3,48,1,15
3,45,0,15
3,37,0,23
3,45,2,14
3,40,1,15
3,45,3,14
4,46,0,15
4,46,0,15
3,46,0,14
5,46,2,15
3,46,0,15
4,46,0,15
5,41,0,15
5,46,2,13
5,46,0,15
5,46,0,15
5,46,0,15
5,46,0,15
6,43,0,24
7,35,2,19
6,44,14,21
7,35,2,19
6,49,14,23
6,44,14,21
7,33,7,23
6,49,14,21
11,37,30,23
7,43,0,24
7,34,7,17
8,40,13,25
11,37,29,18
22,7,26,15
22,7,26,15
11,37,20,22
18,10,25,14
13,47,22,19
18,48,27,13
19,37,27,13
19,48,26,13
18,36,27,15
18,36,27,15
19,17,25,14
18,38,25,17
20,26,27,14
19,17,25,15
20,26,27,14
22,26,27,12
20,36,27,15
22,26,27,15
21,17,25,14
21,17,25,15
21,20,25,14
21,17,25,14
22,25,26,15
28,47,27,12
22,26,24,13
26,47,26,13
24,47,25,13
29,48,26,11
33,26,26,13
33,27,26,13
26,47,26,13
29,24,25,13
28,20,25,13
31,44,25,12
34,27,24,7
29,23,23,12
34,46,25,12
31,43,23,9
29,24,23,12
34,27,24,7
30,46,24,13
29,48,15,11
48,38,21,11
44,45,16,12
33,40,23,11
44,37,15,11
45,37,10,9
45,34,20,11
48,42,3,5
40,37,9,4
32,48,22,11
43,37,16,9
42,37,11,11
45,38,12,11
43,38,13,9
