0.000e+00,0.000e+00
1.000e+06,1.000e+06
1.500e+06,5.000e+05
5.000e+05,1.500e+06
2.000e+06,5.741e+05
9.934e+04,4.975e+05
5.786e+01,2.000e+06
2.000e+06,1.900e+06
1.903e+04,0.000e+00
1.330e+06,0.000e+00
1.108e+05,5.676e+05
4.540e+05,4.631e+05
0.000e+00,3.947e+05
1.397e+05,2.337e+05
0.000e+00,5.812e+05
1.882e+06,0.000e+00
1.302e+05,1.075e+05
2.000e+06,2.405e+05
5.786e+01,2.000e+06
0.000e+00,0.000e+00
0.000e+00,6.232e+04
2.203e+05,0.000e+00
2.398e+05,0.000e+00
2.219e+05,5.638e+05
1.444e+05,5.166e+05
5.807e+05,3.174e+05
2.241e+05,7.927e+05
2.708e+05,7.933e+05
2.378e+05,1.960e+06
2.395e+05,6.865e+05
2.872e+05,6.587e+05
3.044e+05,1.998e+06
2.890e+05,8.848e+05
3.021e+05,6.639e+05
3.132e+05,8.316e+05
3.320e+05,1.925e+06
3.332e+05,7.724e+05
3.159e+05,8.117e+05
2.000e+06,2.000e+06
3.679e+05,1.042e+04
5.094e+05,0.000e+00
3.322e+05,0.000e+00
6.508e+05,0.000e+00
6.548e+05,2.000e+06
2.883e+05,1.891e+06
2.842e+05,2.000e+06
2.996e+05,1.355e+06
3.047e+05,9.691e+05
3.060e+05,8.436e+05
3.054e+05,8.778e+05
8.228e+05,0.000e+00
8.002e+05,2.000e+06
1.140e+06,2.000e+06
5.759e+05,2.000e+06
3.142e+05,3.468e+05
1.765e+05,2.000e+06
3.112e+05,7.131e+05
3.098e+05,7.392e+05
3.070e+05,7.692e+05
5.464e+05,6.125e+05
3.099e+05,7.297e+05
3.135e+05,6.788e+05
6.835e+05,2.605e+05
4.302e+05,1.994e+06
4.231e+05,0.000e+00
6.541e+05,5.836e+05
8.700e+04,1.991e+06
3.140e+05,6.864e+05
3.036e+05,7.755e+05
3.137e+05,6.813e+05
3.180e+05,6.137e+05
7.308e+04,0.000e+00
2.669e+05,4.882e+05
3.826e+05,4.573e+05
3.248e+05,5.717e+05
1.678e+05,0.000e+00
1.383e+05,1.982e+06
3.314e+05,5.097e+05
1.868e+05,5.120e+05
3.257e+05,5.626e+05
2.056e+05,1.954e+06
3.194e+05,5.741e+05
2.285e+05,2.586e+05
5.353e+04,1.995e+06
3.228e+05,6.066e+05
3.221e+05,5.955e+05
3.201e+05,5.665e+05
5.631e+05,0.000e+00
3.229e+05,6.068e+05
3.186e+05,5.642e+05
3.175e+05,5.741e+05
3.223e+05,6.048e+05
2.613e+05,1.935e+06
3.227e+05,6.173e+05
5.729e+04,4.727e+05
5.059e+05,2.874e+05
3.499e+05,3.197e+05
3.152e+05,5.813e+05
2.369e+05,4.268e+05
3.156e+05,5.523e+05
1.872e+05,2.458e+05
2.908e+05,5.069e+05
2.839e+05,8.973e+05
2.865e+05,9.386e+05
2.864e+05,8.722e+05
2.864e+05,7.284e+05
2.908e+05,7.185e+05
2.877e+05,9.795e+05
2.866e+05,8.086e+05
2.874e+05,7.668e+05
2.893e+05,6.998e+05
2.929e+05,6.461e+05
2.900e+05,6.993e+05
2.883e+05,1.072e+06
2.615e+05,1.349e+06
2.859e+05,7.103e+05
2.757e+05,1.085e+06
2.958e+05,8.121e+05
2.992e+05,1.986e+06
2.892e+05,6.632e+05
2.847e+05,6.881e+05
3.022e+05,8.462e+05
2.992e+05,6.232e+05
2.977e+05,2.000e+06
2.896e+05,6.212e+05
3.063e+05,8.678e+05
3.008e+05,5.508e+05
2.929e+05,5.612e+05
2.903e+05,6.701e+05
2.979e+05,8.018e+05
3.099e+05,7.296e+05
2.896e+05,6.212e+05
3.054e+05,1.983e+06
3.086e+05,8.866e+05
3.092e+05,8.643e+05
2.927e+05,7.966e+05
2.961e+05,1.964e+06
3.072e+05,7.596e+05
3.086e+05,8.866e+05
2.875e+05,8.126e+05
3.153e+05,7.223e+05
3.058e+05,6.674e+05
2.965e+05,6.239e+05
2.988e+05,2.000e+06
3.087e+05,9.164e+05
3.047e+05,9.691e+05
3.051e+05,9.786e+05
3.066e+05,1.951e+06
3.103e+05,7.605e+05
3.076e+05,6.982e+05
3.021e+05,6.639e+05
3.140e+05,6.864e+05
3.058e+05,6.674e+05
3.046e+05,1.057e+06
5.274e+05,9.564e+04
3.165e+05,7.836e+05
3.098e+05,9.943e+05
3.132e+05,8.316e+05
2.755e+05,1.946e+06
3.049e+05,1.983e+06
3.200e+05,7.380e+05
2.911e+05,9.735e+04
3.092e+05,8.643e+05
3.047e+05,9.691e+05
3.043e+05,1.057e+06
3.035e+05,1.986e+06
2.151e+05,7.684e+04
6.619e+05,4.356e+04
3.051e+05,9.786e+05
3.035e+05,1.986e+06
4.026e+05,1.018e+05
1.787e+06,7.928e+04
2.967e+05,1.622e+05
1.868e+06,1.391e+04
3.263e+05,7.152e+05
6.358e+05,1.371e+05
3.153e+05,7.223e+05
3.262e+05,7.152e+05
3.259e+05,7.634e+05
3.263e+05,7.152e+05
4.268e+05,1.729e+05
3.200e+05,7.380e+05
2.111e+05,1.510e+05
3.003e+05,6.763e+05
3.098e+05,7.392e+05
3.262e+05,7.152e+05
3.153e+05,7.223e+05
3.259e+05,7.634e+05
3.267e+05,8.101e+05
3.062e+05,8.228e+05
3.505e+05,1.324e+05
3.076e+05,6.982e+05
3.076e+05,6.982e+05
2.755e+05,1.946e+06
4.612e+05,4.321e+04
3.099e+05,7.296e+05
6.592e+04,1.919e+05
3.212e+05,7.789e+05
3.242e+05,6.836e+05
