"Easting","Northing","Abundance"
353500,5351500,0.0130458027124405
354500,5351500,0.0714007467031479
355500,5351500,0.01604238525033
353500,5350500,0.0720744058489799
354500,5350500,0.483428180217743
355500,5350500,0.309023171663284
353500,5349500,0.0210530105978251
354500,5349500,0.352167248725891
355500,5349500,0.0424945987761021
299500,5346500,0.0400893948972225
298500,5345500,0.424828559160233
299500,5345500,0.465047687292099
300500,5345500,0.080886110663414
301500,5345500,0.0135132111608982
302500,5345500,0.00994714442640543
298500,5344500,0.854525089263916
299500,5344500,0.442875266075134
300500,5344500,0.328118026256561
301500,5344500,0.082280270755291
302500,5344500,0.0110599650070071
292500,5343500,1.20829570293427
293500,5343500,1.47582101821899
294500,5343500,2.02555656433105
295500,5343500,1.71169400215149
296500,5343500,1.89385056495667
297500,5343500,1.77487170696259
298500,5343500,1.22317361831665
299500,5343500,0.496875464916229
300500,5343500,0.341514825820923
301500,5343500,0.374330997467041
302500,5343500,0.0361680462956429
303500,5343500,0.0137558551505208
290500,5342500,2.37531661987305
291500,5342500,2.10089898109436
292500,5342500,1.6895991563797
293500,5342500,2.08763456344604
294500,5342500,4.43443202972412
295500,5342500,4.1144232749939
296500,5342500,4.49903869628906
297500,5342500,3.39189958572388
298500,5342500,1.10107791423798
299500,5342500,0.157025501132011
300500,5342500,0.238282918930054
301500,5342500,0.0746807605028152
302500,5342500,0.0425529293715954
303500,5342500,0.0101715130731463
290500,5341500,3.05627775192261
291500,5341500,2.66221880912781
292500,5341500,2.40233445167542
293500,5341500,2.93744492530823
294500,5341500,5.45239353179932
295500,5341500,5.90565156936646
296500,5341500,4.10036659240723
297500,5341500,1.76275050640106
298500,5341500,0.722255766391754
299500,5341500,0.0882761627435684
300500,5341500,0.042798638343811
290500,5340500,3.58210039138794
291500,5340500,3.59896230697632
292500,5340500,3.70503520965576
293500,5340500,4.63111686706543
294500,5340500,5.51296758651733
295500,5340500,4.93185710906982
296500,5340500,2.06257748603821
297500,5340500,0.962524056434631
298500,5340500,0.157633617520332
299500,5340500,0.0426140911877155
300500,5340500,0.0260997470468283
283500,5339500,7.53176259994507
284500,5339500,6.98788261413574
285500,5339500,6.31201791763306
286500,5339500,5.87696409225464
287500,5339500,5.81562471389771
288500,5339500,6.23529386520386
289500,5339500,6.6615629196167
290500,5339500,4.88034820556641
291500,5339500,6.13295364379883
292500,5339500,7.42404317855835
293500,5339500,7.44426012039185
294500,5339500,7.44097995758057
295500,5339500,3.23828125
296500,5339500,1.20217597484589
297500,5339500,0.375330299139023
298500,5339500,0.0248555392026901
299500,5339500,0.0151341874152422
282500,5338500,8.3038215637207
283500,5338500,7.38285112380981
284500,5338500,7.80369186401367
285500,5338500,7.480788230896
286500,5338500,7.16812658309937
287500,5338500,6.73890972137451
288500,5338500,6.513023853302
289500,5338500,7.19730472564697
290500,5338500,7.62930774688721
291500,5338500,9.40394401550293
292500,5338500,10.8300189971924
293500,5338500,9.70587730407715
294500,5338500,5.17677736282349
295500,5338500,2.32779359817505
296500,5338500,0.912907600402832
297500,5338500,0.18732962012291
281500,5337500,8.110671043396
282500,5337500,7.62482881546021
283500,5337500,7.34038019180298
284500,5337500,8.07825946807861
285500,5337500,8.52789783477783
286500,5337500,8.57324981689453
287500,5337500,8.60330772399902
288500,5337500,8.70057106018066
289500,5337500,9.48626232147217
290500,5337500,9.98482894897461
291500,5337500,11.3111743927002
292500,5337500,10.8645534515381
293500,5337500,7.47467136383057
294500,5337500,3.20302152633667
295500,5337500,1.3658881187439
296500,5337500,0.398145616054535
297500,5337500,0.170790955424309
298500,5337500,0.0303769260644913
278500,5336500,8.46495914459229
279500,5336500,8.23428440093994
280500,5336500,7.90011072158813
281500,5336500,7.65047931671143
282500,5336500,7.36580276489258
283500,5336500,7.44779109954834
284500,5336500,8.02908420562744
285500,5336500,9.22909164428711
286500,5336500,10.0110692977905
287500,5336500,9.94121170043945
288500,5336500,10.1948347091675
289500,5336500,10.96009349823
290500,5336500,12.7581539154053
291500,5336500,13.6786699295044
292500,5336500,9.63830947875977
293500,5336500,4.33114337921143
294500,5336500,1.86017620563507
295500,5336500,0.554818987846375
296500,5336500,0.0721912682056427
297500,5336500,0.0326662585139275
298500,5336500,0.010992931202054
278500,5335500,7.79134273529053
279500,5335500,7.23265218734741
280500,5335500,7.51740121841431
281500,5335500,7.59547185897827
282500,5335500,7.53831243515015
283500,5335500,8.43943786621094
284500,5335500,9.55306339263916
285500,5335500,10.4827852249146
286500,5335500,10.8760251998901
287500,5335500,10.8138914108276
288500,5335500,10.761682510376
289500,5335500,11.281792640686
290500,5335500,12.7933149337769
291500,5335500,12.7898836135864
292500,5335500,5.64266681671143
293500,5335500,2.19632339477539
294500,5335500,1.73767387866974
295500,5335500,0.125779896974564
296500,5335500,0.0110010858625174
278500,5334500,6.57783651351929
279500,5334500,6.48306131362915
280500,5334500,6.62252044677734
281500,5334500,7.27691221237183
282500,5334500,8.68345355987549
283500,5334500,11.111888885498
284500,5334500,13.1760997772217
285500,5334500,13.1171207427979
286500,5334500,14.4360914230347
287500,5334500,14.0635118484497
288500,5334500,12.8928775787354
289500,5334500,12.9235181808472
290500,5334500,12.4519023895264
291500,5334500,6.82644033432007
292500,5334500,2.26364135742188
293500,5334500,4.67495346069336
294500,5334500,0.496950179338455
278500,5333500,5.86620473861694
279500,5333500,6.82682800292969
280500,5333500,7.63181114196777
281500,5333500,8.79996395111084
282500,5333500,10.136664390564
283500,5333500,11.61341381073
284500,5333500,12.5175695419312
285500,5333500,13.0543966293335
286500,5333500,13.8461685180664
287500,5333500,13.6674537658691
288500,5333500,12.8765888214111
289500,5333500,11.0170993804932
290500,5333500,9.44960689544678
291500,5333500,3.46116232872009
292500,5333500,5.44125509262085
293500,5333500,0.799340128898621
294500,5333500,0.0311814974993467
278500,5332500,7.01838779449463
279500,5332500,7.36543941497803
280500,5332500,8.47732734680176
281500,5332500,9.46439838409424
