x,y,distance,habitat,time,cash
303.3517095897832,142.2434882750074,198.93763851570344,353.5142529798961,39615.31861909862,228964.467336122
206.85967878343945,88.10068128300976,340.4030203709859,345.70976299924877,53979.480666055606,228286.17657365842
270.20522643846283,102.85643395855872,72.55391652836668,323.07998519836036,76900.51322628441,225345.89691136772
141.12357614546033,98.5539324520377,291.5737795496772,301.9873621914431,58504.1159230195,225446.18689156417
150.81072536978937,406.45440016115987,109.98175257459134,336.5575849208344,66908.55095194485,225356.4392604864
156.99772738655386,166.10791606865058,212.9651078191589,181.19803294225542,27456.849150591603,226519.5825691654
357.70265577083904,97.40802472065623,201.9806414906602,462.48087232359364,35962.47003209427,226602.95252782563
133.44839539905718,133.80810612568513,217.5809028844157,300.9293083947394,26904.97634721885,225460.25202314486
122.81933822068295,129.94146376396444,392.4122076579962,148.47419541551844,40944.41759844954,226582.56747014052
360.4032556230967,64.85565483911006,59.79001464056009,220.5136908538178,98493.71791030589,226635.95218665813
204.6593685671538,107.85951784636387,59.509027778482896,156.05286184406762,33285.54377542332,225773.94925331484
269.4129122192009,60.492859412952285,281.244686105595,251.3419294224038,66530.74154638627,226866.49489657467
120.1224743088723,78.55000630949466,137.9849489603316,409.59539493364224,33031.06462830579,227178.52710743682
259.44249175407805,111.69707594796593,267.84300184563585,357.1560528497723,58727.28808070449,223837.85384798152
170.67770657969163,99.17470952408141,62.5609498433801,454.1830253843411,90465.0396380616,227701.92059237414
169.04327472312627,96.49472817115982,163.95250346625843,317.59465453395353,62850.42986771395,224753.70344789914
343.0538736177375,95.59840356533323,243.8735593246658,297.18767905759836,64441.43725463547,227687.32750142092
67.9044494556972,214.52402040928405,99.94377946825568,472.25756321105723,32699.45983889764,223762.3724706507
150.79166548331202,93.68503670218342,74.73227232464808,71.56647362386731,61714.46811696256,225267.7224694427
114.26776276698523,77.61801686459928,108.55728096844308,469.1534964595178,38986.6412653026,222841.3073392722
170.17092100714245,77.44985509157537,144.8444976081949,332.37716593234785,37705.69466713168,226779.68819973295
426.28722836243537,122.98245708777455,201.82975283034438,322.45787617812744,45847.46156722237,226941.7098808598
91.95355305101229,94.02810936205789,91.53165271734626,350.5076279095389,68049.78161759205,225564.33202033164
287.51431651850953,115.4988332689206,106.16522165184597,332.22914085113416,27173.092513043168,224672.07649481975
94.71653056175124,154.67098287942667,151.759969746637,285.6431547378715,45863.63144526259,224784.87293021102
132.4516893765401,77.38129261537624,153.9919606193678,206.7893396750489,37002.305483662414,226544.38357808412
192.1486048993289,78.18957759963048,120.74467477774813,213.2906007699272,72052.65170372419,224863.18151770608
97.31359109843346,155.00746209460155,273.2958097092518,126.88238843506343,93711.87394031222,223708.8187165138
92.31778841296759,136.54079491234626,172.71929789860306,133.07644118222382,31806.06397032832,227497.73915909103
284.48189343733134,75.57265652995433,208.24106093396142,401.0880791586889,23573.346674174874,226175.43874696153
380.58979136552773,146.23617654746784,165.03079536050714,295.2821467755763,59243.80949861818,226109.96275741808
306.7727238848441,211.18302385034787,87.9873043408539,162.97636856266527,51238.259598546094,222225.06061045226
164.5936896286347,64.26585471600717,351.44425402991556,283.19601345092633,61989.44449007843,226002.6626789018
276.5841679684841,73.63036654321147,93.33853718222686,288.99124523245797,87012.48290760962,225579.66026594688
145.8657809949426,75.5040939048411,79.73306718396816,162.88358365110307,72816.26020724904,227557.41167224053
140.47884655160323,90.37776540221324,313.0708504617293,420.48120019320993,27455.203830260023,227984.97482997083
362.77955828420863,91.89796878703919,254.44047267718838,321.2563353301846,60198.78500643166,226675.8114029736
174.4128524379444,76.46564203523326,72.19984433280473,94.19963729788111,79951.23176943698,223632.878139355
88.6527628091147,90.15010086516146,200.50562773093563,334.0419580340467,10098.274278312563,226622.32921082003
133.36541592613312,62.818991443319234,221.0802932973213,238.54719503176307,13014.855157638242,228460.8032251775
344.1023523390865,204.46502961090374,154.55612518157852,293.011570808074,24382.906379629098,229448.56195630046
69.87287375392431,81.06329387847542,365.0154214519539,89.87211927168204,72342.63301129898,227559.9180474414
294.1307165565353,133.40167868153875,75.5513222475618,256.2797448605884,50803.675018302136,226181.63673767468
143.81543406300375,208.30878988410328,205.0619286038226,481.06585145465374,45275.71887404668,226962.37807384616
108.7288979262339,81.14887190027592,173.4890305463007,405.3802017426852,75065.57416984446,223539.8841332038
101.59047127630208,92.32268280821698,364.9760577276082,123.15149688567064,5771.687633634783,225076.87742412728
120.33364891516871,90.88957132517027,194.82878507860693,233.27590432701203,50401.67507933178,228265.69079043117
147.96104879324602,183.77956180131434,107.25118323988745,302.72696327209405,41266.95631033679,226178.6761895388
131.52478898860073,105.34864614609451,192.68541682548673,286.59360916224176,54221.926798583816,226975.44174966175
122.48318379243874,118.97055793325151,245.11402838489562,470.527335224915,8670.865665071073,225115.93009429466
162.8386855956038,128.5797012098362,153.54430565864146,222.5799992974494,58014.61482170544,226471.54185663065
107.28975446646793,184.84277700676705,185.01443341753784,291.32009938050294,79008.6902241635,227775.2799503297
177.8277896028892,159.4055723747688,107.8094922452462,334.4976731739569,59755.24117986533,224764.1238395802
237.13897040420613,50.81871850156349,332.9018871368542,478.8940979085817,28931.13820975677,227548.5864785491
119.67293107196514,131.26098953855046,208.21667631642774,235.99381979664997,19342.953698364567,224797.24564095287
293.47673331578835,90.49425269815798,323.6985821775132,389.8946832856375,49206.0750573631,226657.39857993717
175.73743924295036,269.6426173275861,107.97139956241276,191.19957856320707,73696.00211255215,225826.9530344869
297.97959408924487,76.13569215856147,246.49958469591525,180.74285105895598,14681.791029465357,227294.76081940127
370.24118912108787,79.26505080179025,206.35565913140704,446.40571521197376,43726.093049749055,226943.82688304258
90.84698397536808,75.12713232650454,127.92726796497813,461.45925458887587,74044.68423730324,226099.77306109382
94.22895402114835,80.76145534990268,238.81135023768337,274.8256618490444,53636.904243189776,228136.4977854279
233.30377030219424,75.60241109920779,154.84100288822148,330.46615771517,14118.467113312798,227130.3775668623
244.3652501846751,197.18129347619725,218.26135426819613,101.07862002068818,28963.98375579329,224803.100669923
199.11261700804528,244.71694641420322,68.17462832100273,194.36312945678995,27860.24251423197,228286.0000777471
123.69269431966093,160.33380810318636,284.2768410522497,387.1029770847126,30253.834720123064,226344.1100748063
176.07930594080102,189.7685208467453,95.58580610705214,238.11301374674517,40137.467365763754,223379.10589727253
281.2631920427504,127.1830659304963,164.71176649608097,127.38218334293802,42706.36695070238,227911.6690840403
153.71746524213037,55.004880422110816,379.62007055998816,88.2343250754786,94987.80462607807,226273.74492322723
171.96884770076096,68.4892210164965,141.65601929454888,57.97895635852341,32602.938035872812,227694.35456578186
