distance,evidence,drift,optimism,penalty,cash
8.6703901227746,55.983498853781406,14.220704993021307,-1.207773469832584,1.3520095298120254,254294.42821867272
6.343254598813649,24.167160160039117,15.932257435639324,-1.3762906600426366,0.9973510396393332,245626.82517283986
20.569133893624162,16.363468497609627,47.72419764946929,-1.1360843515590906,-0.07166143971841234,250976.38031550756
5.844503598164101,48.15465103372904,21.080610917674313,-0.612586827846211,1.476515317027142,252750.76698760258
42.973748113844195,31.478197107621977,30.691394589978135,-1.1422470929866677,0.397183758727198,249283.33423807903
8.011324880496312,36.14297855398248,21.915879195177595,-0.7307176123797299,0.19469512255888521,254291.40945234656
15.545760558335923,7.483406096637804,60.61603390328986,-1.0792549335793042,1.5672374731406453,254619.29308772247
9.792675386413299,43.20044593503088,50.40683088284458,-1.5764521905103903,0.6979389910673808,242074.43085782207
18.365148234318223,21.292765561783604,64.92926096169053,-1.1343017991689412,-0.26695809018441846,251189.82903029252
11.024193592891143,72.86416554073473,44.15346875481581,-0.8996589316385081,-0.04172577404827939,247094.39136588637
12.335354401367884,14.200887487011295,46.56941312943602,-1.3280692410165011,-0.17898538006108367,250973.7230064532
17.63330861969237,15.700145816559381,24.15220787398092,-1.8415502008836082,1.0912552616527982,244818.521366074
5.1559180657691135,11.63349055851311,55.94427297973678,-1.388580940649019,-0.03600428951002411,251431.1617975716
9.408816480026866,22.85962157164595,16.504133366586515,-1.3700234021051019,1.7180123349330663,250634.385967431
21.264089981463727,7.798016030492156,47.2374651894123,-0.6006712241368407,0.18554681674009166,252183.738523879
4.746221367668283,31.588434544979908,67.61663340567787,-1.1794240308613693,0.3882486056705162,246496.8589723523
20.6447724820589,5.242716870303098,35.102456061945205,-1.052999944237771,1.1151307662500853,253815.7959507486
13.991854208068123,9.632596779832317,30.37990709102951,-1.7339955297139564,0.04024169498412604,247576.06015546696
10.722672485692858,25.165575518828447,65.61522597628687,-1.3808463913899838,0.9373273552416661,249218.96768593646
5.463354085070201,90.33569962678983,37.20246945791153,-0.6573844541674058,1.2609813601262727,248346.85012414822
1.9113340919501238,79.10007162303576,48.3365479172829,-0.4545202341602109,-0.11090136241177363,249288.47998139862
11.485236150737443,11.69050651839026,39.247441638377616,-0.9984983740842678,1.2015740591298418,254396.28124506288
25.412998825264047,1.1210787306237089,93.4497988019454,-1.5966083742421149,0.02935382491678111,253760.37721264185
11.284968116842343,32.11172064417255,54.72701424965941,-0.8326123092588209,-0.19843953596253555,250541.2723101362
10.795965940845154,16.34429519066913,19.73905939171431,-1.57404253054807,0.07760738931678478,247823.23726294603
8.676188746188863,39.93775332127323,53.24265937505786,-1.0687458598673656,1.0427168112507743,246689.90334839316
14.142937309032241,7.91206311809622,38.54755488930648,-1.7420195202715107,-0.29419547399086754,251740.23569976207
14.593928021714799,7.044739908867347,97.75573475090646,-1.4690850967200342,0.10621498124120039,252611.1483265945
21.730137097256872,26.895215688372062,72.03590839757054,-0.9055604199112482,0.8771419753329696,255822.63822598627
8.010446721750803,29.62305253268146,83.83161570167796,-0.8572079142906209,0.8203073267046008,251877.5090947063
5.126980892193464,24.55708530261992,61.632593016167846,-1.4154852672211309,0.4415178906665444,244730.86470367017
13.332016558800435,47.99657595979797,1.4507791547830087,-1.0761712949763347,-0.09254205348567629,245005.55108559984
20.268508267977094,15.591026843557392,88.95020003838883,-1.6599971896413654,0.2207768945208888,251900.44541582235
14.640527801565934,29.60969225406568,20.313466094707763,-1.0014874933153224,-0.11174159902761877,251404.95371283696
25.315189906946472,34.365263529926295,48.04467310336986,-0.6762424687729814,0.6333205468059829,255181.74717841344
12.02339234716245,15.331618151254252,60.59478857240407,-1.3973520279043203,-0.12670336918614558,248383.7187155225
1.9578892137307016,56.91370642216318,67.96517149470408,-0.35848965558556506,0.8682870749322222,255963.15096401836
57.724418823282974,15.209417002524638,35.00946887575833,-1.3571075990333221,0.7067686342700515,255517.36016611115
6.971978804916936,11.909476162246643,64.4646451675116,-1.6479767897103355,0.505955003519901,250871.09058997268
14.098610607875846,26.212616937680274,35.931551182960575,-0.9060190235000453,1.9731090896375634,251953.70824660067
14.312049358843948,10.627618906749719,19.240537418900335,-1.1682538155960989,0.28208669219322735,254058.08537082945
60.20308795972209,4.275680315620167,54.043629761001014,-1.9407489068872315,0.7851898529179526,250999.69844575267
4.058664516223177,48.33341284425533,57.08477526745396,-0.4912327792373043,1.57602261040046,254902.777455812
4.861255714763035,29.82345547905031,30.78698052432218,-0.7278453590278189,-0.10640394286216674,255684.126995051
8.66241808542712,72.76257767583496,38.329824914621874,-0.9717078681428264,-0.07649596933306249,250249.26895152841
4.935934013630486,12.033266169994095,68.14086026915471,-0.8085227717752701,0.6029107771889106,253403.03860169734
