cash
82647.01415818468
80871.2892282996
85699.07469099558
83721.61262862984
80122.70423511026
90596.93783949917
82833.2454316149
85301.57534750341
84516.88313772896
82503.10087744093
86895.29601306464
87934.12323412823
83820.16371048389
78731.74826181562
87256.81475284405
77293.32386615903
82753.68985579164
83061.29020823372
82070.85395390919
81535.48068331389
78258.72818329954
86044.5876292001
83297.71798404897
82677.59247230965
83451.64664426997
80057.80450537581
81088.4709601277
86554.67774835098
84841.33630989146
82791.12612895224
80985.58538392905
78873.30328924794
84092.33966011235
88232.62604068464
84272.60823662626
89826.88283045295
80178.1974292444
82199.11114330974
88961.56496326347
83126.15895705935
79453.41454218405
80220.5031506161
87751.79937032232
89433.33476816175
81534.49893551586
81985.0615759479
82185.20654196735
88612.67819944979
78426.18014997098
80082.85417227265
85097.27186270068
75309.98999807668
81706.84602544885
88226.13882493952
88146.48987417035
83274.23134538799
82551.44848237633
77952.13425681963
78959.31198384677
82512.15563760142
86243.52708389197
83285.17493193012
81355.40507152952
83357.5438942435
85567.20443096265
80897.94980366559
86112.23396576144
84571.01794352007
78936.91347852827
79418.20526663846
86538.22635724746
85422.06257030698
83491.59808780742
77669.58190097222
79706.54553563574
77110.07140854087
75942.71113447295
82388.27762959004
80282.56546597084
85239.0720513289
76972.48283289796
78164.9078220734
89824.6189287872
84876.81765542433
89474.03756926481
84450.66175707475
85981.1392833519
82261.29675759218
89196.22819810695
79413.06908665225
82908.20985379656
83852.87660767838
78755.49797396781
84893.1950096137
81376.27240507539
82172.94473086498
81264.49793910889
79355.71005928738
82174.18255012084
