alpha,epsilon,performance
0.24,0.12,221599.6666925688
0.24,0.13,218345.93962104368
0.24,0.14,214166.1351733429
0.24,0.15,210076.35228332714
0.24,0.16,206395.56052169637
0.24,0.17,203017.63986088318
0.24,0.18,197347.56684107965
0.24,0.19,194575.6810672668
0.24,0.2,191703.01692138874
0.24,0.21,186905.34980563592
0.24,0.22,183012.1041795614
0.24,0.23,177337.93047080736
0.24,0.24,173012.83700151017
0.24,0.25,170688.59189190847
0.24,0.26,165253.6279044731
0.24,0.27,160451.30182832739
0.24,0.28,155696.21530583088
0.24,0.29,151195.02077987618
0.24,0.3,146647.94087396527
0.24,0.31,144321.25026212068
0.24,0.32,137874.17865450683
0.24,0.33,136228.4189251767
0.24,0.34,132734.7477203309
0.24,0.35,126728.98285806998
0.24,0.36,123142.21049907958
0.24,0.37,119238.3996663663
0.24,0.38,117155.0983396767
0.24,0.39,112370.5945937462
0.24,0.4,106688.05140146497
0.24,0.41,100804.79611631003
0.24,0.42,99047.52133788381
0.24,0.43,93221.99304638279
0.24,0.44,91514.12186095786
0.24,0.45,86535.76447632803
0.24,0.46,85284.21721533488
0.24,0.47,77361.67095915004
0.24,0.48,74325.8774743402
0.24,0.49,72578.20490787117
0.24,0.5,66873.84451298702
0.24,0.51,63815.13087146722
0.24,0.52,61064.53611130675
0.24,0.53,57823.33534441754
0.24,0.54,51943.60038383689
0.24,0.55,46889.82942645936
0.24,0.56,48203.60124917338
0.24,0.57,42463.001845827785
0.24,0.58,39347.324533750725
0.24,0.59,34294.15449208845
0.24,0.6,29690.31522519927
0.24,0.61,29104.860892868655
0.24,0.62,22190.13246773173
0.24,0.63,21455.288423121445
0.24,0.64,16313.319352039063
0.24,0.65,11691.159775060629
0.24,0.66,9360.29643516864
0.24,0.67,10443.512431192998
0.24,0.68,1991.8817978121742
0.24,0.69,868.0882865302447
0.24,0.7,-2429.6291439925562
0.24,0.71,-5593.186102652788
0.24,0.72,-10418.012214947394
0.24,0.73,-14950.629356017145
0.24,0.74,-15142.385446392866
0.24,0.75,-19883.461543624857
0.24,0.76,-25927.52759836192
0.24,0.77,-29442.56556573868
0.24,0.78,-29899.59842569653
0.24,0.79,-35955.466273727485
0.24,0.8,-36957.90115291128
0.24,0.81,-40247.03074437476
0.24,0.82,-40238.28401914783
0.24,0.83,-43177.44221662722
0.24,0.84,-47127.30553036961
0.24,0.85,-48892.8837121414
0.24,0.86,-54247.33010760313
0.24,0.87,-57138.3927134241
0.24,0.88,-59694.68970439232
0.24,0.89,-60376.1296813183
0.24,0.9,-66411.2804955107
0.24,0.91,-68287.47850576503
0.24,0.92,-68910.26587905276
0.24,0.93,-75532.7320099356
0.24,0.94,-78674.71346552024
0.24,0.95,-81026.65041898955
0.24,0.96,-84648.93672728591
0.24,0.97,-87278.8319871239
0.24,0.98,-87900.47791623646
0.24,0.99,-93537.13296777039
0.24,1.0,-94996.11115800362
0.25,0.0,137446.56703846785
0.25,0.01,174020.60660043664
0.25,0.02,201799.25050477355
0.25,0.03,222174.03347913412
0.25,0.04,229901.99787344073
0.25,0.05,234207.1483397297
0.25,0.06,236487.54524499568
0.25,0.07,236034.6542494887
0.25,0.08,232129.0730047735
0.25,0.09,232409.45494221992
0.25,0.1,227256.1571266172
0.25,0.11,225050.97365238416
0.25,0.12,222810.51739818713
0.25,0.13,218689.6150292577
0.25,0.14,214474.619039962
0.25,0.15,211234.6893813918
0.25,0.16,206803.37538985326
0.25,0.17,203822.77733620396
0.25,0.18,199718.99373429845
0.25,0.19,194013.85188267447
0.25,0.2,190175.8285779712
0.25,0.21,183914.58005098885
0.25,0.22,183140.00362552944
0.25,0.23,178907.11565424444
0.25,0.24,175553.70535896276
0.25,0.25,169638.19743510857
0.25,0.26,164754.44652907
0.25,0.27,158856.56902753224
0.25,0.28,156465.60547241254
0.25,0.29,151494.96222975256
0.25,0.3,150284.0544442751
0.25,0.31,143355.6670572748
0.25,0.32,137829.6316791186
0.25,0.33,134479.146409859
0.25,0.34,131764.32969251595
0.25,0.35,128977.5023348684
0.25,0.36,124726.9603751204
0.25,0.37,116392.21744017921
0.25,0.38,116727.94532929482
0.25,0.39,113076.62613188282
0.25,0.4,107728.81101542492
0.25,0.41,103898.670275968
0.25,0.42,99571.23910842615
0.25,0.43,94484.94402414143
0.25,0.44,92946.29910996395
0.25,0.45,88713.25665732729
0.25,0.46,85421.83608573474
0.25,0.47,78603.28646504607
0.25,0.48,76194.95953189774
0.25,0.49,73559.26284723805
0.25,0.5,68273.55087640307
0.25,0.51,63474.51213085519
0.25,0.52,62475.04357810595
0.25,0.53,59593.652025034215
0.25,0.54,53410.58155785238
0.25,0.55,50669.35141684278
0.25,0.56,47825.11817725833
0.25,0.57,43014.06979544899
0.25,0.58,40726.284624636624
0.25,0.59,34312.14540094748
0.25,0.6,31103.771783589476
0.25,0.61,30256.389645655432
0.25,0.62,25931.970261348102
0.25,0.63,21883.633017082913
0.25,0.64,19024.303460680523
0.25,0.65,13472.909199942469
0.25,0.66,8765.519849218574
0.25,0.67,7302.6708799815415
0.25,0.68,3825.788076238393
0.25,0.69,606.961204233332
0.25,0.7,-7105.8812421847515
0.25,0.71,-6756.213148095736
0.25,0.72,-10064.903702000136
0.25,0.73,-15298.993652521405
0.25,0.74,-14834.61488915781
0.25,0.75,-20959.804264943556
0.25,0.76,-24293.085747382935
0.25,0.77,-26910.734969661844
0.25,0.78,-26260.870482098922
0.25,0.79,-33109.46947350993
0.25,0.8,-36638.82762970971
0.25,0.81,-39211.15803728602
0.25,0.82,-40799.75472399367
0.25,0.83,-45051.242540879015
0.25,0.84,-49636.88844903291
0.25,0.85,-47842.38459074763
0.25,0.86,-50446.51036058486
0.25,0.87,-57673.93933373013
0.25,0.88,-58509.88064330918
0.25,0.89,-61538.77901191617
0.25,0.9,-60635.3153771925
0.25,0.91,-68349.19438353858
0.25,0.92,-69894.15087328426
0.25,0.93,-73239.40398263084
0.25,0.94,-76089.844443984
0.25,0.95,-82648.9210683932
0.25,0.96,-86912.98803339951
0.25,0.97,-84768.0458800876
0.25,0.98,-89371.35495885892
0.25,0.99,-93537.13296777039
0.25,1.0,-94996.11115800362
0.26,0.0,137889.70826568257
0.26,0.01,173896.32339437545
0.26,0.02,214839.00828434768
0.26,0.03,218819.0016468709
0.26,0.04,229611.15312276926
0.26,0.05,232592.91153490607
0.26,0.06,235825.71370000276
0.26,0.07,234393.22179159374
0.26,0.08,233872.44689824744
0.26,0.09,233388.07204720832
0.26,0.1,228701.83215930796
0.26,0.11,226916.06489683708
0.26,0.12,221188.61582569455
0.26,0.13,220498.50488748285
0.26,0.14,215236.07589696467
0.26,0.15,211763.24302278407
0.26,0.16,208167.03552893526
0.26,0.17,203908.51932710473
0.26,0.18,199063.35782249144
0.26,0.19,195820.73456470142
0.26,0.2,191008.7477544846
0.26,0.21,186432.3267892906
0.26,0.22,183326.7035181707
0.26,0.23,179078.1773014052
0.26,0.24,175476.69539805962
0.26,0.25,170394.66678115164
0.26,0.26,167231.15891414988
0.26,0.27,163495.26157483546
0.26,0.28,158087.86039626677
0.26,0.29,151929.40506848934
0.26,0.3,152092.69862040595
0.26,0.31,144876.8470807315
0.26,0.32,142842.95903996928
0.26,0.33,137117.40068161662
0.26,0.34,129231.2693976169
0.26,0.35,129223.86301676773
0.26,0.36,122822.2267682117
0.26,0.37,121696.38936191809
0.26,0.38,115627.73160034735
0.26,0.39,114151.1595488808
0.26,0.4,106652.8709438925
0.26,0.41,102530.48058054384
0.26,0.42,102113.82410868125
0.26,0.43,99204.43087698067
0.26,0.44,92349.47693408819
0.26,0.45,89305.75217969622
0.26,0.46,86314.22074456007
0.26,0.47,78460.5711082312
0.26,0.48,76589.61964521269
0.26,0.49,74098.85938184909
0.26,0.5,69485.54319219344
0.26,0.51,66488.50643588105
0.26,0.52,63900.76235089119
0.26,0.53,60658.96884358492
0.26,0.54,55938.77888562978
0.26,0.55,48775.65487800099
0.26,0.56,46389.28442543177
0.26,0.57,44028.744224944196
0.26,0.58,38358.39651330222
0.26,0.59,35828.57509829207
0.26,0.6,34181.85060098501
0.26,0.61,30334.00602105855
0.26,0.62,21809.571001637658
0.26,0.63,20443.211644567687
0.26,0.64,20132.859073612846
0.26,0.65,11826.237047013205
0.26,0.66,10607.026881969356
0.26,0.67,7543.6383792764245
0.26,0.68,5559.096025987139
0.26,0.69,1009.5711530218787
0.26,0.7,-4784.239692961109
0.26,0.71,-7611.645717445388
0.26,0.72,-7601.209952416465
0.26,0.73,-12181.272686937513
0.26,0.74,-14721.509073495008
0.26,0.75,-21586.710367816508
0.26,0.76,-24452.02672456399
0.26,0.77,-23925.824986262254
0.26,0.78,-30027.587177073074
0.26,0.79,-30488.4230043403
0.26,0.8,-36310.249005495454
0.26,0.81,-38896.05424072162
0.26,0.82,-40128.559964860804
0.26,0.83,-44510.27987404229
0.26,0.84,-46932.60297858057
0.26,0.85,-48178.78113183232
0.26,0.86,-51336.13835494389
0.26,0.87,-56011.299241884015
0.26,0.88,-60450.98860209695
0.26,0.89,-59970.9848507204
0.26,0.9,-63968.71191039332
0.26,0.91,-66616.52078797194
0.26,0.92,-70626.56651832965
0.26,0.93,-75415.48795013515
0.26,0.94,-78237.13709127228
0.26,0.95,-79609.51681586151
0.26,0.96,-85851.79147135615
0.26,0.97,-87304.66956858814
0.26,0.98,-89115.9257272859
0.26,0.99,-93537.13296777039
0.26,1.0,-94996.11115800362
0.27,0.0,136955.8953635523
0.27,0.01,174270.31349205016
0.27,0.02,207083.46732306923
0.27,0.03,214475.58386434882
0.27,0.04,232668.54761084233
0.27,0.05,235668.3340695171
0.27,0.06,236449.3843879258
0.27,0.07,234772.4542430079
0.27,0.08,232549.05834165003
0.27,0.09,232648.4646900107
0.27,0.1,228639.70622237166
0.27,0.11,228042.1972412149
0.27,0.12,222687.77761027194
0.27,0.13,221553.33906809945
0.27,0.14,215254.92493952697
0.27,0.15,212078.55137895406
0.27,0.16,207972.6522132724
0.27,0.17,202309.78215687003
0.27,0.18,201872.865642835
0.27,0.19,193594.92077788114
0.27,0.2,190053.05813956444
0.27,0.21,185111.2082353862
0.27,0.22,183129.87874397516
0.27,0.23,179565.43430204297
0.27,0.24,175760.999917353
0.27,0.25,168854.79247632076
0.27,0.26,165880.63387896123
0.27,0.27,161412.48179288366
0.27,0.28,159057.51314065943
0.27,0.29,154627.91532172618
0.27,0.3,150549.65468398712
0.27,0.31,146070.8765395193
0.27,0.32,141072.3494679267
0.27,0.33,136981.5659121019
0.27,0.34,131750.84199792444
0.27,0.35,130788.82308470717
0.27,0.36,124864.48173129032
0.27,0.37,122310.13329282349
0.27,0.38,115091.09868886277
0.27,0.39,114636.13008906544
0.27,0.4,110830.54261976822
0.27,0.41,106819.97003606107
0.27,0.42,102065.15818450451
0.27,0.43,96184.64225007349
0.27,0.44,93612.58460528319
0.27,0.45,89361.53269796197
0.27,0.46,85898.41371360215
0.27,0.47,81539.51099497639
0.27,0.48,76856.96803170278
0.27,0.49,73353.52720597337
0.27,0.5,71270.73497440034
0.27,0.51,66610.66798004128
0.27,0.52,62632.961436391226
0.27,0.53,59328.42970116505
0.27,0.54,54549.55181051161
0.27,0.55,50469.46868905043
0.27,0.56,46132.03778769266
0.27,0.57,42804.81898971801
0.27,0.58,38073.962145722835
0.27,0.59,34498.85430775127
0.27,0.6,35706.919647388175
0.27,0.61,31231.172897932058
0.27,0.62,25332.582974460445
0.27,0.63,24216.01902368409
0.27,0.64,17120.454464461207
0.27,0.65,15224.819276853503
0.27,0.66,10452.529293581452
0.27,0.67,9430.434146293159
0.27,0.68,2265.975711284539
0.27,0.69,2730.194557327678
0.27,0.7,-2570.172529455047
0.27,0.71,-6259.357350376182
0.27,0.72,-7756.490272182454
0.27,0.73,-9368.745147135525
0.27,0.74,-14619.909021383484
0.27,0.75,-18103.18008798005
0.27,0.76,-23052.08020758095
0.27,0.77,-28292.27106817653
0.27,0.78,-27918.296196171475
0.27,0.79,-31621.98561169906
0.27,0.8,-33182.61150632812
0.27,0.81,-38032.68374764527
0.27,0.82,-41009.201768731495
0.27,0.83,-43105.04798999004
0.27,0.84,-45144.60995467388
0.27,0.85,-51030.861504219996
0.27,0.86,-53960.543013514114
0.27,0.87,-55238.18757741774
0.27,0.88,-56638.97043070702
0.27,0.89,-60511.29010254698
0.27,0.9,-61263.34198410124
0.27,0.91,-67747.0780876793
0.27,0.92,-66390.7723983461
0.27,0.93,-72172.11147000607
0.27,0.94,-78572.75353756284
0.27,0.95,-81202.45397962266
0.27,0.96,-83719.91965242282
0.27,0.97,-84914.4534999436
0.27,0.98,-88685.13693790024
0.27,0.99,-93537.13296777039
0.27,1.0,-94996.11115800362
0.28,0.0,138044.71758544858
0.28,0.01,173429.55624951771
0.28,0.02,201391.1852230094
0.28,0.03,220570.4167121848
0.28,0.04,234024.1645184259
0.28,0.05,231999.42481185458
0.28,0.06,237726.52243780158
0.28,0.07,235119.53430569617
0.28,0.08,235296.31400880925
0.28,0.09,233258.5735816918
0.28,0.1,229149.54391253745
0.28,0.11,225825.14594285763
0.28,0.12,224131.1702889682
0.28,0.13,218986.61294580557
0.28,0.14,217324.9810950817
0.28,0.15,213220.82111347502
0.28,0.16,209411.85110712892
0.28,0.17,203631.98772762995
0.28,0.18,198090.62878640273
0.28,0.19,194708.8394004301
0.28,0.2,190949.63532216896
0.28,0.21,188014.92413687153
0.28,0.22,184397.03177352287
0.28,0.23,179904.23707444553
0.28,0.24,175569.8400035581
0.28,0.25,170906.13567155
0.28,0.26,166317.59278916309
0.28,0.27,165240.49221520007
0.28,0.28,157353.03751977588
0.28,0.29,153785.20347029716
0.28,0.3,152059.9445547094
0.28,0.31,146379.42423321077
0.28,0.32,141983.88530948406
0.28,0.33,135708.21547888618
0.28,0.34,133952.63969725682
0.28,0.35,129327.45148535981
0.28,0.36,126983.29820962649
0.28,0.37,122943.78766674895
0.28,0.38,119551.46388761763
0.28,0.39,113573.50016533874
0.28,0.4,108455.3293527515
0.28,0.41,105746.08435287906
0.28,0.42,99977.5541904006
0.28,0.43,96991.68623020257
0.28,0.44,92872.24429718177
0.28,0.45,91676.3208537117
0.28,0.46,86334.1037475081
0.28,0.47,81990.22680109
0.28,0.48,77080.687123804
0.28,0.49,74479.84899901215
0.28,0.5,71792.17727378523
0.28,0.51,66356.7580077287
0.28,0.52,58851.93080935646
0.28,0.53,60546.15444119951
0.28,0.54,53002.75680230525
0.28,0.55,50668.96452163613
0.28,0.56,47123.65825801746
0.28,0.57,44173.74865277406
0.28,0.58,42406.442037658955
0.28,0.59,38681.39135152889
0.28,0.6,34413.528881076556
0.28,0.61,28603.014292433556
0.28,0.62,26210.700772307555
0.28,0.63,21684.34844997617
0.28,0.64,16745.849856269786
0.28,0.65,15553.477603415602
0.28,0.66,12447.760502207979
0.28,0.67,8538.18419352899
0.28,0.68,6883.974607706472
0.28,0.69,3911.822935101234
0.28,0.7,-2157.741087590164
0.28,0.71,-6064.04603708383
0.28,0.72,-10435.71389684674
0.28,0.73,-11609.767491835819
0.28,0.74,-15622.281621885984
0.28,0.75,-19161.208773660088
0.28,0.76,-23416.44832295113
0.28,0.77,-24913.68375123103
0.28,0.78,-28824.172351538582
0.28,0.79,-30681.961332695268
0.28,0.8,-31750.724072857283
0.28,0.81,-37227.04297037421
0.28,0.82,-40646.678107663276
0.28,0.83,-46548.909543827045
0.28,0.84,-47771.22691217894
0.28,0.85,-50953.857138305946
0.28,0.86,-52025.50285680417
0.28,0.87,-55616.281068446115
0.28,0.88,-56646.73674137384
0.28,0.89,-59284.08234155385
0.28,0.9,-63065.66107921787
0.28,0.91,-67153.6845395434
0.28,0.92,-67345.58484418663
0.28,0.93,-71946.02737687726
0.28,0.94,-79430.71807300656
0.28,0.95,-81542.32164774208
0.28,0.96,-85557.22043001637
0.28,0.97,-85935.3591673579
0.28,0.98,-88484.15956198695
0.28,0.99,-91109.34068767885
0.28,1.0,-94996.11115800362
0.29,0.0,137537.3396553758
0.29,0.01,171545.53968035572
0.29,0.02,211678.32028672533
0.29,0.03,218749.83018898318
0.29,0.04,233086.21692349704
0.29,0.05,234817.74383979704
0.29,0.06,234430.5252294903
0.29,0.07,236679.109693919
0.29,0.08,233935.39729826228
0.29,0.09,233668.41092657967
0.29,0.1,228864.35863680436
0.29,0.11,225503.4400307955
0.29,0.12,224549.07431864337
0.29,0.13,220771.26207956905
0.29,0.14,217689.75614981883
0.29,0.15,212484.12561687306
0.29,0.16,210425.3634675296
0.29,0.17,204593.30616007315
0.29,0.18,200836.92908848054
0.29,0.19,196976.37993779423
0.29,0.2,194464.90177134008
0.29,0.21,186264.05869256877
0.29,0.22,182940.4730099042
0.29,0.23,181409.2881557148
0.29,0.24,176833.91974230995
0.29,0.25,173143.93901721053
0.29,0.26,168117.27179268867
0.29,0.27,163139.23725711743
0.29,0.28,157646.6763744754
0.29,0.29,156904.77884492776
0.29,0.3,150211.29053810902
0.29,0.31,148435.69159662677
0.29,0.32,143752.15370892137
0.29,0.33,139508.4077962817
0.29,0.34,132128.9681706572
0.29,0.35,129320.18928794775
0.29,0.36,124779.96246875939
0.29,0.37,121110.87485794243
0.29,0.38,116830.67336479873
0.29,0.39,114298.37441177943
0.29,0.4,110193.37560483319
0.29,0.41,108606.92475891755
0.29,0.42,104931.6726614305
0.29,0.43,98964.58693293305
0.29,0.44,94122.71271994822
0.29,0.45,91748.31512271623
0.29,0.46,86241.7907816691
0.29,0.47,82045.57334653295
0.29,0.48,79689.31359188588
0.29,0.49,71919.4637118694
0.29,0.5,72225.44250619091
0.29,0.51,67236.8871250867
0.29,0.52,63762.85403894168
0.29,0.53,58784.819960297915
0.29,0.54,55705.61547606566
0.29,0.55,52553.24325936031
0.29,0.56,50011.04634832577
0.29,0.57,45826.939782884365
0.29,0.58,41669.76638178167
0.29,0.59,38088.25874372009
0.29,0.6,34007.54883825914
0.29,0.61,32176.976565601442
0.29,0.62,25556.297152706655
0.29,0.63,23447.610524066724
0.29,0.64,18588.61267026726
0.29,0.65,17795.65734537049
0.29,0.66,12293.691286275156
0.29,0.67,10011.70231171964
0.29,0.68,5956.112529062711
0.29,0.69,1492.1233222290484
0.29,0.7,-88.40892959752
0.29,0.71,-6094.963940301875
0.29,0.72,-10419.800960172795
0.29,0.73,-12168.294486194856
0.29,0.74,-13066.924000747298
0.29,0.75,-19359.48543319052
0.29,0.76,-24137.94081436214
0.29,0.77,-24021.554218540397
0.29,0.78,-27990.280798339307
0.29,0.79,-33109.521355514225
0.29,0.8,-34055.63297524266
0.29,0.81,-38702.48616310546
0.29,0.82,-38314.19179885674
0.29,0.83,-45691.9998090509
0.29,0.84,-45943.23615189093
0.29,0.85,-46068.84981174385
0.29,0.86,-52958.64176591826
0.29,0.87,-55385.64590718295
0.29,0.88,-60540.74987218927
0.29,0.89,-61142.778298098696
0.29,0.9,-63882.155970321306
0.29,0.91,-64908.23096513037
0.29,0.92,-69458.37212075258
0.29,0.93,-74961.6730625573
0.29,0.94,-78859.1781844011
0.29,0.95,-79055.51643712774
0.29,0.96,-88302.98543886044
0.29,0.97,-88510.04500737746
0.29,0.98,-89607.61927343396
0.29,0.99,-91109.34068767885
0.29,1.0,-94996.11115800362
0.3,0.0,137537.3396553758
0.3,0.01,183815.79622375072
0.3,0.02,208006.01234582067
0.3,0.03,221590.46932325684
0.3,0.04,230684.19319839767
0.3,0.05,233507.36921859096
0.3,0.06,236965.88646868474
0.3,0.07,235892.27294446283
0.3,0.08,234491.73925134898
0.3,0.09,233120.18366122834
0.3,0.1,229148.27937318562
0.3,0.11,227052.90557822626
0.3,0.12,223785.89351284498
0.3,0.13,220239.1604266398
0.3,0.14,217254.4618603657
0.3,0.15,213759.803647381
0.3,0.16,208241.5005100245
0.3,0.17,203933.05732318928
0.3,0.18,200645.96820775897
0.3,0.19,197193.62123929444
0.3,0.2,194057.36045227927
0.3,0.21,188703.52285280434
0.3,0.22,184788.29337645596
0.3,0.23,180249.31873070542
0.3,0.24,178172.65438889302
0.3,0.25,172462.7797539744
0.3,0.26,168954.51843010524
0.3,0.27,164824.00398599752
0.3,0.28,157529.01259880228
0.3,0.29,155261.93005335933
0.3,0.3,152919.09850304792
0.3,0.31,147614.98931467495
0.3,0.32,142839.36426980962
0.3,0.33,138428.7371700796
0.3,0.34,133892.81921071428
0.3,0.35,131042.6592395568
0.3,0.36,126211.7594528641
0.3,0.37,122239.60214720052
0.3,0.38,119666.5965392642
0.3,0.39,113655.84868937299
0.3,0.4,109794.71095908264
0.3,0.41,106966.69163649618
0.3,0.42,102915.2408658263
0.3,0.43,98585.86713143278
0.3,0.44,94232.18095190388
0.3,0.45,91638.04995683974
0.3,0.46,87810.40053599369
0.3,0.47,82889.31604516023
0.3,0.48,78910.26500157756
0.3,0.49,74529.00731640769
0.3,0.5,69831.25307130982
0.3,0.51,65577.47859592167
0.3,0.52,62742.38965629969
0.3,0.53,61285.13872378904
0.3,0.54,58429.69317456541
0.3,0.55,51654.68217610318
0.3,0.56,48860.85607105472
0.3,0.57,42955.95050997156
0.3,0.58,40634.773197444476
0.3,0.59,36940.634721223636
0.3,0.6,35190.27044266988
0.3,0.61,29606.11247965138
0.3,0.62,25351.601659562915
0.3,0.63,25119.877688983033
0.3,0.64,19770.81097413796
0.3,0.65,17811.151794864156
0.3,0.66,13373.678927667399
0.3,0.67,9588.336828575137
0.3,0.68,4495.59636248107
0.3,0.69,3667.893529895373
0.3,0.7,-4065.5692886553147
0.3,0.71,-7998.702929342432
0.3,0.72,-7450.840621435954
0.3,0.73,-12027.000263083282
0.3,0.74,-13540.743790965615
0.3,0.75,-18134.494330384972
0.3,0.76,-19807.25170405535
0.3,0.77,-26153.15964342223
0.3,0.78,-29698.739708608555
0.3,0.79,-30817.948614519537
0.3,0.8,-33342.340826416585
0.3,0.81,-36153.59984480986
0.3,0.82,-41050.174524083675
0.3,0.83,-45699.55048422154
0.3,0.84,-48709.1766610575
0.3,0.85,-49413.31929546593
0.3,0.86,-52111.81178181354
0.3,0.87,-55372.66025309854
0.3,0.88,-58710.15776867859
0.3,0.89,-61592.74794833503
0.3,0.9,-63468.4183666157
0.3,0.91,-66589.96345993943
0.3,0.92,-70655.76378297595
0.3,0.93,-72569.99651955221
0.3,0.94,-73916.21644738206
0.3,0.95,-80405.19429689065
0.3,0.96,-88097.33040706988
0.3,0.97,-85946.35880592967
0.3,0.98,-89847.44036810056
0.3,0.99,-91109.34068767885
0.3,1.0,-94996.11115800362
0.31,0.0,137537.3396553758
0.31,0.01,179039.61132796653
0.31,0.02,207736.2665434805
0.31,0.03,221902.356488563
0.31,0.04,230016.82129421935
0.31,0.05,231467.20615558742
0.31,0.06,239762.49374397533
0.31,0.07,234286.4995027856
0.31,0.08,236126.06521640817
0.31,0.09,234240.71975756023
0.31,0.1,229622.41590087296
0.31,0.11,228331.76245099658
0.31,0.12,224948.55805886554
0.31,0.13,219509.6894597131
0.31,0.14,216931.03801490014
0.31,0.15,212539.59551541036
0.31,0.16,208815.23364936878
0.31,0.17,205200.2011219966
0.31,0.18,201870.6369329859
0.31,0.19,197988.33922987277
0.31,0.2,194080.91786293115
0.31,0.21,187212.2173128748
0.31,0.22,184668.4486533444
0.31,0.23,183755.2545545746
0.31,0.24,176595.75584831854
0.31,0.25,171812.54504829593
0.31,0.26,169506.7202272473
0.31,0.27,166302.90345882028
0.31,0.28,158875.07925653984
0.31,0.29,155158.60929102334
0.31,0.3,152276.6985634861
