forgetting,bandwidth,cash
0.9414003623104681,23.75965342609769,42560.78613317975
0.9645232576423374,31.23138416535652,48807.325161155924
0.9631919487016328,25.169960897605236,45805.62250630625
0.9709774461493206,30.22183279962517,46067.28472778257
0.9747979662062515,39.14569907117847,46316.07696028573
0.9612666274617802,22.981080781079896,43286.43829447297
0.9630513455591792,29.361010236359984,45516.376144716756
0.926704605319319,30.24701938296022,41710.41365035408
0.9637666649828005,20.244853254272243,43668.034492267616
0.9694942554608275,28.531692782506283,46510.87699451051
0.9709238828052775,28.65671195494271,45069.713380648056
0.9599355139874123,25.33474320984868,43526.825229800445
0.9706666313800875,33.62541086477374,44883.73285593877
0.9699535115639975,36.806937626329926,47497.74401191352
0.9439031003744459,28.719794344581196,44413.865618435986
0.9639595929876461,23.6937349677721,48359.04004649087
0.9564960256364636,34.14175121969555,45613.39735689898
0.9405509840213943,36.3488222124762,43634.87836638439
0.9460087147009871,21.19759479981885,43649.11200556742
0.9538276183317771,20.395646858021745,40062.771788704464
0.9592765842479385,41.208695383014685,47965.547393145294
0.9547946214638608,30.269219072018345,46855.773826102304
0.9530374775459955,36.039755963399905,45180.98508065188
0.9582050967198583,27.146217769618396,43151.03524499061
0.9235835035541592,30.721995814456132,41086.802478709054
0.9569641906069323,33.21474174585762,45666.18813744055
0.9675523367722808,35.52747677081913,46651.87355117164
0.9741585022152219,28.242616621012935,45808.761440320966
0.9478887054294094,23.435187793631943,43247.22104950266
0.9666882958212281,37.37738320411996,45774.28943092938
0.9568746204478903,22.75775435547022,45386.723902473095
0.9334296951097499,28.95260909519706,42027.04776425025
0.9601681670213593,26.293143267042446,45690.17875716899
0.9541374892857156,28.708820534518768,43908.62817403941
0.9555867715078691,32.50005271121734,44975.98427995423
0.9493843240468892,28.868112444628263,44078.04445473861
0.9590432306482426,29.25343818918491,45112.30543400496
0.933652214519714,34.261722927288936,42372.85586433279
0.96358108558081,37.53437455407929,45242.87120880809
0.9672419458135246,26.70945509960209,44441.76980411966
0.9506974799667107,25.03449802349243,45260.901535403886
0.9504700638770346,29.906350733029154,43732.90251934735
0.9513861071185875,29.742216743852342,42704.433409168094
0.9773100330572514,39.830700700579854,43208.735889619675
0.9744541159153551,33.35670167694618,42895.877905004796
0.9591498039179069,33.66381722733328,43407.13930690644
0.9457762250985629,25.703190516467636,43161.68460206059
0.9673387110472131,21.515297948591215,44589.34024214007
0.9521655391430107,28.344970218860286,43498.54859276648
0.9419406971727204,34.986167801433716,41537.765504217314
0.9693492657002578,31.932486632177437,45308.45603671666
0.962175576569311,25.79293736030578,42915.66133763933
0.957711208753793,36.464832047360865,45129.5344434266
0.9664458377810083,23.001959780532125,45322.85277457199
0.9448349610754252,31.471415952626153,44651.61747797388
0.9611720272088853,28.77772190562283,44311.53161689821
0.9569099714445306,26.375271801183132,47632.68568682543
0.938220935698639,20.345085335190248,41606.532095043076
0.9586898732061018,40.17626506654338,45341.43813785688
0.9749573651025,24.967832147625003,44432.35225749147
0.9711146115610721,26.80433673462062,45289.30266573921
0.9486537718436046,28.82223034269847,42247.85695204565
0.9680901980517165,29.875591771890335,46224.5861033433
0.9400604358847248,34.34996527394796,44464.60613891455
0.9477525406722868,19.193433779474866,41037.374909456885
0.9649723233719117,28.604947320404882,49384.27638372363
0.9571794029424862,30.24830359392851,45261.17173197959
0.9652063490076428,30.413022743514997,44637.078651029144
0.9374725045190044,28.490902738310865,43107.07100671896
0.9487321877794873,25.375373764784385,47577.14165631756
0.9558921160086433,23.58975078017455,44853.52093839692
0.9300302657712861,34.266663614990264,42469.56633802194
0.954437563560604,35.21812465854171,43506.51392983799
0.9223912436045609,22.845840931103293,41882.419627313764
0.9803361982707405,28.96108915820983,43435.601423784334
0.9687796117872702,19.255656637970343,45396.10102540466
0.9801626496840123,37.41154147365936,46250.913999318815
0.9685981549693756,31.85270068038897,47422.89842717876
0.9720191645062414,30.771143578298346,46269.99572271919
0.954897061034376,32.491878998526715,44558.23637971792
0.9705839973436912,34.603806982440204,47270.01235981694
0.9518821686771518,27.18386221720713,44717.95996236738
0.9571424609569607,40.010534545592876,43439.878383689924
0.9653886607219814,27.587906268182383,45295.74250723276
0.9440756377848518,18.823174575205254,41617.77437442951
0.9672595378516593,39.086005960001295,44146.39827152649
0.9375867322098443,28.779847695398434,43466.12882565227
0.9404184149231339,32.93256343655734,41760.11742948541
0.9643496967547343,27.65055201560464,43462.849659618136
0.9501130397717413,38.19360983092567,45875.384399618895
0.9637145107469604,43.368384055529475,48475.3948450094
0.9468243165091691,29.903202337622602,41814.7512560776
0.9466320041142421,16.84085975405247,45216.0355890195
0.9461797894148805,24.855076966004766,43152.47227053258
0.969362685182192,30.67607776336755,43801.77298614655
0.9493311950586043,35.07237304267265,46064.22029508064
0.9009653315930037,18.93542567031579,40252.69978482266
0.9822467954446558,28.679092946932084,42774.9777813344
0.950456647786193,28.74596475491504,45637.88970294574
