time,x,y,distance,habitat,neighbors,cash
787.0706006043634,206.76453575724975,707.7660371059143,88.71937491477566,237.318795482444,1.0,247420.7722215005
498.6941325687107,183.57651766585855,375.9981224566831,30.645608657238604,166.5653746241329,8.43,253943.50335096574
940.169045161878,174.2643717519637,536.6800195717152,18.736931595317643,275.78308254175244,4.0,254118.01894210678
250.19255393411376,893.9594529073853,611.023049780364,2.690590255901896,612.4435533155342,9.0,254680.1288602671
810.2325942914624,459.07914286682285,736.7536634222181,15.18194851778979,111.43710299956363,9.0,254323.11661311405
974.6931416092074,780.2971357474512,271.5556996631892,2.4894236329959156,867.986437140295,4.0,255720.91323687095
736.7385026296876,626.4141390209453,741.0607198846104,133.77900336934923,225.8184470632316,1.28,247491.92476386784
202.28035542045288,423.1966944922204,384.6154103817282,339.17284177766777,314.6846481197064,1.0,245114.32753652555
502.74341537228605,106.05230964025073,950.502973327023,532.1233205950468,401.0548796466238,1.23,247533.92006991408
197.8426737818776,178.26711322620747,422.0201921976818,5.235585828807117,494.393111588841,6.0,252671.35446102472
310.10291972093523,275.0321667358078,24.936481695530162,4.91263730814762,844.1190184682357,3.0,249604.2614853742
864.0682306542533,26.137627166198236,553.225215765049,718.4414760491775,283.8640799692439,1.0,245576.27901831994
921.2888527798053,906.6207792944492,717.3261361082666,21.937669243929808,192.53051988528352,1.35,251822.4914756301
504.3497591137157,360.30322998154406,685.4150918936912,14.519888932884841,432.41321106161814,5.58,252424.01723008946
504.73421138815183,672.2499221319248,456.880902404148,34.03756479093749,741.0414578432079,3.99,248623.79161728462
868.7530961158585,946.6047075387667,893.4638079966578,8.230182614934876,512.9345823235803,7.0,255846.8930947809
188.21884648883355,794.1713008799378,861.4891330736418,31.177104726794607,788.7802447093989,1.0,245950.4598050199
873.8512059460114,125.7722857369414,540.0594693985771,58.31663280698772,303.2680111352009,2.9,249855.63104389198
512.0246462898887,15.463059481557982,427.23603542915384,45.00796080250673,901.8223793721373,3.97,251387.85964970567
607.670318884479,226.78762110396602,581.8753611105599,13.37556244203905,586.6470626462003,4.0,254605.80702530374
574.4850584406192,603.6643383422338,862.4294319738443,227.61726260060098,665.0905331639174,1.0,245773.68807594496
781.6468299641135,324.60669079737914,355.3234162890451,31.794720419703623,833.9756523836369,3.32,251325.2047449571
945.7442269732611,311.9792652514661,209.61604661221537,7.1262803504281385,928.7479556394827,6.0,254166.4569469078
305.29596337934726,785.0273109845148,567.0609635342282,1.754831985834696,850.043647706543,9.0,259020.14617944826
840.9587147823668,6.392542557727508,116.99462647196361,83.58879603279826,157.45600709248947,8.0,253226.97152766696
801.4676127525398,176.99308591785095,462.491321400388,16.106589134252385,125.93283783098937,2.0,254525.75131474956
577.933528254916,608.0494782597276,421.0061411394919,246.0652166286576,778.081237682077,7.02,253152.61400619807
724.2384615429038,273.4752717020284,682.0454866013444,11.654893284675303,753.673343676265,3.0,254771.7500829214
