x,y,distance,habitat,time,cash
249.13559311437805,212.77883079306287,124.39085250554444,250.48031223142428,40002.747529615524,246201.62843083212
167.3542074012756,91.07051845764549,87.52113280765666,134.61518665901397,17598.28098661482,240639.28303127445
400.0656136177744,217.9929973530643,94.82398782933656,199.09131279251935,27065.216908564424,244706.80295955436
216.29338795211368,208.69481941034425,119.69175829154203,174.15126983531428,79893.00588582296,246245.41799813375
174.2636820333571,391.6256139566465,122.01950512957234,363.99947759889966,73518.69768539771,242057.4510321071
206.14360455630955,232.99086516580826,74.58671784559306,67.86554332378184,14815.970469811384,240393.24397520188
272.5795609936763,201.90582273868677,128.78364089988855,247.42027289082654,81222.56753648272,248937.91787558486
226.73620682669426,233.66185818985304,79.25196771592611,373.2043371461013,60787.91400370895,249108.8829298719
158.62865815948606,196.83011773794334,332.6449958067761,141.60272316979376,56734.945759499635,246619.56836225494
468.2717607707731,149.5510302991493,227.5440710375491,186.8122104286094,67634.3558139386,245567.4097990637
229.20525532705335,161.89312961153198,83.43862163167276,140.2963344288904,64493.98840825549,251040.20355844442
203.64159923051045,333.75569426660894,107.96885851397478,309.45587777562196,80588.05245194036,247458.1549738445
319.9477011929022,224.8397859882778,242.43732144475302,296.1796403268889,69613.95823816613,246616.5765489626
210.516899598353,287.62211392973296,225.1830440919868,214.66900785353127,48890.55479567052,244066.42623951836
430.3712303912868,368.25183497428276,88.48928376168264,135.69829503608008,1093.9892910177095,242749.1942828459
250.72466158921668,291.6857690579863,132.23356517646124,261.98744493276956,62624.93962138915,246703.85597839043
115.26558697353909,185.94542490399957,231.79872452579056,225.17376145176073,67317.58848236679,244914.09647595987
453.1888678157531,338.93781846886026,161.34836455018691,434.9733206609985,5165.64601855183,246995.8295940831
299.8040048540751,277.0252143659814,132.95605764939174,288.8203604872772,48594.11938283705,243028.44181021082
208.41145147646256,191.86661876790316,153.38918163214447,314.69642119779206,33957.33919980191,243453.61282848386
108.27360284396308,102.21451925847292,211.92210417778497,254.13842613810152,20833.555092804105,247059.34619977657
151.34697351079637,326.6538075011691,111.00019827946159,189.34455332054668,29263.428312211137,246418.82945961453
291.4845404838176,260.6142472054873,84.3110783265934,141.63878441412916,23562.464773064756,249158.43619034757
166.63721518038167,326.80189062929617,182.53815325728843,324.44868296973954,44147.97419920005,242210.9952707915
355.37038639506005,109.22143322623313,140.73023406149628,307.04651242475586,38848.15587528524,247599.27250057165
212.23220266820834,306.59375672758586,175.4916583362143,225.40877036695747,83396.29886240386,240344.71947717515
212.87885902568138,361.95627696974327,105.50918930689927,123.79222018450652,43808.82789441367,246203.9281543336
193.27200485997508,259.2551385725412,152.72247826671676,278.9563951621609,44387.757035767514,249049.84416272762
255.66288463217202,184.72840359181285,81.26021375213226,448.9766915280197,62038.745060904745,248107.6820623599
375.4888903168419,217.6922327212385,214.3423398227564,390.274951827804,58210.535709239964,247023.57339757108
315.12294178829256,275.87191023645073,66.9350212280451,180.5828556386823,67347.5252282698,241632.96606825595
313.70384715860905,188.62243786578856,169.8056866585718,288.2362196200062,43438.051054673066,240006.2906115835
159.90474003589722,114.73189387113001,99.7765513874157,363.03620752135276,54272.983608365066,243118.5681332401
95.21482986792968,175.43088625131443,286.0300686796372,179.31747511204338,26737.667816533005,247161.0400478676
194.1234798703652,129.47134856971195,163.66638683518664,485.2566565554255,80620.99648090247,248181.56903729806
232.34714715466808,282.71199208377317,128.5285872493992,206.54629134227508,35836.79294131807,248037.50535494866
436.89431822177556,228.03611547383542,186.19721243432753,308.8538804211457,62585.31184919987,245524.77487058894
203.42797298886464,242.23339130971735,96.6923420826842,229.41769170337813,54046.34965265156,245643.57343410258
299.1445133526202,109.06955860631435,159.4418007777721,243.95627740347274,69720.59126294222,247972.79644185893
289.9737601789054,389.4727556352519,117.34941311701549,380.8582845237041,34223.286871231045,237262.3213511078
262.49425154229453,161.92054156637707,224.4432397597756,391.2702226427318,56275.65086735589,243937.90718356599
179.77577640524564,228.42320775365022,195.63614936708268,142.4051410640585,26185.219262511968,245106.53606055977
183.2985349946535,226.50790096444248,221.67331638233694,359.0005763199694,63915.40820680681,241320.379364108
230.34859155919338,255.17576102316028,290.0799272392455,337.7840315920484,18594.364405934502,242734.09073303756
284.9746807334874,269.35422813534626,131.85950387298627,246.61353449179416,73425.27016493503,246721.92862921162
319.0960100500264,206.257427069875,131.16422301801177,164.97073362983275,28902.96342689921,245594.7721986888
204.3187808477061,163.26132996201957,98.08317167354109,280.78266960665553,31405.610880477292,241807.23408991977
241.51753792243534,267.7606352545088,114.91962440240408,316.68075793741764,59615.966469631574,249288.57467920054
100.88442461295575,135.07008727314948,183.66760580858707,269.86452079518966,59072.57901711209,249551.49737007148
272.5991773155702,360.2924447950743,269.32918673590933,409.0351163564041,66882.08330527329,246904.7689671759
235.2576527023505,197.1834466692092,196.4982930628544,376.53394297892015,36525.096167790856,247226.7831752922
133.6352622633422,386.6789237284525,310.1990889363308,147.18858424896598,42392.02846166578,248416.6814646105
107.3901926594112,216.62693510242076,90.15436164910828,337.4505750314469,80687.48412652145,249094.80187218683
268.9771330415558,281.28504427143224,311.21534731620164,98.7728307729932,36878.62244303573,245402.22922765889
194.62410320076194,363.82470641376875,161.3908769053699,318.43239645682775,71134.16579288186,245249.96420990326
185.94386960261713,189.78665068216,105.24806037569203,416.5522321150754,27615.465471307798,244479.5243208478
238.20755284911735,192.58889394159425,230.6950847920014,205.91988606012634,12917.575659972463,248221.87432386325
300.423787632493,224.00491196241472,183.6712314844534,299.868414845831,51040.801289524585,245408.42198172832
212.80199211852948,224.72870443742792,145.93333170974228,314.09544197450043,57426.709397712584,243783.72328271111
222.13950419813347,236.9846191769898,228.67233429971634,260.9524695756588,44401.3898399467,242836.27256030473
143.70596609096938,161.73807766136628,109.57192844363044,441.63103994193415,39417.893588612955,248818.25885238333
112.82695435024553,344.1051971721089,225.06114148178924,326.624482538403,81522.32717065155,246035.4813437269
142.67567129143836,179.22430946565302,119.73924414725003,208.1610662021371,30857.013560265306,244757.13322894156
201.65837520947363,244.71852340774004,90.56824739292452,243.92028726343403,32793.96778346865,237610.08756774585
362.97771973913984,216.7347594980963,70.60800546471758,220.89455882096144,34990.642520618654,247426.624742399
458.14182064152817,215.66050034826085,144.0406419053807,189.87391779004446,32113.35098407646,239348.32872144028
288.1114118707254,287.49258634171855,84.32272686207482,228.81975510815286,61541.03110080019,247907.88463221974
271.0386884154488,433.31973018175114,85.18060820965542,70.57863887385477,2055.375954211037,240966.92969196005
193.87432364316018,356.7502957917301,213.6657293061862,137.42169505076743,70780.74583977774,240282.63397307196
218.274115718761,207.63587924042488,141.15342741307649,182.13155848791916,59223.96619613814,239493.2982394583
232.19030980091622,167.89094309528775,96.51467680433326,291.3902483527887,30966.15245348247,241021.99327470697
358.31326582091407,280.26920563523555,155.12344394571977,395.3708504331786,36325.91654558822,249054.64761676724
285.84523396900596,150.8783812697205,90.41526989546439,400.02416176475083,25246.4556274106,250317.07372381075
51.79590470082293,172.31985081398705,59.98667335383712,353.88097889826486,41793.80640173879,249245.26791294897
141.21973630361052,280.0045426687497,175.69594123668853,233.36105134399972,81716.31003517428,239570.9774744894
109.3187158558333,263.2666213926384,168.0713156614351,429.45832761275904,70361.99367071474,245439.32490923573
383.3327825685643,387.7595746749466,56.24100920792314,304.12885022575864,22122.316505004175,247002.35681995496
81.82475097768352,242.73629560764013,231.34554940494118,164.01117104330945,43861.7345344833,245772.68704434927
82.9974967101609,221.31329751971836,185.65024447380415,331.09193210573676,44050.581491277226,247481.1867729069
229.9503545220012,201.15912813721636,221.4580917586932,347.5714516803473,87019.2707285035,246231.16683815332
288.8265377605638,197.3736907303802,141.3939009959201,156.517699651843,26456.66150265332,245387.89439026488
165.13193067008436,254.75749871338368,179.4955423702114,229.20710495036093,59368.740453523045,244817.37082482345
