day,x,y
564,-119.5,-1.5
564,-119.5,-1.5
564,-119.5,-1.5
564,-119.5,-1.5
564,-120.5,-1.5
564,-120.5,-1.5
565,-120.5,-1.5
565,-120.5,-1.5
565,-120.5,-1.5
565,-120.5,-1.5
565,-121.5,-1.5
565,-121.5,-1.5
565,-121.5,-1.5
565,-121.5,-1.5
565,-121.5,-1.5
565,-121.5,-2.5
565,-122.5,-2.5
606,-117.5,-0.5
606,-116.5,-0.5
606,-116.5,-0.5
606,-116.5,-0.5
606,-116.5,-0.5
606,-115.5,-0.5
606,-115.5,-0.5
606,-115.5,-0.5
606,-114.5,-0.5
606,-114.5,-0.5
606,-114.5,-0.5
607,-113.5,-0.5
607,-113.5,-0.5
607,-113.5,-0.5
607,-112.5,-0.5
607,-112.5,-0.5
607,-112.5,-0.5
607,-111.5,-0.5
607,-111.5,-0.5
607,-111.5,-0.5
607,-111.5,-0.5
607,-110.5,-0.5
607,-110.5,-0.5
607,-110.5,-0.5
607,-110.5,-0.5
607,-109.5,-0.5
607,-109.5,-0.5
607,-109.5,-0.5
607,-109.5,-0.5
608,-109.5,-0.5
608,-109.5,-0.5
608,-108.5,-0.5
608,-108.5,-0.5
608,-108.5,-0.5
608,-108.5,-0.5
608,-108.5,-0.5
608,-108.5,-0.5
608,-107.5,-0.5
608,-107.5,-0.5
608,-107.5,-0.5
608,-107.5,-0.5
608,-107.5,-0.5
608,-106.5,-0.5
608,-106.5,-0.5
608,-106.5,-0.5
608,-106.5,-0.5
608,-106.5,-0.5
608,-106.5,-0.5
608,-105.5,-0.5
608,-105.5,-0.5
608,-105.5,-0.5
608,-105.5,-0.5
609,-105.5,-0.5
609,-105.5,-0.5
609,-104.5,-0.5
609,-104.5,-0.5
609,-104.5,-0.5
609,-104.5,-0.5
609,-104.5,-0.5
609,-103.5,-0.5
609,-103.5,-0.5
609,-103.5,-0.5
609,-103.5,-0.5
609,-103.5,-0.5
609,-103.5,-0.5
609,-102.5,-0.5
609,-102.5,-0.5
609,-102.5,-0.5
609,-102.5,-0.5
609,-102.5,-0.5
609,-102.5,-1.5
609,-101.5,-1.5
609,-101.5,-1.5
609,-101.5,-1.5
609,-101.5,-1.5
609,-101.5,-1.5
610,-100.5,-1.5
610,-100.5,-1.5
610,-100.5,-1.5
610,-100.5,-1.5
610,-100.5,-1.5
610,-100.5,-1.5
610,-99.5,-1.5
610,-99.5,-1.5
619,-88.5,0.5
619,-88.5,0.5
619,-88.5,0.5
619,-88.5,0.5
619,-88.5,0.5
619,-89.5,1.5
619,-89.5,1.5
619,-89.5,1.5
619,-89.5,1.5
620,-89.5,1.5
620,-89.5,1.5
620,-90.5,1.5
668,-80.5,-15.5
668,-80.5,-15.5
668,-80.5,-16.5
669,-80.5,-16.5
669,-79.5,-16.5
669,-79.5,-17.5
669,-78.5,-18.5
669,-77.5,-18.5
669,-77.5,-18.5
669,-77.5,-19.5
669,-77.5,-19.5
669,-77.5,-19.5
670,-77.5,-19.5
670,-76.5,-20.5
670,-76.5,-20.5
670,-76.5,-20.5
670,-75.5,-22.5
670,-75.5,-22.5
670,-75.5,-22.5
670,-75.5,-22.5
670,-74.5,-23.5
671,-74.5,-23.5
671,-74.5,-24.5
671,-74.5,-24.5
671,-74.5,-24.5
671,-74.5,-24.5
671,-74.5,-23.5
671,-74.5,-22.5
671,-74.5,-22.5
671,-74.5,-21.5
672,-74.5,-21.5
342,-95.5,3.5
348,-92.5,2.5
348,-92.5,2.5
348,-92.5,2.5
348,-92.5,2.5
348,-92.5,2.5
356,-90.5,2.5
357,-90.5,2.5
357,-89.5,2.5
399,-88.5,-1.5
399,-87.5,-1.5
399,-87.5,-1.5
399,-87.5,-2.5
399,-87.5,-2.5
399,-87.5,-2.5
399,-87.5,-3.5
399,-87.5,-3.5
400,-87.5,-3.5
400,-87.5,-4.5
400,-87.5,-4.5
401,-87.5,-4.5
401,-86.5,-4.5
401,-86.5,-5.5
401,-86.5,-5.5
403,-86.5,-3.5
406,-93.5,0.5
428,-92.5,-1.5
429,-92.5,-2.5
429,-90.5,-2.5
447,-93.5,-2.5
447,-93.5,-1.5
447,-93.5,-1.5
447,-93.5,-1.5
447,-93.5,-1.5
447,-93.5,-1.5
448,-93.5,-1.5
449,-93.5,-2.5
449,-91.5,-2.5
449,-91.5,-2.5
449,-91.5,-2.5
449,-91.5,-2.5
449,-91.5,-2.5
459,-84.5,-0.5
460,-87.5,0.5
460,-87.5,1.5
461,-87.5,1.5
463,-93.5,4.5
463,-94.5,4.5
463,-94.5,4.5
463,-94.5,4.5
463,-94.5,4.5
463,-94.5,4.5
476,-101.5,1.5
476,-101.5,1.5
476,-101.5,1.5
476,-100.5,1.5
476,-100.5,0.5
476,-100.5,0.5
476,-100.5,0.5
476,-99.5,0.5
476,-99.5,0.5
487,-92.5,-4.5
487,-92.5,-4.5
487,-92.5,-3.5
487,-92.5,-3.5
487,-92.5,-3.5
487,-92.5,-3.5
487,-92.5,-3.5
487,-92.5,-3.5
487,-92.5,-3.5
487,-92.5,-3.5
488,-92.5,-2.5
488,-92.5,-2.5
488,-92.5,-1.5
488,-92.5,-1.5
488,-92.5,-1.5
488,-92.5,-0.5
488,-92.5,-0.5
488,-92.5,-0.5
488,-92.5,-0.5
488,-92.5,0.5
488,-93.5,0.5
488,-93.5,0.5
488,-92.5,0.5
488,-92.5,0.5
489,-92.5,1.5
489,-92.5,1.5
489,-92.5,1.5
489,-92.5,1.5
489,-92.5,1.5
489,-92.5,2.5
489,-92.5,2.5
489,-92.5,2.5
489,-93.5,2.5
503,-86.5,-10.5
526,-88.5,-0.5
527,-87.5,-0.5
527,-87.5,-0.5
527,-87.5,-0.5
527,-87.5,-0.5
527,-87.5,-0.5
527,-88.5,-0.5
527,-88.5,0.5
527,-88.5,0.5
527,-88.5,0.5
571,-88.5,1.5
571,-87.5,1.5
572,-87.5,1.5
572,-87.5,1.5
572,-87.5,1.5
709,-79.5,-9.5
709,-80.5,-9.5
709,-80.5,-10.5
709,-80.5,-10.5
709,-80.5,-10.5
709,-80.5,-10.5
709,-80.5,-10.5
709,-80.5,-10.5
709,-80.5,-10.5
709,-80.5,-10.5
709,-79.5,-10.5
709,-79.5,-11.5
711,-75.5,-16.5
711,-75.5,-16.5
711,-74.5,-17.5
711,-74.5,-17.5
711,-74.5,-17.5
712,-74.5,-17.5
712,-74.5,-17.5
712,-73.5,-17.5
713,-73.5,-18.5
713,-73.5,-18.5
713,-73.5,-18.5
713,-73.5,-18.5
713,-73.5,-18.5
714,-73.5,-16.5
722,-76.5,-16.5
722,-76.5,-16.5
722,-76.5,-16.5
692,-92.5,3.5
726,-87.5,-0.5
726,-87.5,-0.5
726,-87.5,-0.5
726,-87.5,-0.5
726,-87.5,-0.5
726,-87.5,-0.5
726,-87.5,0.5
726,-87.5,0.5
726,-87.5,0.5
726,-87.5,0.5
726,-87.5,0.5
726,-86.5,0.5
726,-86.5,0.5
726,-86.5,0.5
391,-96.5,-1.5
391,-96.5,-1.5
391,-96.5,-1.5
391,-96.5,-1.5
392,-96.5,-1.5
404,-81.5,-16.5
409,-77.5,-18.5
483,-111.5,0.5
483,-111.5,0.5
484,-111.5,0.5
484,-111.5,0.5
484,-112.5,0.5
484,-112.5,0.5
484,-112.5,0.5
484,-113.5,0.5
484,-114.5,0.5
484,-114.5,1.5
484,-114.5,1.5
484,-114.5,0.5
485,-115.5,0.5
485,-115.5,0.5
485,-116.5,0.5
519,-110.5,0.5
519,-110.5,0.5
519,-110.5,1.5
519,-110.5,1.5
519,-111.5,1.5
519,-111.5,1.5
520,-111.5,1.5
644,-104.5,0.5
644,-104.5,0.5
644,-104.5,0.5
644,-104.5,0.5
644,-105.5,0.5
644,-105.5,0.5
644,-105.5,0.5
645,-106.5,0.5
645,-106.5,0.5
301,-128.5,-0.5
301,-128.5,-0.5
301,-128.5,-0.5
301,-128.5,-0.5
301,-127.5,-0.5
301,-127.5,-0.5
302,-127.5,-0.5
302,-127.5,-0.5
302,-126.5,-0.5
302,-126.5,-0.5
302,-126.5,-0.5
302,-126.5,-0.5
302,-124.5,-0.5
302,-125.5,-0.5
302,-125.5,-0.5
302,-125.5,-0.5
302,-124.5,-0.5
302,-124.5,-0.5
302,-124.5,-0.5
302,-124.5,-0.5
302,-124.5,-0.5
302,-123.5,-0.5
302,-123.5,-0.5
302,-123.5,-0.5
302,-123.5,-0.5
303,-123.5,-0.5
303,-123.5,-0.5
303,-122.5,-0.5
303,-122.5,-0.5
303,-122.5,-0.5
303,-121.5,-0.5
303,-121.5,-0.5
303,-121.5,-0.5
303,-121.5,-0.5
303,-120.5,-0.5
303,-120.5,-0.5
303,-120.5,-0.5
303,-120.5,-0.5
303,-119.5,-0.5
303,-119.5,-0.5
303,-119.5,-0.5
304,-119.5,-0.5
304,-118.5,-0.5
304,-118.5,-0.5
392,-115.5,-0.5
392,-116.5,-1.5
392,-116.5,-1.5
392,-116.5,-1.5
392,-117.5,-1.5
392,-117.5,-0.5
392,-117.5,-0.5
392,-117.5,-0.5
393,-117.5,-0.5
393,-118.5,-0.5
393,-118.5,-0.5
393,-118.5,-0.5
393,-120.5,-0.5
393,-120.5,-0.5
393,-120.5,-0.5
393,-121.5,-0.5
393,-121.5,-0.5
393,-121.5,-0.5
393,-121.5,-0.5
393,-121.5,-0.5
393,-122.5,-0.5
393,-122.5,-0.5
394,-122.5,-0.5
394,-122.5,-0.5
394,-122.5,-0.5
394,-122.5,-0.5
398,-127.5,1.5
398,-127.5,1.5
398,-127.5,0.5
398,-129.5,0.5
398,-130.5,0.5
398,-130.5,0.5
398,-130.5,0.5
398,-130.5,0.5
398,-131.5,0.5
398,-131.5,0.5
398,-131.5,0.5
399,-131.5,0.5
399,-132.5,0.5
399,-132.5,-0.5
421,-133.5,-0.5
421,-133.5,-0.5
421,-133.5,-0.5
421,-133.5,-0.5
421,-133.5,-0.5
421,-132.5,-0.5
421,-132.5,-0.5
421,-132.5,-0.5
421,-132.5,-0.5
421,-132.5,-0.5
422,-131.5,-0.5
422,-131.5,-0.5
422,-131.5,-0.5
422,-129.5,-0.5
422,-129.5,-0.5
422,-128.5,-0.5
422,-128.5,-0.5
422,-128.5,-0.5
422,-128.5,-0.5
422,-128.5,-0.5
422,-128.5,0.5
422,-127.5,0.5
422,-127.5,0.5
423,-127.5,0.5
423,-127.5,0.5
423,-127.5,0.5
424,-120.5,0.5
424,-120.5,0.5
424,-119.5,0.5
424,-119.5,0.5
424,-118.5,-0.5
425,-118.5,-0.5
475,-142.5,0.5
475,-142.5,0.5
475,-142.5,0.5
475,-142.5,0.5
475,-142.5,0.5
475,-142.5,0.5
475,-142.5,0.5
475,-141.5,0.5
475,-141.5,0.5
475,-141.5,0.5
476,-141.5,0.5
476,-141.5,1.5
486,-138.5,0.5
486,-138.5,0.5
486,-138.5,0.5
486,-137.5,0.5
486,-137.5,0.5
486,-137.5,0.5
486,-137.5,0.5
486,-137.5,0.5
486,-136.5,0.5
486,-136.5,0.5
486,-136.5,0.5
487,-136.5,0.5
487,-136.5,0.5
487,-135.5,0.5
487,-135.5,0.5
487,-135.5,0.5
487,-135.5,0.5
487,-134.5,0.5
487,-134.5,0.5
487,-134.5,0.5
487,-134.5,0.5
487,-134.5,0.5
487,-133.5,0.5
487,-133.5,0.5
487,-133.5,0.5
487,-133.5,0.5
487,-133.5,0.5
487,-133.5,0.5
487,-132.5,0.5
487,-132.5,0.5
487,-132.5,0.5
487,-132.5,0.5
487,-132.5,0.5
488,-132.5,0.5
488,-131.5,0.5
488,-131.5,0.5
488,-131.5,0.5
488,-131.5,0.5
488,-131.5,0.5
488,-131.5,0.5
488,-130.5,0.5
488,-130.5,0.5
488,-130.5,1.5
488,-130.5,1.5
488,-130.5,1.5
491,-116.5,0.5
491,-116.5,0.5
491,-116.5,0.5
492,-115.5,0.5
492,-115.5,0.5
492,-115.5,0.5
492,-114.5,0.5
492,-114.5,0.5
492,-114.5,0.5
492,-114.5,0.5
492,-113.5,0.5
492,-113.5,0.5
492,-113.5,0.5
492,-112.5,0.5
492,-112.5,0.5
492,-112.5,0.5
492,-111.5,0.5
492,-111.5,0.5
492,-111.5,0.5
493,-111.5,0.5
541,-139.5,0.5
541,-139.5,0.5
541,-139.5,0.5
541,-139.5,0.5
541,-138.5,0.5
541,-138.5,0.5
541,-138.5,0.5
541,-138.5,0.5
541,-137.5,0.5
541,-137.5,0.5
541,-137.5,0.5
541,-137.5,0.5
541,-137.5,0.5
541,-137.5,0.5
541,-136.5,0.5
541,-136.5,0.5
542,-136.5,0.5
542,-136.5,0.5
542,-136.5,0.5
542,-136.5,0.5
542,-135.5,0.5
542,-135.5,0.5
542,-135.5,0.5
542,-135.5,0.5
542,-135.5,0.5
543,-135.5,1.5
543,-135.5,1.5
544,-134.5,1.5
544,-134.5,1.5
544,-134.5,1.5
544,-134.5,1.5
544,-134.5,1.5
544,-134.5,1.5
544,-133.5,1.5
544,-133.5,1.5
544,-133.5,1.5
544,-133.5,0.5
544,-133.5,0.5
544,-133.5,0.5
544,-132.5,0.5
544,-132.5,0.5
544,-132.5,0.5
544,-132.5,0.5
544,-132.5,0.5
544,-131.5,1.5
544,-131.5,1.5
544,-131.5,1.5
544,-130.5,1.5
545,-130.5,1.5
545,-130.5,1.5
545,-130.5,1.5
545,-129.5,1.5
545,-129.5,1.5
545,-129.5,1.5
545,-129.5,1.5
545,-128.5,1.5
545,-128.5,0.5
545,-128.5,0.5
545,-128.5,0.5
545,-127.5,0.5
545,-127.5,0.5
545,-127.5,0.5
545,-127.5,0.5
545,-127.5,0.5
546,-126.5,0.5
546,-126.5,0.5
546,-126.5,0.5
546,-126.5,0.5
546,-125.5,-0.5
546,-125.5,-0.5
546,-125.5,-0.5
546,-125.5,-0.5
546,-124.5,-0.5
546,-124.5,-0.5
546,-124.5,-0.5
546,-123.5,-0.5
546,-123.5,-0.5
546,-123.5,-0.5
546,-123.5,-0.5
546,-122.5,-0.5
547,-122.5,-0.5
547,-122.5,-0.5
547,-122.5,-0.5
547,-121.5,-0.5
547,-120.5,-0.5
547,-119.5,-0.5
547,-119.5,-0.5
547,-119.5,-0.5
547,-118.5,-0.5
547,-118.5,-0.5
548,-118.5,-0.5
548,-118.5,-0.5
568,-99.5,-0.5
568,-100.5,-0.5
568,-100.5,-0.5
568,-100.5,-0.5
568,-101.5,-0.5
568,-101.5,-0.5
568,-101.5,-0.5
568,-101.5,-0.5
568,-102.5,-0.5
568,-102.5,-0.5
568,-102.5,-0.5
568,-103.5,-0.5
568,-103.5,-0.5
568,-103.5,-0.5
568,-103.5,-0.5
569,-104.5,-0.5
569,-104.5,-0.5
569,-104.5,-0.5
569,-105.5,-0.5
569,-105.5,-0.5
569,-105.5,-0.5
569,-105.5,-0.5
569,-106.5,-0.5
569,-106.5,-0.5
569,-106.5,0.5
569,-106.5,0.5
569,-107.5,0.5
569,-107.5,0.5
569,-107.5,0.5
569,-108.5,0.5
617,-129.5,-0.5
617,-129.5,-0.5
617,-129.5,-0.5
617,-129.5,-0.5
617,-129.5,-0.5
617,-128.5,-0.5
617,-128.5,-0.5
618,-128.5,-0.5
618,-128.5,-0.5
618,-128.5,-0.5
618,-127.5,-0.5
618,-127.5,-0.5
618,-127.5,-0.5
618,-127.5,-0.5
618,-126.5,-0.5
618,-126.5,-0.5
618,-126.5,-0.5
618,-125.5,-0.5
618,-125.5,-0.5
618,-125.5,-0.5
618,-125.5,-0.5
618,-124.5,-0.5
618,-124.5,-0.5
618,-124.5,-0.5
619,-124.5,-0.5
619,-123.5,-0.5
619,-123.5,-0.5
619,-123.5,-0.5
619,-123.5,-0.5
619,-122.5,-0.5
619,-122.5,-0.5
619,-122.5,-0.5
619,-122.5,-0.5
619,-121.5,-0.5
619,-121.5,-0.5
619,-121.5,-0.5
619,-120.5,-0.5
619,-120.5,-0.5
619,-120.5,-0.5
620,-120.5,-0.5
620,-119.5,-0.5
620,-119.5,-0.5
620,-119.5,-0.5
620,-119.5,-0.5
620,-119.5,-0.5
620,-118.5,-0.5
620,-118.5,-0.5
620,-118.5,-0.5
620,-118.5,-0.5
620,-117.5,-0.5
620,-117.5,-0.5
620,-117.5,-0.5
620,-117.5,-0.5
620,-116.5,-0.5
620,-116.5,-0.5
620,-116.5,-0.5
621,-116.5,-0.5
621,-115.5,-0.5
621,-115.5,-0.5
621,-115.5,-0.5
621,-114.5,-0.5
621,-114.5,-0.5
621,-114.5,-0.5
621,-113.5,-1.5
621,-113.5,-1.5
621,-112.5,-1.5
621,-112.5,-1.5
621,-112.5,-1.5
622,-111.5,-1.5
622,-111.5,-1.5
622,-109.5,-1.5
622,-109.5,-1.5
622,-109.5,-1.5
622,-109.5,-1.5
622,-109.5,-1.5
622,-108.5,-1.5
622,-108.5,-1.5
622,-108.5,-1.5
623,-108.5,-1.5
623,-107.5,-1.5
623,-105.5,-1.5
623,-105.5,-1.5
623,-105.5,-1.5
623,-104.5,-1.5
623,-104.5,-1.5
624,-104.5,-1.5
624,-103.5,-1.5
624,-101.5,-1.5
624,-101.5,-2.5
624,-101.5,-2.5
624,-100.5,-2.5
624,-100.5,-2.5
625,-99.5,-2.5
627,-88.5,-2.5
647,-140.5,-0.5
647,-140.5,-0.5
647,-140.5,-0.5
647,-141.5,-0.5
647,-141.5,-0.5
647,-141.5,-0.5
647,-141.5,-0.5
647,-141.5,-0.5
647,-141.5,-0.5
647,-142.5,-0.5
648,-142.5,-0.5
648,-142.5,-0.5
648,-142.5,-0.5
648,-142.5,-0.5
648,-143.5,-0.5
648,-143.5,-0.5
648,-143.5,-0.5
648,-143.5,-0.5
648,-143.5,-1.5
648,-144.5,-1.5
648,-144.5,-1.5
648,-144.5,-1.5
648,-144.5,-1.5
648,-144.5,-1.5
648,-145.5,-1.5
648,-145.5,-1.5
648,-145.5,-1.5
648,-145.5,-1.5
648,-145.5,-1.5
648,-146.5,-1.5
648,-146.5,-1.5
648,-146.5,-1.5
648,-146.5,-1.5
648,-146.5,-1.5
649,-147.5,-1.5
440,-75.5,-16.5
472,-87.5,-3.5
472,-87.5,-3.5
472,-88.5,-3.5
472,-88.5,-2.5
472,-88.5,-2.5
473,-88.5,-2.5
473,-88.5,-2.5
473,-88.5,-2.5
473,-89.5,-2.5
473,-91.5,-2.5
473,-91.5,-2.5
473,-91.5,-2.5
473,-91.5,-3.5
473,-92.5,-3.5
473,-92.5,-3.5
475,-97.5,-1.5
475,-98.5,-1.5
475,-98.5,-1.5
475,-98.5,-1.5
475,-98.5,-1.5
475,-98.5,-1.5
475,-98.5,-0.5
475,-98.5,-0.5
475,-98.5,-0.5
475,-98.5,-0.5
475,-99.5,-0.5
475,-99.5,-0.5
476,-99.5,-0.5
476,-99.5,0.5
476,-99.5,0.5
476,-99.5,0.5
476,-100.5,1.5
476,-100.5,1.5
476,-100.5,1.5
476,-100.5,1.5
476,-100.5,1.5
476,-101.5,1.5
476,-101.5,1.5
476,-101.5,2.5
476,-101.5,2.5
481,-103.5,0.5
481,-103.5,0.5
481,-103.5,0.5
481,-103.5,0.5
481,-103.5,0.5
482,-103.5,-0.5
482,-103.5,-0.5
482,-103.5,-0.5
482,-103.5,-0.5
482,-103.5,-0.5
482,-104.5,-0.5
482,-104.5,-0.5
482,-104.5,-0.5
482,-104.5,-0.5
482,-104.5,-0.5
482,-104.5,-0.5
482,-105.5,-0.5
482,-105.5,-0.5
482,-105.5,-0.5
482,-105.5,-0.5
482,-105.5,-0.5
482,-105.5,-1.5
482,-105.5,-1.5
482,-106.5,-1.5
482,-106.5,-1.5
482,-106.5,-1.5
482,-106.5,-1.5
482,-106.5,-1.5
482,-106.5,-1.5
482,-106.5,-1.5
482,-106.5,-1.5
482,-107.5,-0.5
483,-107.5,-0.5
483,-107.5,-0.5
483,-107.5,-0.5
483,-107.5,-0.5
483,-107.5,-0.5
483,-107.5,-0.5
483,-107.5,-0.5
483,-107.5,0.5
483,-107.5,0.5
483,-107.5,0.5
486,-112.5,0.5
486,-112.5,0.5
486,-112.5,0.5
486,-112.5,0.5
486,-112.5,0.5
486,-112.5,0.5
486,-113.5,0.5
486,-113.5,0.5
486,-113.5,0.5
486,-113.5,0.5
486,-113.5,0.5
487,-113.5,0.5
487,-114.5,0.5
487,-113.5,0.5
487,-114.5,-0.5
487,-114.5,-0.5
487,-114.5,-0.5
487,-114.5,-0.5
487,-113.5,-0.5
487,-113.5,-0.5
487,-113.5,-1.5
487,-113.5,-1.5
487,-113.5,-1.5
487,-113.5,-1.5
487,-113.5,-1.5
487,-113.5,-1.5
487,-113.5,-1.5
487,-112.5,-1.5
487,-112.5,-1.5
487,-112.5,-1.5
487,-112.5,-1.5
487,-112.5,-1.5
487,-112.5,-1.5
487,-111.5,-1.5
487,-111.5,-1.5
487,-111.5,-1.5
487,-111.5,-1.5
488,-111.5,-1.5
488,-111.5,-1.5
488,-111.5,-1.5
488,-110.5,-1.5
488,-110.5,-1.5
488,-110.5,-1.5
488,-110.5,-1.5
488,-108.5,-1.5
488,-108.5,-1.5
488,-108.5,-1.5
488,-108.5,-1.5
488,-108.5,-1.5
489,-108.5,-1.5
489,-108.5,-1.5
489,-108.5,-1.5
489,-108.5,-1.5
489,-107.5,-1.5
489,-107.5,-0.5
489,-107.5,-0.5
489,-107.5,-0.5
489,-107.5,-0.5
495,-115.5,2.5
495,-115.5,2.5
495,-115.5,2.5
495,-115.5,2.5
495,-116.5,2.5
495,-116.5,2.5
495,-116.5,2.5
522,-112.5,1.5
522,-112.5,2.5
522,-112.5,2.5
522,-112.5,2.5
523,-112.5,2.5
523,-111.5,2.5
523,-111.5,2.5
523,-111.5,2.5
527,-105.5,4.5
543,-86.5,-3.5
543,-85.5,-3.5
555,-84.5,-1.5
555,-84.5,-1.5
555,-84.5,-1.5
555,-84.5,-1.5
555,-84.5,-1.5
555,-84.5,-1.5
555,-84.5,-1.5
555,-84.5,-0.5
555,-84.5,-0.5
555,-84.5,-0.5
555,-84.5,-0.5
555,-84.5,-0.5
555,-84.5,-0.5
555,-84.5,-0.5
555,-84.5,-0.5
555,-84.5,-0.5
555,-85.5,-0.5
555,-85.5,-0.5
555,-85.5,-0.5
555,-85.5,-0.5
556,-85.5,-0.5
556,-85.5,-0.5
556,-85.5,-0.5
556,-85.5,-0.5
556,-85.5,-1.5
556,-85.5,-1.5
556,-85.5,-0.5
556,-85.5,-0.5
556,-85.5,-0.5
556,-85.5,-0.5
579,-118.5,1.5
579,-118.5,1.5
579,-118.5,1.5
579,-119.5,1.5
579,-119.5,1.5
579,-119.5,0.5
579,-119.5,0.5
579,-120.5,0.5
579,-120.5,0.5
579,-120.5,0.5
579,-120.5,0.5
579,-120.5,1.5
585,-126.5,5.5
585,-126.5,4.5
585,-126.5,4.5
585,-126.5,4.5
585,-126.5,4.5
603,-118.5,-1.5
603,-118.5,-1.5
603,-118.5,-1.5
603,-118.5,-1.5
603,-118.5,-0.5
603,-118.5,-0.5
603,-118.5,-0.5
603,-117.5,-0.5
603,-117.5,-0.5
603,-117.5,-0.5
603,-117.5,-0.5
604,-117.5,-0.5
604,-117.5,-1.5
604,-117.5,-1.5
604,-117.5,-1.5
604,-116.5,-1.5
604,-116.5,-1.5
604,-116.5,-1.5
604,-116.5,-1.5
604,-116.5,-1.5
604,-116.5,-1.5
604,-116.5,-0.5
604,-116.5,-0.5
604,-115.5,-0.5
604,-115.5,-0.5
604,-115.5,-0.5
604,-115.5,-0.5
604,-115.5,-0.5
604,-115.5,-0.5
604,-115.5,-0.5
604,-115.5,-1.5
604,-115.5,-1.5
604,-115.5,-1.5
604,-115.5,-1.5
604,-114.5,-0.5
604,-114.5,-0.5
604,-114.5,-0.5
605,-114.5,-0.5
605,-114.5,-0.5
605,-114.5,-0.5
605,-114.5,-0.5
605,-114.5,-0.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,-1.5
605,-113.5,-1.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,-0.5
605,-113.5,0.5
605,-113.5,0.5
605,-113.5,0.5
605,-112.5,0.5
605,-112.5,0.5
605,-112.5,0.5
605,-112.5,0.5
605,-112.5,0.5
606,-112.5,0.5
606,-112.5,0.5
606,-112.5,0.5
606,-111.5,0.5
606,-111.5,0.5
606,-111.5,0.5
606,-111.5,0.5
606,-111.5,0.5
606,-111.5,0.5
606,-111.5,0.5
606,-111.5,0.5
606,-111.5,-0.5
606,-111.5,0.5
606,-111.5,0.5
606,-111.5,0.5
606,-111.5,0.5
606,-111.5,0.5
606,-110.5,0.5
606,-110.5,0.5
606,-110.5,0.5
606,-110.5,0.5
606,-110.5,0.5
606,-110.5,-0.5
606,-110.5,-0.5
607,-110.5,0.5
607,-110.5,-0.5
607,-110.5,-0.5
607,-109.5,-0.5
607,-109.5,-0.5
607,-109.5,-0.5
607,-109.5,-0.5
607,-109.5,-0.5
607,-109.5,-0.5
607,-109.5,-0.5
607,-109.5,-0.5
607,-108.5,-0.5
607,-108.5,-0.5
607,-108.5,-0.5
607,-107.5,-0.5
607,-107.5,-0.5
607,-107.5,-0.5
607,-107.5,-0.5
608,-107.5,-0.5
608,-107.5,-0.5
608,-106.5,-0.5
608,-106.5,-0.5
608,-106.5,-0.5
608,-106.5,-0.5
608,-109.5,-0.5
608,-106.5,-0.5
608,-106.5,-0.5
634,-102.5,0.5
634,-103.5,0.5
634,-103.5,0.5
635,-103.5,0.5
635,-103.5,0.5
635,-103.5,0.5
635,-103.5,0.5
635,-103.5,0.5
635,-104.5,0.5
635,-104.5,0.5
635,-104.5,-0.5
635,-104.5,-0.5
635,-104.5,-0.5
635,-104.5,-0.5
635,-104.5,-0.5
635,-104.5,-0.5
635,-105.5,-0.5
635,-105.5,-0.5
635,-105.5,-0.5
635,-105.5,-1.5
635,-105.5,-1.5
635,-105.5,-1.5
635,-105.5,-1.5
635,-105.5,-1.5
635,-106.5,-1.5
635,-106.5,-1.5
635,-106.5,-1.5
635,-106.5,-1.5
635,-106.5,-2.5
635,-106.5,-2.5
635,-106.5,-2.5
636,-106.5,-2.5
636,-107.5,-2.5
636,-107.5,-2.5
279,-119.5,5.5
280,-124.5,5.5
283,-130.5,4.5
285,-130.5,0.5
285,-130.5,0.5
285,-130.5,0.5
285,-130.5,0.5
285,-129.5,0.5
285,-129.5,0.5
285,-129.5,0.5
285,-129.5,0.5
285,-129.5,0.5
285,-128.5,0.5
286,-128.5,0.5
286,-128.5,0.5
286,-128.5,0.5
286,-128.5,1.5
286,-128.5,0.5
286,-127.5,0.5
286,-127.5,0.5
286,-127.5,0.5
286,-127.5,0.5
286,-127.5,0.5
286,-126.5,0.5
286,-126.5,0.5
286,-126.5,0.5
286,-126.5,0.5
286,-126.5,0.5
286,-126.5,0.5
286,-125.5,0.5
286,-125.5,0.5
286,-125.5,0.5
287,-125.5,0.5
287,-125.5,0.5
287,-124.5,0.5
287,-124.5,1.5
287,-124.5,1.5
287,-124.5,1.5
301,-81.5,-10.5
301,-81.5,-9.5
301,-81.5,-10.5
301,-80.5,-10.5
301,-80.5,-10.5
301,-80.5,-10.5
301,-80.5,-10.5
301,-80.5,-11.5
301,-80.5,-11.5
301,-80.5,-11.5
301,-80.5,-11.5
301,-80.5,-11.5
301,-80.5,-11.5
301,-80.5,-11.5
301,-80.5,-12.5
301,-80.5,-12.5
302,-79.5,-12.5
302,-79.5,-12.5
302,-79.5,-12.5
302,-79.5,-12.5
302,-79.5,-12.5
302,-79.5,-13.5
302,-79.5,-13.5
302,-79.5,-13.5
302,-79.5,-13.5
302,-79.5,-13.5
302,-79.5,-13.5
