day,x,y,Bigeye tuna,Skipjack tuna,Yellowfin tuna
582,-120.5,5.5,1,12,5
583,-120.5,5.5,0,4,3
583,-122.5,4.5,1,7,5
583,-122.5,4.5,3,7,7
583,-122.5,4.5,4,5,2
588,-141.5,1.5,32,13,5
589,-144.5,-0.5,51,18,5
590,-148.5,-1.5,14,52,3
591,-149.5,-1.5,2,1,0
592,-148.5,-0.5,18,18,5
593,-146.5,-0.5,98,50,12
594,-146.5,-0.5,93,37,4
598,-132.5,-2.5,1,7,1
599,-131.5,-2.5,6,12,2
600,-129.5,-4.5,4,12,2
633,-98.5,2.5,0,8,0
636,-109.5,-4.5,0,54,4
639,-120.5,-6.5,0,12,3
642,-132.5,-4.5,2,3,2
643,-133.5,-4.5,2,12,2
646,-139.5,-3.5,1,16,3
647,-140.5,-2.5,5,69,14
649,-143.5,-3.5,14,29,4
649,-143.5,-4.5,0,2,1
653,-142.5,-4.5,1,91,1
654,-142.5,-4.5,2,87,2
655,-142.5,-4.5,5,72,1
657,-142.5,-4.5,5,17,0
658,-143.5,-5.5,0,5,0
658,-143.5,-5.5,2,16,2
659,-140.5,-4.5,3,11,4
660,-138.5,-4.5,2,10,3
662,-136.5,-6.5,0,0,1
662,-136.5,-5.5,3,4,1
663,-132.5,-6.5,1,2,3
664,-131.5,-6.5,2,3,3
665,-131.5,-7.5,1,3,1
666,-130.5,-9.5,1,4,2
667,-129.5,-9.5,0,3,1
669,-126.5,-14.5,4,18,6
670,-125.5,-14.5,6,14,10
671,-125.5,-13.5,2,9,4
672,-124.5,-12.5,2,21,4
673,-122.5,-11.5,0,8,2
674,-117.5,-10.5,0,0,3
675,-117.5,-9.5,5,0,2
676,-115.5,-8.5,10,38,6
677,-110.5,-7.5,2,8,3
275,-113.5,6.5,0,52,13
275,-113.5,6.5,0,30,15
276,-114.5,6.5,0,70,30
276,-114.5,6.5,0,30,15
277,-114.5,6.5,4,30,6
279,-119.5,5.5,3,23,4
281,-128.5,4.5,56,158,71
283,-129.5,5.5,12,189,34
284,-130.5,4.5,30,111,20
289,-113.5,5.5,5,35,5
290,-109.5,6.5,0,9,1
312,-107.5,-9.5,3,19,3
313,-112.5,-10.5,20,11,4
313,-112.5,-10.5,11,6,3
314,-115.5,-9.5,6,2,2
316,-124.5,-9.5,12,7,6
318,-131.5,-5.5,60,118,30
319,-134.5,-7.5,1,3,1
320,-137.5,-4.5,15,21,9
321,-140.5,-3.5,9,42,14
322,-140.5,-3.5,50,57,18
323,-141.5,-4.5,15,33,12
323,-141.5,-4.5,16,30,4
324,-142.5,-2.5,16,43,6
326,-145.5,-6.5,3,26,1
327,-144.5,-7.5,7,40,3
328,-146.5,-7.5,23,121,8
329,-147.5,-7.5,9,74,2
330,-146.5,-8.5,1,48,1
331,-145.5,-7.5,5,85,10
332,-144.5,-5.5,7,37,1
334,-138.5,-2.5,55,38,2
334,-138.5,-3.5,3,32,0
354,-103.5,5.5,4,3,3
355,-104.5,5.5,13,13,9
357,-112.5,6.5,6,4,0
360,-124.5,5.5,11,10,9
360,-124.5,5.5,4,6,0
362,-131.5,3.5,50,50,0
364,-137.5,0.5,71,100,69
366,-147.5,-3.5,18,17,10
366,-148.5,-2.5,57,60,13
367,-147.5,-3.5,51,54,20
368,-145.5,-4.5,10,25,0
369,-142.5,-1.5,66,39,25
370,-142.5,-2.5,75,66,24
371,-145.5,-3.5,18,42,0
372,-146.5,-7.5,7,60,3
373,-147.5,-5.5,1,25,4
373,-147.5,-5.5,3,46,6
374,-147.5,-5.5,4,36,5
375,-146.5,-3.5,18,42,3
410,-123.5,-8.5,15,11,9
412,-133.5,-7.5,24,8,8
414,-140.5,-2.5,21,15,16
415,-143.5,-1.5,42,45,26
417,-146.5,4.5,20,70,40
418,-146.5,4.5,0,66,15
419,-144.5,6.5,8,38,13
419,-145.5,6.5,5,33,15
420,-145.5,4.5,0,27,20
420,-145.5,4.5,2,29,15
421,-145.5,4.5,36,51,13
422,-146.5,4.5,35,88,29
423,-149.5,3.5,12,53,18
425,-148.5,-4.5,0,3,2
425,-149.5,-4.5,6,58,9
426,-148.5,-3.5,4,13,8
428,-147.5,-2.5,14,21,20
429,-144.5,-4.5,3,28,9
432,-138.5,1.5,13,5,12
432,-138.5,1.5,18,8,9
451,-80.5,-19.5,28,48,4
451,-80.5,-19.5,2,7,1
452,-78.5,-18.5,37,34,4
452,-78.5,-18.5,5,21,4
453,-81.5,-17.5,26,14,10
454,-84.5,-17.5,15,11,9
455,-83.5,-19.5,20,22,8
456,-82.5,-20.5,36,0,4
457,-81.5,-17.5,35,3,22
459,-84.5,-19.5,27,7,6
460,-86.5,-17.5,47,20,13
461,-91.5,-16.5,14,31,10
462,-92.5,-16.5,3,11,1
462,-90.5,-14.5,12,41,7
463,-93.5,-13.5,16,30,4
464,-93.5,-14.5,9,32,4
466,-101.5,-8.5,15,27,8
468,-101.5,1.5,0,0,0
469,-99.5,1.5,0,90,5
471,-104.5,2.5,4,9,17
472,-105.5,1.5,11,2,7
473,-101.5,1.5,106,20,84
474,-100.5,4.5,0,6,4
475,-101.5,3.5,8,52,25
476,-102.5,3.5,3,15,7
486,-89.5,-13.5,8,25,32
488,-90.5,-15.5,17,19,24
489,-90.5,-17.5,35,20,15
491,-89.5,-18.5,13,23,9
498,-99.5,4.5,46,112,36
499,-100.5,3.5,7,23,15
500,-101.5,4.5,10,28,17
501,-101.5,4.5,22,87,51
502,-102.5,5.5,10,40,25
503,-103.5,4.5,5,15,10
506,-112.5,3.5,90,50,30
507,-113.5,3.5,100,10,10
508,-113.5,2.5,1,5,4
509,-113.5,3.5,2,6,2
511,-116.5,5.5,21,24,10
512,-119.5,6.5,8,22,30
513,-122.5,5.5,12,78,40
531,-97.5,3.5,5,35,15
532,-96.5,4.5,0,0,0
532,-95.5,5.5,0,7,3
535,-104.5,5.5,9,8,8
536,-104.5,6.5,1,2,12
537,-105.5,5.5,0,1,2
541,-116.5,-6.5,5,10,0
542,-119.5,-6.5,14,6,0
543,-123.5,-5.5,6,9,5
548,-140.5,-2.5,3,24,3
549,-140.5,-2.5,6,29,5
549,-141.5,-2.5,13,2,0
550,-142.5,-3.5,19,75,14
551,-144.5,-5.5,4,52,9
552,-146.5,-7.5,2,42,3
553,-147.5,-7.5,4,34,2
554,-148.5,-5.5,4,17,4
555,-149.5,-5.5,3,32,10
556,-147.5,-8.5,2,15,3
557,-146.5,-7.5,0,17,3
558,-147.5,-7.5,2,28,5
559,-147.5,-7.5,0,17,3
560,-144.5,-10.5,3,34,3
561,-144.5,-10.5,7,70,11
562,-144.5,-10.5,4,63,5
563,-145.5,-9.5,8,101,11
564,-145.5,-9.5,4,107,7
565,-146.5,-8.5,7,141,7
566,-148.5,-6.5,2,33,3
568,-147.5,-6.5,7,90,0
600,-144.5,-7.5,24,35,1
601,-148.5,-6.5,10,14,1
602,-149.5,-5.5,15,38,2
603,-149.5,-5.5,5,37,2
604,-148.5,-4.5,1,20,1
606,-145.5,-9.5,3,55,6
607,-144.5,-10.5,0,13,2
609,-144.5,-8.5,3,21,1
610,-148.5,-7.5,1,32,2
611,-148.5,-5.5,1,13,1
612,-146.5,-7.5,4,99,2
613,-147.5,-7.5,0,44,1
614,-147.5,-6.5,2,28,0
615,-144.5,-6.5,1,38,1
616,-144.5,-8.5,15,30,0
617,-143.5,-10.5,3,11,1
618,-144.5,-7.5,2,14,2
619,-144.5,-8.5,14,39,2
621,-149.5,-5.5,2,17,1
621,-149.5,-5.5,1,9,0
622,-149.5,-5.5,4,59,2
623,-149.5,-5.5,1,24,0
624,-148.5,-5.5,1,29,0
624,-149.5,-5.5,1,28,1
625,-147.5,-4.5,2,43,0
625,-147.5,-4.5,1,24,0
626,-147.5,-5.5,2,37,1
626,-147.5,-5.5,2,53,0
627,-149.5,-3.5,3,42,0
628,-147.5,-3.5,2,122,0
629,-147.5,-3.5,2,50,1
629,-147.5,-2.5,1,37,0
630,-144.5,-3.5,3,37,0
650,-97.5,5.5,0,2,3
652,-104.5,5.5,2,3,0
654,-111.5,7.5,1,8,1
654,-111.5,6.5,6,3,1
657,-119.5,-3.5,7,28,0
658,-119.5,-5.5,44,11,0
658,-119.5,-6.5,10,5,0
659,-117.5,-6.5,13,2,0
660,-117.5,-11.5,9,6,0
661,-118.5,-11.5,15,4,1
661,-117.5,-11.5,4,2,4
662,-119.5,-11.5,8,3,4
662,-120.5,-10.5,10,3,2
663,-122.5,-11.5,11,4,0
663,-122.5,-10.5,3,1,1
664,-123.5,-8.5,25,10,5
664,-123.5,-8.5,0,0,0
665,-123.5,-10.5,13,11,1
665,-124.5,-11.5,3,2,0
666,-124.5,-12.5,8,16,1
666,-125.5,-12.5,5,11,4
667,-126.5,-9.5,5,8,2
668,-127.5,-8.5,4,5,1
669,-130.5,-7.5,5,9,1
670,-128.5,-2.5,12,48,0
671,-126.5,-5.5,13,2,0
672,-122.5,-6.5,8,21,1
672,-121.5,-7.5,3,6,1
673,-118.5,-6.5,5,19,1
674,-115.5,-6.5,15,14,1
675,-112.5,-9.5,17,11,2
676,-110.5,-5.5,14,21,5
279,-99.5,6.5,0,0,0
298,-98.5,6.5,0,18,6
316,-93.5,10.5,0,0,0
456,-120.5,13.5,0,6,0
464,-132.5,8.5,0,0,0
464,-132.5,6.5,1,10,8
468,-133.5,4.5,5,1,14
641,-127.5,-1.5,2,16,3
715,-107.5,4.5,0,13,2
718,-117.5,6.5,0,0,0
719,-116.5,6.5,0,24,1
720,-116.5,6.5,0,13,12
721,-117.5,6.5,0,6,9
722,-122.5,6.5,0,0,3
726,-132.5,4.5,0,2,3
323,-94.5,1.5,0,85,0
323,-95.5,1.5,0,118,2
324,-95.5,1.5,0,25,5
326,-95.5,1.5,0,17,3
366,-94.5,1.5,0,22,2
368,-91.5,-2.5,0,30,22
385,-81.5,1.5,0,7,10
394,-87.5,-1.5,0,6,54
394,-87.5,-1.5,0,0,8
396,-90.5,-2.5,0,3,22
401,-88.5,-0.5,0,4,26
404,-93.5,0.5,0,0,0
404,-93.5,0.5,0,0,0
434,-93.5,-0.5,6,108,0
437,-92.5,0.5,20,9,1
438,-94.5,0.5,8,22,0
439,-94.5,-0.5,0,0,0
488,-91.5,-1.5,0,20,5
489,-91.5,-1.5,7,142,1
490,-92.5,-1.5,18,70,2
493,-92.5,-1.5,0,0,0
519,-90.5,2.5,21,70,0
521,-90.5,2.5,10,23,0
521,-90.5,2.5,10,28,0
522,-90.5,2.5,8,35,0
524,-92.5,1.5,10,25,0
561,-84.5,2.5,5,7,17
567,-84.5,1.5,2,33,6
683,-93.5,1.5,0,10,0
730,-88.5,-0.5,0,56,4
294,-108.5,4.5,0,18,7
295,-108.5,4.5,0,4,2
298,-112.5,4.5,0,3,5
298,-113.5,5.5,0,4,4
300,-115.5,5.5,0,5,5
300,-115.5,5.5,0,5,5
302,-115.5,3.5,0,7,4
302,-115.5,3.5,0,23,10
303,-115.5,4.5,0,20,10
305,-115.5,5.5,0,2,4
305,-115.5,5.5,0,1,3
306,-116.5,4.5,0,6,2
306,-116.5,4.5,0,2,1
307,-115.5,6.5,0,2,13
307,-115.5,6.5,0,0,6
308,-115.5,6.5,0,0,0
311,-116.5,-3.5,0,14,9
312,-115.5,-0.5,0,0,0
314,-116.5,-1.5,30,0,20
316,-112.5,-6.5,40,0,20
318,-107.5,-7.5,5,7,8
319,-108.5,-5.5,4,13,8
324,-96.5,1.5,0,80,50
325,-97.5,3.5,0,4,4
326,-101.5,4.5,0,14,15
327,-104.5,5.5,0,6,3
328,-104.5,4.5,0,30,8
329,-102.5,5.5,0,2,1
329,-103.5,4.5,0,0,3
330,-104.5,4.5,0,1,1
330,-103.5,4.5,0,0,4
331,-103.5,4.5,0,4,3
332,-101.5,5.5,0,6,12
332,-101.5,5.5,0,8,14
349,-90.5,1.5,15,60,0
350,-91.5,2.5,0,10,0
351,-93.5,1.5,6,104,0
352,-91.5,2.5,0,20,0
354,-95.5,5.5,0,0,0
355,-96.5,3.5,0,10,0
356,-96.5,3.5,5,25,0
356,-96.5,2.5,0,2,0
357,-96.5,2.5,0,8,2
357,-96.5,2.5,0,8,0
358,-97.5,2.5,0,15,0
358,-97.5,2.5,0,5,0
359,-95.5,1.5,0,0,0
364,-99.5,2.5,0,8,0
364,-99.5,2.5,0,1,2
365,-99.5,-0.5,0,6,0
369,-105.5,-12.5,0,3,3
369,-105.5,-12.5,0,5,3
370,-106.5,-13.5,0,2,0
370,-109.5,-12.5,0,10,8
371,-109.5,-11.5,0,4,0
371,-110.5,-8.5,0,17,3
372,-110.5,-8.5,0,4,2
373,-107.5,-7.5,0,5,5
375,-103.5,-5.5,0,0,2
375,-103.5,-5.5,0,0,3
377,-100.5,-4.5,0,42,20
378,-99.5,-2.5,0,25,20
379,-97.5,1.5,0,60,0
381,-94.5,-1.5,0,104,0
398,-88.5,-0.5,0,1,4
400,-92.5,-1.5,0,95,0
401,-92.5,-1.5,0,8,1
402,-92.5,-1.5,0,26,6
403,-92.5,-1.5,0,7,4
404,-93.5,-2.5,0,1,2
404,-92.5,-2.5,0,0,0
407,-91.5,-1.5,0,0,0
408,-92.5,-1.5,3,17,7
408,-92.5,-1.5,0,8,9
409,-88.5,-2.5,0,0,0
416,-80.5,-13.5,0,0,50
418,-81.5,-12.5,0,85,0
420,-81.5,-13.5,0,7,0
421,-81.5,-13.5,0,0,3
422,-81.5,-11.5,0,24,11
423,-81.5,-10.5,0,8,6
424,-81.5,-10.5,0,64,20
424,-81.5,-10.5,0,0,0
425,-81.5,-10.5,0,25,13
426,-82.5,-9.5,0,0,0
426,-82.5,-9.5,0,5,49
462,-78.5,-14.5,0,20,0
497,-82.5,-14.5,0,0,2
501,-84.5,-11.5,0,0,3
502,-84.5,-10.5,0,8,2
503,-84.5,-9.5,0,5,1
507,-87.5,-10.5,0,1,3
508,-89.5,-8.5,0,6,4
509,-87.5,-7.5,0,5,1
511,-84.5,-8.5,0,6,2
512,-85.5,-9.5,0,73,8
514,-81.5,-12.5,0,43,0
517,-84.5,-11.5,0,104,8
518,-85.5,-12.5,0,0,1
520,-85.5,-9.5,0,3,0
527,-93.5,5.5,0,64,7
527,-93.5,5.5,0,0,0
528,-92.5,5.5,0,0,3
546,-95.5,0.5,0,40,0
552,-95.5,-6.5,17,1,2
553,-93.5,-8.5,19,2,1
556,-93.5,-7.5,9,0,10
557,-89.5,-10.5,0,0,4
559,-91.5,-8.5,0,0,2
560,-93.5,-8.5,0,0,10
566,-98.5,3.5,0,0,3
574,-99.5,-5.5,0,2,3
575,-97.5,-6.5,7,3,10
576,-97.5,-7.5,0,0,2
577,-96.5,-6.5,0,0,0
580,-98.5,-5.5,0,1,1
581,-94.5,-6.5,0,0,0
601,-91.5,2.5,0,0,2
615,-100.5,4.5,1,14,10
616,-100.5,3.5,0,8,1
616,-101.5,3.5,0,6,9
617,-101.5,3.5,0,1,3
619,-102.5,4.5,0,3,4
621,-103.5,3.5,0,1,1
622,-102.5,4.5,0,1,1
624,-103.5,4.5,0,2,5
625,-104.5,4.5,0,3,9
629,-109.5,-5.5,0,53,10
631,-110.5,-5.5,0,21,2
634,-106.5,2.5,0,1,2
635,-104.5,3.5,0,11,3
636,-103.5,3.5,0,0,1
636,-101.5,3.5,0,8,1
659,-108.5,-5.5,0,7,4
660,-110.5,-5.5,1,1,6
661,-111.5,-4.5,0,6,2
662,-112.5,-8.5,4,5,3
664,-112.5,-4.5,0,15,1
666,-112.5,2.5,4,8,12
667,-110.5,5.5,12,8,6
668,-110.5,5.5,7,10,3
668,-109.5,6.5,0,2,0
669,-108.5,4.5,1,1,0
669,-107.5,5.5,0,7,1
671,-105.5,5.5,0,3,1
672,-103.5,5.5,0,1,1
672,-102.5,4.5,6,10,2
673,-102.5,4.5,1,2,1
674,-101.5,4.5,1,1,2
674,-100.5,4.5,1,1,1
675,-99.5,4.5,1,1,0
676,-94.5,4.5,0,0,0
279,-100.5,4.5,0,6,2
280,-101.5,4.5,0,22,8
282,-108.5,5.5,0,30,5
284,-111.5,5.5,0,62,3
287,-122.5,2.5,20,104,15
288,-125.5,2.5,15,1,7
289,-128.5,5.5,13,0,9
290,-128.5,5.5,7,52,3
291,-128.5,5.5,20,5,10
293,-124.5,4.5,4,0,3
295,-121.5,5.5,7,40,13
296,-117.5,5.5,0,0,25
298,-115.5,4.5,0,180,3
320,-84.5,-0.5,40,25,35
323,-82.5,-0.5,0,5,30
324,-84.5,-0.5,0,2,25
327,-92.5,2.5,0,0,0
331,-97.5,1.5,0,40,10
332,-97.5,2.5,0,17,1
333,-95.5,2.5,0,15,2
334,-95.5,1.5,0,82,10
335,-92.5,1.5,0,6,5
336,-93.5,1.5,0,46,3
337,-94.5,1.5,0,25,7
337,-94.5,1.5,0,38,6
338,-94.5,1.5,0,8,2
339,-98.5,1.5,0,31,2
340,-101.5,1.5,0,0,0
342,-106.5,4.5,5,7,5
342,-105.5,4.5,4,3,3
657,-82.5,-0.5,0,2,5
659,-86.5,-0.5,0,17,3
662,-93.5,1.5,0,3,0
689,-81.5,-3.5,0,0,0
275,-110.5,5.5,0,17,3
276,-110.5,5.5,0,21,3
276,-110.5,5.5,0,18,2
277,-110.5,6.5,0,1,0
278,-110.5,5.5,0,55,0
279,-109.5,5.5,0,6,2
279,-109.5,5.5,0,14,2
280,-109.5,5.5,0,11,2
284,-107.5,4.5,0,0,4
285,-108.5,4.5,0,5,1
289,-107.5,4.5,4,49,0
290,-107.5,5.5,9,55,3
291,-107.5,6.5,0,0,0
292,-108.5,4.5,0,15,10
294,-106.5,5.5,0,2,0
298,-105.5,5.5,0,4,0
301,-102.5,5.5,0,7,1
304,-96.5,4.5,0,0,0
305,-94.5,4.5,0,15,0
306,-96.5,4.5,0,0,0
413,-77.5,-17.5,0,50,0
429,-81.5,-14.5,0,80,0
430,-81.5,-14.5,0,38,0
434,-81.5,-14.5,0,76,3
437,-82.5,-14.5,0,4,1
454,-77.5,-16.5,0,24,0
455,-77.5,-15.5,0,176,0
460,-83.5,-14.5,0,50,0
496,-85.5,-14.5,3,17,0
506,-87.5,-8.5,0,0,2
508,-86.5,-6.5,0,20,0
516,-92.5,4.5,0,0,0
519,-92.5,3.5,0,1,1
521,-91.5,3.5,0,0,0
528,-92.5,4.5,0,0,0
537,-86.5,-8.5,0,30,0
554,-94.5,-7.5,12,3,12
555,-93.5,-6.5,0,0,3
557,-90.5,-4.5,0,7,8
558,-90.5,-9.5,0,0,8
565,-96.5,3.5,0,0,8
566,-97.5,3.5,0,1,2
567,-97.5,3.5,0,0,7
569,-98.5,3.5,0,0,3
572,-98.5,-6.5,0,0,5
574,-104.5,-6.5,1,1,2
575,-107.5,-6.5,0,0,5
575,-107.5,-6.5,0,0,5
578,-102.5,-9.5,3,0,2
585,-95.5,3.5,0,0,0
587,-96.5,3.5,1,1,1
589,-93.5,4.5,3,0,6
589,-92.5,4.5,1,0,2
594,-85.5,2.5,0,0,0
622,-98.5,3.5,0,2,6
625,-103.5,3.5,0,2,4
626,-105.5,4.5,5,5,5
628,-105.5,4.5,8,20,2
628,-105.5,4.5,40,3,2
629,-103.5,4.5,0,3,1
631,-105.5,4.5,2,3,13
632,-106.5,4.5,0,0,0
639,-112.5,-8.5,2,5,0
645,-102.5,3.5,0,3,2
646,-99.5,3.5,0,2,0
656,-102.5,4.5,0,2,2
658,-104.5,4.5,0,4,1
660,-107.5,5.5,0,14,2
661,-108.5,5.5,0,6,0
662,-106.5,5.5,0,15,1
664,-102.5,4.5,0,5,1
666,-98.5,4.5,0,5,4
666,-98.5,4.5,0,3,1
667,-98.5,4.5,0,3,2
277,-90.5,4.5,0,0,0
279,-95.5,4.5,0,0,0
280,-96.5,4.5,2,3,0
281,-101.5,5.5,2,0,3
281,-101.5,5.5,0,4,6
281,-101.5,5.5,0,0,0
282,-101.5,5.5,0,2,6
282,-101.5,5.5,0,3,3
283,-102.5,5.5,0,0,0
284,-102.5,5.5,0,6,3
284,-102.5,5.5,0,0,1
284,-102.5,5.5,0,2,3
285,-102.5,5.5,0,0,0
288,-110.5,4.5,8,3,0
289,-110.5,4.5,0,177,10
290,-110.5,4.5,0,4,0
291,-110.5,3.5,30,26,2
292,-110.5,3.5,13,22,7
313,-96.5,2.5,0,0,0
318,-98.5,3.5,0,23,1
319,-98.5,3.5,0,19,1
320,-98.5,3.5,0,0,1
324,-94.5,2.5,0,24,4
324,-94.5,2.5,0,52,6
325,-94.5,1.5,0,277,0
339,-94.5,2.5,13,65,25
340,-98.5,1.5,3,124,5
341,-99.5,1.5,1,22,3
342,-100.5,1.5,0,23,2
343,-101.5,2.5,0,7,1
345,-97.5,1.5,0,7,5
345,-97.5,1.5,0,9,3
345,-97.5,1.5,5,40,15
347,-95.5,2.5,5,27,15
380,-76.5,-17.5,0,5,0
382,-75.5,-17.5,0,8,0
399,-84.5,-1.5,0,5,45
400,-87.5,-3.5,0,1,5
400,-87.5,-3.5,0,16,2
400,-87.5,-3.5,0,0,9
401,-89.5,-2.5,0,2,18
402,-92.5,-1.5,0,0,0
403,-93.5,0.5,0,100,3
405,-93.5,0.5,0,174,0
408,-87.5,-2.5,0,0,7
408,-87.5,-2.5,0,5,3
408,-87.5,-2.5,0,6,9
417,-83.5,-0.5,0,3,5
419,-85.5,-3.5,0,1,2
426,-80.5,-8.5,0,1,3
428,-80.5,-8.5,0,0,0
429,-80.5,-9.5,0,14,170
445,-80.5,-9.5,0,21,1
469,-83.5,-7.5,0,0,0
470,-82.5,-9.5,0,4,5
471,-83.5,-11.5,0,18,0
488,-73.5,-17.5,0,91,20
488,-73.5,-17.5,0,30,2
489,-73.5,-16.5,0,40,0
510,-86.5,-6.5,0,0,1
515,-94.5,2.5,0,0,0
515,-93.5,3.5,0,0,0
516,-93.5,3.5,0,98,8
517,-93.5,3.5,0,10,5
517,-93.5,3.5,0,18,7
518,-92.5,4.5,0,10,2
518,-92.5,4.5,0,2,3
519,-93.5,4.5,0,1,5
520,-93.5,3.5,0,1,1
523,-92.5,2.5,0,0,0
527,-95.5,3.5,0,0,0
528,-93.5,4.5,0,0,0
537,-93.5,1.5,0,0,1
537,-92.5,0.5,0,16,4
539,-90.5,3.5,0,0,0
540,-89.5,2.5,0,0,0
554,-87.5,0.5,0,20,3
554,-88.5,-0.5,0,0,2
555,-90.5,2.5,0,0,2
556,-92.5,2.5,0,37,3
558,-96.5,-3.5,0,1,1
559,-95.5,-4.5,0,0,23
560,-95.5,-5.5,0,0,0
561,-93.5,-5.5,0,3,15
561,-93.5,-5.5,0,0,0
564,-89.5,-6.5,0,0,0
565,-90.5,-8.5,0,0,0
566,-90.5,-8.5,0,5,10
566,-89.5,-8.5,0,0,6
568,-87.5,-12.5,0,0,4
569,-90.5,-12.5,3,0,12
569,-90.5,-11.5,0,0,3
569,-90.5,-11.5,0,0,0
570,-90.5,-11.5,0,0,5
570,-90.5,-11.5,0,0,5
571,-90.5,-9.5,0,0,0
572,-90.5,-9.5,0,4,1
573,-89.5,-9.5,0,0,0
573,-88.5,-9.5,0,8,2
574,-87.5,-8.5,0,12,0
575,-89.5,-6.5,0,0,0
575,-89.5,-6.5,0,0,0
576,-89.5,-5.5,0,0,0
577,-89.5,-5.5,0,0,0
577,-89.5,-5.5,0,0,0
577,-90.5,-5.5,0,0,1
578,-90.5,-5.5,0,0,1
579,-89.5,-5.5,0,0,0
579,-89.5,-5.5,0,0,0
580,-89.5,-5.5,0,0,0
581,-90.5,-6.5,0,0,1
592,-81.5,0.5,0,0,0
594,-81.5,0.5,0,0,0
599,-93.5,-3.5,0,98,2
600,-94.5,-4.5,0,12,3
601,-94.5,-4.5,0,0,0
601,-93.5,-5.5,0,3,6
602,-93.5,-5.5,0,4,0
603,-90.5,-5.5,0,10,0
603,-90.5,-5.5,0,7,0
605,-88.5,-0.5,0,20,16
607,-85.5,1.5,0,1,1
608,-82.5,-0.5,0,0,0
618,-89.5,1.5,0,0,0
619,-92.5,3.5,0,0,0
620,-92.5,3.5,0,0,0
623,-98.5,1.5,0,84,2
624,-98.5,1.5,0,9,1
625,-99.5,2.5,0,4,0
626,-100.5,3.5,0,14,2
631,-104.5,-4.5,0,12,2
632,-104.5,-4.5,0,0,0
633,-107.5,-4.5,0,12,3
633,-107.5,-4.5,0,4,3
634,-107.5,-4.5,0,4,1
635,-104.5,-6.5,0,5,1
636,-102.5,-7.5,1,13,1
639,-100.5,-8.5,0,3,9
640,-100.5,-7.5,0,2,3
643,-96.5,-5.5,0,2,0
644,-95.5,-5.5,0,0,1
645,-95.5,-0.5,0,135,10
647,-93.5,1.5,0,0,0
649,-89.5,2.5,1,1,18
650,-85.5,0.5,0,0,0
658,-89.5,1.5,0,0,1
661,-97.5,-4.5,0,22,10
662,-97.5,-5.5,0,0,0
663,-98.5,-6.5,0,30,17
664,-99.5,-9.5,0,0,0
666,-105.5,-9.5,4,2,1
666,-104.5,-9.5,0,1,0
668,-100.5,-7.5,0,0,0
669,-98.5,-5.5,0,0,0
670,-98.5,-5.5,0,0,0
671,-99.5,-4.5,0,0,2
671,-100.5,-4.5,0,0,1
285,-95.5,3.5,0,0,0
288,-108.5,4.5,0,10,15
290,-113.5,2.5,35,28,7
291,-108.5,4.5,0,6,9
292,-106.5,4.5,0,1,3
293,-110.5,3.5,1,10,21
294,-110.5,3.5,5,41,4
295,-114.5,5.5,0,25,20
296,-114.5,5.5,0,9,13
297,-115.5,4.5,13,30,13
297,-116.5,4.5,2,16,22
297,-116.5,4.5,4,48,13
298,-116.5,4.5,0,13,2
299,-116.5,4.5,0,5,0
299,-117.5,4.5,0,4,6
299,-116.5,3.5,0,0,0
300,-116.5,4.5,0,6,1
301,-116.5,4.5,0,32,10
301,-116.5,4.5,0,6,2
302,-116.5,4.5,0,3,5
302,-116.5,4.5,0,2,3
304,-117.5,6.5,0,25,3
305,-113.5,6.5,0,0,0
306,-113.5,6.5,0,11,3
310,-123.5,5.5,0,48,8
310,-123.5,5.5,0,0,0
311,-120.5,5.5,0,13,2
313,-110.5,6.5,0,3,0
314,-106.5,6.5,0,9,3
316,-98.5,4.5,0,0,0
317,-97.5,3.5,0,0,0
319,-96.5,1.5,0,25,17
320,-96.5,1.5,0,33,5
320,-96.5,1.5,0,22,4
320,-96.5,1.5,0,34,33
321,-96.5,1.5,0,103,13
389,-90.5,-2.5,0,155,66
390,-90.5,-2.5,0,46,47
391,-93.5,0.5,0,6,3
392,-95.5,1.5,27,85,15
393,-95.5,1.5,16,24,8
394,-94.5,1.5,0,16,7
395,-93.5,0.5,0,77,60
396,-94.5,0.5,0,40,6
397,-92.5,-1.5,20,110,6
408,-92.5,-1.5,0,70,42
409,-92.5,-1.5,0,8,18
410,-92.5,-1.5,0,0,50
410,-92.5,-1.5,0,210,30
410,-92.5,-1.5,0,75,50
411,-92.5,-1.5,0,8,9
412,-92.5,-1.5,0,6,12
412,-92.5,-1.5,0,0,2
415,-96.5,0.5,32,6,12
418,-90.5,-2.5,0,1,1
419,-88.5,-3.5,0,22,8
419,-87.5,-3.5,0,25,10
420,-86.5,-3.5,0,2,0
420,-85.5,-3.5,0,3,5
421,-83.5,-2.5,0,57,0
462,-73.5,-17.5,0,24,16
463,-73.5,-17.5,0,21,5
464,-73.5,-17.5,0,71,9
485,-74.5,-18.5,0,25,0
495,-74.5,-18.5,0,10,0
495,-74.5,-18.5,0,44,0
497,-75.5,-18.5,0,29,0
498,-76.5,-18.5,0,5,30
501,-81.5,-13.5,0,0,0
503,-85.5,-9.5,0,32,6
522,-93.5,4.5,0,14,6
524,-93.5,3.5,0,18,0
524,-93.5,3.5,0,35,2
525,-93.5,3.5,0,97,0
526,-93.5,4.5,0,1,0
529,-96.5,4.5,0,0,11
537,-120.5,7.5,0,0,0
