day,x,y,Bigeye tuna,Skipjack tuna,Yellowfin tuna
287,-107.5,6.5,3,25,2
289,-107.5,5.5,0,2,0
291,-113.5,5.5,0,9,1
294,-124.5,3.5,25,150,5
295,-122.5,3.5,0,0,0
300,-125.5,3.5,0,0,0
304,-133.5,-6.5,2,7,1
305,-134.5,-7.5,0,1,0
306,-133.5,-7.5,23,5,1
308,-128.5,-6.5,20,8,2
309,-124.5,-7.5,5,10,0
310,-122.5,-8.5,2,2,6
311,-120.5,-8.5,3,4,3
313,-116.5,-11.5,12,8,3
315,-112.5,-10.5,5,9,4
316,-111.5,-10.5,7,25,2
317,-108.5,-11.5,1,9,0
318,-104.5,-13.5,35,14,1
319,-102.5,-13.5,7,4,1
319,-102.5,-12.5,5,0,0
320,-102.5,-11.5,4,8,2
322,-107.5,-9.5,25,3,0
322,-106.5,-9.5,0,0,0
415,-74.5,-20.5,0,0,0
416,-74.5,-20.5,0,3,2
427,-106.5,-13.5,36,0,8
428,-107.5,-11.5,4,0,1
429,-108.5,-11.5,25,0,0
431,-114.5,-12.5,9,1,0
432,-114.5,-13.5,2,1,1
433,-114.5,-14.5,3,1,1
437,-128.5,-8.5,1,0,2
438,-129.5,-9.5,1,0,0
438,-129.5,-9.5,1,1,0
441,-133.5,-7.5,2,0,1
442,-133.5,-6.5,1,0,9
443,-134.5,-5.5,15,0,0
444,-136.5,-5.5,5,0,0
445,-133.5,-3.5,5,0,0
446,-132.5,-4.5,10,0,0
449,-128.5,-3.5,7,0,0
452,-128.5,5.5,18,0,7
454,-126.5,7.5,2,0,1
455,-126.5,5.5,1,0,1
456,-125.5,3.5,2,1,1
457,-126.5,2.5,1,1,1
463,-112.5,5.5,3,6,25
466,-109.5,6.5,0,3,3
469,-106.5,5.5,0,3,0
472,-99.5,2.5,1,15,1
518,-92.5,3.5,0,85,0
519,-92.5,3.5,0,17,3
521,-95.5,4.5,0,18,25
523,-101.5,6.5,0,0,2
524,-104.5,4.5,18,10,0
525,-102.5,4.5,3,4,0
527,-105.5,3.5,0,8,12
528,-105.5,3.5,0,0,0
529,-105.5,3.5,0,7,7
531,-96.5,4.5,1,1,0
533,-93.5,0.5,0,12,0
534,-93.5,0.5,0,25,0
540,-97.5,-9.5,0,0,0
541,-99.5,-12.5,12,0,0
541,-99.5,-12.5,14,2,0
543,-103.5,-14.5,40,24,0
544,-102.5,-13.5,20,15,0
545,-106.5,-13.5,12,8,0
545,-105.5,-13.5,3,2,0
546,-107.5,-12.5,15,5,0
547,-109.5,-10.5,10,6,0
547,-109.5,-9.5,7,4,3
548,-109.5,-11.5,10,16,2
549,-105.5,-9.5,4,5,0
549,-105.5,-9.5,3,1,0
550,-103.5,-8.5,5,3,0
550,-103.5,-8.5,6,3,0
553,-96.5,-2.5,3,1,0
555,-92.5,3.5,4,2,0
556,-91.5,4.5,1,1,0
556,-91.5,4.5,0,0,0
557,-90.5,3.5,0,0,0
562,-106.5,5.5,3,2,0
562,-106.5,5.5,5,3,0
563,-107.5,5.5,1,1,0
565,-107.5,0.5,12,5,8
566,-107.5,-0.5,70,15,0
567,-107.5,-3.5,2,0,0
567,-107.5,-3.5,0,0,0
568,-106.5,-4.5,21,10,10
568,-106.5,-4.5,7,5,3
569,-107.5,-4.5,7,3,0
570,-105.5,-4.5,0,0,0
571,-101.5,-5.5,1,2,0
572,-102.5,-6.5,0,10,0
574,-95.5,-12.5,11,1,0
577,-90.5,-16.5,7,0,3
577,-89.5,-16.5,0,0,0
579,-86.5,-12.5,13,2,0
579,-86.5,-12.5,0,0,0
612,-107.5,-2.5,0,3,1
613,-110.5,-2.5,4,2,4
613,-110.5,-3.5,0,1,1
615,-116.5,-2.5,117,16,32
616,-117.5,-3.5,28,7,35
618,-120.5,-7.5,0,12,8
620,-124.5,-1.5,0,1,2
621,-125.5,2.5,0,0,2
622,-123.5,6.5,72,21,0
626,-115.5,-1.5,27,9,9
628,-116.5,6.5,32,64,11
628,-116.5,6.5,0,10,20
629,-116.5,6.5,0,28,7
630,-116.5,6.5,0,1,0
630,-116.5,6.5,11,33,66
631,-115.5,6.5,3,2,0
633,-120.5,2.5,0,0,3
635,-116.5,4.5,0,4,4
635,-116.5,4.5,0,0,0
636,-116.5,4.5,0,5,5
636,-116.5,4.5,15,20,0
636,-116.5,4.5,0,3,2
637,-116.5,4.5,0,3,7
649,-98.5,6.5,0,0,0
652,-111.5,5.5,0,2,8
654,-119.5,5.5,0,0,8
655,-121.5,5.5,0,1,1
655,-121.5,5.5,0,3,4
656,-122.5,4.5,0,6,2
659,-134.5,4.5,0,4,1
660,-136.5,4.5,0,17,8
661,-139.5,5.5,10,20,0
662,-140.5,4.5,8,12,5
663,-140.5,5.5,4,8,3
665,-145.5,5.5,6,14,0
665,-146.5,5.5,10,0,14
666,-145.5,4.5,15,8,12
669,-143.5,-4.5,1,4,0
670,-140.5,-3.5,8,22,0
671,-140.5,-1.5,25,35,0
672,-139.5,-0.5,35,15,0
674,-132.5,-2.5,5,3,0
676,-127.5,-5.5,0,0,2
677,-123.5,-4.5,0,12,2
298,-94.5,-0.5,10,45,10
298,-95.5,-0.5,9,35,9
300,-96.5,4.5,1,1,1
304,-108.5,3.5,0,21,8
304,-109.5,3.5,0,2,3
307,-116.5,5.5,0,1,1
309,-118.5,-0.5,23,2,5
309,-118.5,-0.5,0,0,8
310,-119.5,-2.5,47,15,15
311,-116.5,-2.5,10,27,10
313,-111.5,-5.5,0,2,8
314,-109.5,-2.5,7,5,14
317,-112.5,-10.5,4,10,6
318,-110.5,-11.5,0,0,1
319,-106.5,-12.5,1,0,1
320,-104.5,-12.5,0,0,0
321,-106.5,-8.5,1,1,0
321,-106.5,-8.5,1,2,1
323,-110.5,-9.5,0,0,0
327,-120.5,3.5,2,4,4
328,-119.5,3.5,0,30,11
329,-116.5,3.5,0,4,4
331,-111.5,3.5,2,4,2
333,-105.5,3.5,0,12,3
337,-97.5,2.5,0,1,0
337,-97.5,2.5,0,1,1
407,-75.5,-17.5,0,50,3
427,-76.5,-18.5,0,0,2
430,-80.5,-12.5,0,0,32
435,-80.5,-9.5,0,0,7
466,-80.5,-12.5,0,0,0
477,-72.5,-18.5,0,3,0
478,-72.5,-18.5,0,0,0
485,-74.5,-16.5,0,35,5
490,-72.5,-17.5,0,70,0
494,-77.5,-18.5,0,0,8
496,-83.5,-15.5,0,75,0
497,-84.5,-15.5,0,0,0
498,-81.5,-14.5,0,0,0
500,-82.5,-11.5,0,95,10
502,-84.5,-7.5,0,17,3
538,-94.5,1.5,0,8,0
542,-93.5,0.5,0,60,2
595,-100.5,3.5,0,0,1
596,-99.5,3.5,0,10,7
597,-99.5,4.5,0,14,6
598,-100.5,3.5,6,1,3
599,-101.5,3.5,0,1,1
599,-101.5,3.5,3,5,7
599,-101.5,3.5,0,6,7
600,-99.5,4.5,0,4,6
604,-106.5,3.5,6,5,15
604,-106.5,4.5,5,3,8
605,-107.5,3.5,6,2,20
611,-109.5,5.5,2,18,5
611,-109.5,5.5,0,0,0
612,-109.5,5.5,9,2,4
615,-101.5,4.5,3,21,0
616,-98.5,2.5,4,8,0
622,-96.5,3.5,5,14,1
624,-101.5,2.5,1,4,3
624,-102.5,2.5,5,25,0
625,-102.5,2.5,0,0,0
628,-104.5,3.5,0,11,3
631,-104.5,4.5,15,7,3
631,-103.5,5.5,12,6,2
632,-102.5,5.5,10,15,0
275,-149.5,0.5,113,111,56
276,-147.5,-2.5,12,115,2
277,-143.5,-1.5,26,55,5
300,-97.5,6.5,0,0,0
302,-106.5,5.5,5,29,0
305,-117.5,9.5,0,0,0
306,-120.5,6.5,0,39,5
307,-121.5,6.5,1,19,0
307,-122.5,6.5,1,21,3
308,-124.5,7.5,1,16,3
308,-124.5,7.5,0,3,12
312,-134.5,4.5,2,67,13
312,-134.5,4.5,0,11,2
313,-133.5,6.5,15,45,3
313,-133.5,6.5,0,29,8
315,-141.5,6.5,1,24,2
315,-141.5,6.5,1,19,2
316,-141.5,6.5,0,199,3
317,-141.5,6.5,1,31,0
317,-140.5,6.5,28,3,15
318,-140.5,6.5,2,95,0
319,-141.5,6.5,19,10,6
400,-120.5,-1.5,11,4,5
404,-140.5,2.5,5,19,6
405,-140.5,4.5,11,38,6
406,-144.5,2.5,3,21,1
426,-141.5,-3.5,0,10,0
427,-138.5,-3.5,0,40,0
460,-143.5,-1.5,1,6,1
494,-149.5,-1.5,7,26,1
519,-144.5,-2.5,3,18,1
519,-144.5,-2.5,4,37,0
520,-142.5,-1.5,37,35,2
521,-139.5,-2.5,115,77,4
522,-139.5,-3.5,10,68,7
523,-140.5,1.5,1,18,5
523,-140.5,1.5,0,0,0
524,-142.5,3.5,1,21,3
525,-145.5,3.5,108,36,1
526,-145.5,3.5,16,21,3
527,-145.5,3.5,109,25,6
527,-145.5,3.5,0,0,0
528,-145.5,4.5,151,28,3
530,-149.5,0.5,96,41,13
531,-149.5,0.5,41,16,3
532,-149.5,1.5,83,49,15
533,-149.5,2.5,23,24,5
662,-140.5,5.5,12,51,2
663,-140.5,3.5,7,19,4
710,-148.5,-1.5,218,81,12
711,-148.5,-1.5,139,110,7
717,-147.5,-1.5,2,15,3
718,-149.5,-2.5,2,53,5
722,-148.5,-3.5,2,33,5
722,-149.5,-4.5,1,26,4
723,-148.5,-2.5,1,21,0
649,-123.5,10.5,0,6,0
649,-123.5,10.5,0,0,0
501,-119.5,13.5,0,13,1
543,-110.5,14.5,0,98,2
499,-138.5,5.5,0,0,15
504,-145.5,7.5,0,4,16
508,-139.5,11.5,0,25,0
298,-106.5,5.5,0,0,0
298,-106.5,6.5,0,17,0
438,-112.5,3.5,0,0,0
439,-112.5,3.5,0,48,72
483,-134.5,6.5,0,30,20
503,-133.5,3.5,3,10,3
507,-132.5,3.5,7,15,8
510,-135.5,6.5,0,18,10
511,-135.5,6.5,0,0,0
511,-135.5,6.5,0,6,7
512,-135.5,6.5,0,11,5
587,-122.5,5.5,0,20,5
591,-121.5,6.5,0,20,0
662,-112.5,4.5,0,3,10
664,-112.5,5.5,0,14,11
675,-115.5,3.5,1,16,3
677,-111.5,8.5,0,0,4
275,-114.5,5.5,0,10,2
276,-113.5,5.5,1,3,2
296,-99.5,-7.5,15,0,25
297,-100.5,-6.5,5,5,0
298,-103.5,-6.5,40,8,2
299,-105.5,-6.5,39,0,5
300,-104.5,-9.5,3,0,0
301,-106.5,-10.5,17,1,7
302,-103.5,-9.5,3,0,0
303,-105.5,-6.5,2,0,0
303,-105.5,-6.5,27,3,5
304,-102.5,-7.5,0,2,0
431,-83.5,-14.5,0,6,0
431,-83.5,-13.5,0,5,0
432,-82.5,-13.5,0,5,0
433,-83.5,-13.5,0,6,0
436,-82.5,-18.5,15,10,0
440,-83.5,-14.5,0,5,0
441,-86.5,-17.5,10,15,0
443,-83.5,-20.5,0,6,0
445,-79.5,-18.5,0,31,0
461,-92.5,-10.5,0,0,4
463,-87.5,-13.5,0,0,4
465,-82.5,-16.5,0,0,0
466,-81.5,-18.5,0,1,1
466,-81.5,-18.5,0,0,1
483,-73.5,-17.5,0,3,1
486,-73.5,-17.5,0,2,0
491,-84.5,-9.5,0,0,1
507,-82.5,-11.5,2,0,0
511,-85.5,-20.5,25,0,0
512,-85.5,-20.5,6,0,0
513,-82.5,-19.5,4,0,0
513,-82.5,-19.5,0,0,0
514,-81.5,-19.5,0,0,0
515,-84.5,-16.5,5,0,0
516,-86.5,-16.5,52,0,0
517,-85.5,-16.5,1,1,0
518,-87.5,-14.5,4,1,0
520,-90.5,-14.5,5,2,0
523,-97.5,-8.5,0,0,0
526,-92.5,-10.5,0,0,0
526,-92.5,-10.5,2,0,0
528,-89.5,-12.5,4,2,0
529,-89.5,-10.5,0,0,0
532,-90.5,-15.5,15,1,0
533,-89.5,-15.5,4,0,0
533,-89.5,-16.5,3,0,0
534,-90.5,-16.5,4,1,0
535,-91.5,-15.5,17,0,0
536,-91.5,-13.5,16,0,0
537,-92.5,-12.5,4,1,0
576,-90.5,-6.5,0,0,0
578,-93.5,-10.5,6,0,0
578,-93.5,-10.5,7,0,0
579,-93.5,-11.5,3,0,1
580,-95.5,-11.5,18,0,4
581,-97.5,-9.5,5,0,0
582,-100.5,-9.5,1,2,0
583,-101.5,-11.5,0,1,1
585,-105.5,-8.5,0,0,2
587,-101.5,-9.5,6,0,1
598,-94.5,3.5,0,5,19
599,-96.5,2.5,0,2,3
600,-95.5,2.5,0,2,3
601,-96.5,3.5,0,2,3
601,-96.5,4.5,0,3,1
603,-97.5,4.5,0,0,4
604,-100.5,5.5,0,1,5
605,-100.5,5.5,0,1,5
606,-100.5,5.5,0,2,3
609,-99.5,5.5,0,1,1
610,-101.5,3.5,0,1,3
611,-99.5,3.5,0,1,4
611,-99.5,3.5,0,0,0
633,-82.5,2.5,0,0,2
633,-82.5,2.5,0,0,4
636,-82.5,2.5,0,0,0
636,-82.5,2.5,0,0,1
639,-82.5,0.5,0,1,0
642,-82.5,0.5,0,0,0
643,-82.5,1.5,0,0,0
649,-93.5,1.5,0,0,6
652,-96.5,-5.5,0,1,1
654,-100.5,-8.5,0,0,0
655,-100.5,-9.5,0,0,2
656,-99.5,-11.5,2,0,5
656,-99.5,-11.5,0,0,1
657,-100.5,-11.5,4,6,3
657,-100.5,-11.5,1,2,2
658,-100.5,-12.5,60,8,3
659,-99.5,-11.5,5,2,0
659,-99.5,-11.5,0,0,0
660,-100.5,-11.5,0,1,2
660,-101.5,-11.5,4,3,8
661,-102.5,-10.5,2,0,9
662,-104.5,-10.5,1,1,1
664,-100.5,-10.5,6,0,1
665,-100.5,-10.5,0,0,0
667,-99.5,-11.5,2,1,1
668,-97.5,-11.5,18,2,3
669,-95.5,-9.5,0,0,0
669,-95.5,-9.5,0,0,0
671,-97.5,-11.5,0,0,1
672,-96.5,-12.5,0,0,2
287,-112.5,6.5,0,0,0
289,-116.5,5.5,120,28,0
289,-116.5,5.5,112,8,0
290,-118.5,5.5,3,30,2
291,-120.5,5.5,45,24,0
294,-124.5,4.5,0,0,1
295,-127.5,6.5,5,46,36
296,-128.5,6.5,14,0,11
301,-128.5,3.5,20,15,10
302,-127.5,3.5,15,20,0
304,-129.5,2.5,1,6,5
305,-126.5,5.5,15,60,0
306,-122.5,5.5,0,2,2
307,-120.5,3.5,15,10,0
307,-119.5,3.5,5,5,5
308,-119.5,2.5,0,0,0
309,-121.5,5.5,6,80,0
310,-123.5,6.5,10,0,10
313,-136.5,3.5,5,1,0
314,-136.5,4.5,46,8,4
314,-136.5,4.5,8,0,5
315,-133.5,2.5,22,12,0
315,-133.5,2.5,2,12,6
316,-132.5,2.5,39,68,10
316,-132.5,1.5,5,0,0
317,-135.5,2.5,5,13,2
317,-135.5,2.5,5,3,0
319,-128.5,5.5,5,3,0
350,-95.5,1.5,2,33,0
356,-121.5,-2.5,170,47,0
360,-139.5,-3.5,14,22,0
361,-144.5,-3.5,48,191,0
363,-149.5,-3.5,69,69,4
363,-149.5,-3.5,0,0,0
364,-148.5,-4.5,56,95,7
365,-149.5,-4.5,2,3,1
368,-143.5,-1.5,80,96,7
369,-142.5,-1.5,69,96,10
375,-119.5,6.5,0,0,4
403,-79.5,-18.5,0,17,0
406,-73.5,-21.5,0,105,0
406,-73.5,-21.5,0,35,0
409,-77.5,-22.5,25,40,10
409,-78.5,-22.5,0,5,0
410,-78.5,-22.5,37,50,8
411,-78.5,-21.5,10,15,5
412,-77.5,-19.5,0,118,0
412,-77.5,-19.5,0,50,0
413,-78.5,-22.5,0,25,0
415,-76.5,-24.5,15,15,5
416,-77.5,-22.5,0,30,0
416,-77.5,-21.5,0,15,0
417,-77.5,-21.5,12,30,0
417,-78.5,-21.5,10,25,0
419,-75.5,-23.5,0,25,0
421,-76.5,-20.5,0,45,0
421,-76.5,-20.5,0,15,0
421,-76.5,-20.5,0,20,0
422,-78.5,-21.5,0,20,5
422,-77.5,-21.5,0,8,4
423,-78.5,-21.5,0,10,0
423,-77.5,-22.5,0,30,0
423,-77.5,-22.5,4,8,0
424,-78.5,-22.5,0,3,0
424,-79.5,-21.5,10,25,0
425,-78.5,-20.5,0,38,0
425,-78.5,-21.5,0,10,0
427,-76.5,-19.5,0,25,0
427,-76.5,-19.5,0,0,2
428,-76.5,-20.5,0,10,0
428,-76.5,-20.5,0,28,0
429,-77.5,-22.5,0,8,5
430,-77.5,-22.5,20,12,0
431,-75.5,-21.5,0,8,0
452,-81.5,-17.5,0,6,3
453,-79.5,-19.5,0,100,10
455,-78.5,-22.5,4,0,1
460,-73.5,-17.5,0,263,12
466,-73.5,-17.5,0,15,0
467,-73.5,-17.5,0,121,10
495,-73.5,-16.5,0,13,2
495,-73.5,-16.5,0,17,3
499,-83.5,-15.5,55,6,4
500,-81.5,-13.5,0,0,4
502,-78.5,-19.5,48,12,0
503,-79.5,-20.5,8,0,0
506,-85.5,-11.5,1,19,0
507,-88.5,-8.5,0,0,0
511,-86.5,-10.5,4,4,22
513,-87.5,-10.5,0,0,0
513,-89.5,-8.5,4,51,0
514,-89.5,-8.5,3,115,0
516,-90.5,-10.5,0,0,0
519,-89.5,-8.5,0,0,0
519,-89.5,-8.5,8,26,0
520,-87.5,-9.5,6,32,0
521,-85.5,-11.5,1,3,0
525,-89.5,-7.5,0,1,5
528,-96.5,2.5,0,2,4
530,-92.5,5.5,0,0,0
531,-92.5,5.5,3,2,4
531,-92.5,5.5,0,15,24
531,-92.5,5.5,0,0,0
532,-94.5,5.5,0,0,0
533,-97.5,3.5,0,1,3
533,-97.5,3.5,0,0,2
534,-99.5,3.5,45,17,2
534,-99.5,3.5,0,0,0
535,-99.5,3.5,0,3,22
535,-99.5,3.5,0,10,20
538,-99.5,3.5,0,7,3
539,-99.5,3.5,0,1,1
540,-100.5,2.5,0,4,4
541,-105.5,1.5,4,2,14
542,-106.5,1.5,0,1,3
699,-96.5,3.5,0,0,0
699,-98.5,1.5,0,27,1
700,-102.5,3.5,0,2,8
700,-102.5,3.5,0,15,7
701,-104.5,4.5,0,8,7
701,-105.5,3.5,0,3,3
702,-105.5,4.5,0,7,8
702,-106.5,4.5,0,2,4
703,-110.5,4.5,2,5,3
705,-116.5,5.5,0,8,4
705,-116.5,5.5,0,4,8
705,-116.5,5.5,0,12,8
706,-114.5,7.5,0,1,0
707,-114.5,6.5,0,13,7
708,-116.5,2.5,5,0,0
708,-117.5,3.5,2,7,7
709,-118.5,4.5,0,50,5
709,-118.5,4.5,0,12,12
710,-118.5,4.5,0,24,6
710,-118.5,4.5,0,40,10
711,-120.5,5.5,0,0,2
711,-121.5,4.5,2,20,8
714,-124.5,-1.5,5,8,7
716,-124.5,5.5,2,11,5
716,-124.5,6.5,0,1,2
717,-123.5,7.5,0,1,5
717,-124.5,6.5,0,1,2
718,-123.5,4.5,0,8,9
718,-123.5,4.5,2,13,13
719,-122.5,3.5,2,2,4
720,-121.5,3.5,15,22,3
721,-122.5,2.5,10,8,2
722,-123.5,2.5,0,0,0
723,-118.5,5.5,0,11,6
723,-118.5,5.5,1,8,7
726,-112.5,5.5,0,7,10
728,-107.5,3.5,0,0,2
719,-106.5,-10.5,20,5,0
723,-113.5,-5.5,50,5,5
724,-112.5,-4.5,10,40,0
726,-116.5,-7.5,70,20,15
727,-114.5,-5.5,0,7,0
729,-114.5,-8.5,15,5,40
277,-126.5,7.5,0,18,4
278,-125.5,5.5,0,45,10
279,-124.5,5.5,0,7,3
280,-126.5,5.5,0,9,3
280,-125.5,5.5,0,0,0
281,-125.5,5.5,0,0,0
283,-122.5,5.5,0,50,0
283,-122.5,5.5,0,40,0
284,-121.5,5.5,0,15,5
285,-120.5,5.5,0,10,5
286,-120.5,5.5,0,15,10
287,-120.5,4.5,0,23,15
288,-121.5,4.5,0,10,5
288,-122.5,4.5,0,6,2
288,-122.5,4.5,0,30,0
290,-120.5,6.5,0,4,0
291,-120.5,4.5,0,37,5
291,-120.5,4.5,2,40,8
291,-120.5,5.5,0,20,10
293,-120.5,5.5,0,20,7
293,-120.5,5.5,15,10,13
294,-120.5,6.5,1,14,5
299,-128.5,3.5,0,7,4
300,-125.5,5.5,0,16,2
306,-111.5,5.5,0,10,5
308,-107.5,4.5,0,0,35
309,-104.5,4.5,5,80,15
310,-105.5,4.5,0,0,0
447,-85.5,-9.5,0,40,0
456,-100.5,2.5,2,1,0
491,-110.5,4.5,1,2,0
491,-110.5,4.5,2,2,0
494,-103.5,6.5,3,4,0
494,-104.5,5.5,0,0,0
496,-107.5,4.5,3,1,0
499,-99.5,5.5,25,10,0
500,-99.5,4.5,20,40,0
503,-107.5,5.5,2,1,0
503,-107.5,5.5,0,0,0
504,-110.5,4.5,2,2,0
504,-109.5,4.5,4,3,0
506,-103.5,3.5,0,0,0
507,-103.5,3.5,5,5,0
508,-102.5,5.5,4,6,0
508,-102.5,5.5,10,30,0
510,-101.5,5.5,5,15,0
511,-103.5,5.5,0,0,0
511,-103.5,5.5,0,0,0
512,-103.5,5.5,0,0,0
581,-109.5,4.5,2,18,0
583,-110.5,4.5,0,30,5
590,-111.5,3.5,0,4,2
592,-109.5,4.5,0,7,3
594,-104.5,5.5,0,0,0
595,-106.5,5.5,0,16,2
597,-106.5,5.5,0,5,0
601,-106.5,-4.5,0,2,19
605,-112.5,-4.5,0,20,2
609,-103.5,-3.5,0,5,0
613,-100.5,3.5,0,8,4
613,-99.5,3.5,0,12,3
615,-99.5,3.5,0,6,4
616,-100.5,3.5,0,3,3
617,-100.5,3.5,0,8,4
617,-100.5,3.5,0,2,0
621,-102.5,3.5,0,0,0
622,-101.5,4.5,0,0,2
657,-118.5,5.5,0,11,4
658,-122.5,4.5,0,52,8
659,-122.5,4.5,0,16,4
660,-123.5,3.5,5,88,43
662,-123.5,4.5,1,14,5
664,-122.5,4.5,1,5,2
665,-122.5,4.5,2,18,7
666,-123.5,3.5,4,8,3
667,-122.5,4.5,0,9,3
668,-121.5,4.5,0,10,15
669,-120.5,4.5,0,2,1
673,-120.5,5.5,1,26,12
674,-120.5,5.5,0,13,7
674,-120.5,5.5,0,7,7
675,-120.5,6.5,0,31,9
677,-116.5,4.5,0,27,13
677,-115.5,4.5,0,14,11
687,-97.5,4.5,0,5,3
280,-94.5,4.5,0,3,1
285,-108.5,5.5,0,7,0
290,-113.5,4.5,3,8,5
291,-113.5,3.5,0,25,0
293,-113.5,4.5,15,35,0
295,-114.5,3.5,5,25,0
296,-115.5,2.5,2,12,1
298,-115.5,3.5,1,4,2
299,-115.5,2.5,0,10,5
300,-115.5,2.5,20,30,5
304,-116.5,3.5,20,40,0
305,-116.5,3.5,15,30,5
306,-116.5,4.5,12,34,4
333,-102.5,5.5,3,28,1
334,-102.5,5.5,0,67,4
336,-101.5,5.5,0,60,4
342,-110.5,5.5,0,10,5
344,-112.5,3.5,12,22,0
345,-112.5,4.5,0,0,0
347,-113.5,3.5,4,1,1
348,-113.5,3.5,0,11,5
348,-114.5,3.5,0,9,3
360,-99.5,2.5,0,5,0
373,-80.5,2.5,0,0,0
387,-95.5,2.5,7,35,8
388,-96.5,2.5,13,15,10
389,-97.5,2.5,3,2,2
390,-96.5,2.5,7,2,3
391,-100.5,2.5,0,0,0
391,-100.5,2.5,1,0,1
392,-101.5,2.5,8,2,3
393,-105.5,2.5,20,15,10
394,-104.5,2.5,2,0,1
395,-102.5,2.5,2,0,1
395,-102.5,2.5,1,0,0
396,-102.5,3.5,3,2,2
398,-110.5,2.5,9,8,8
399,-110.5,1.5,10,25,5
401,-108.5,2.5,4,2,3
402,-106.5,3.5,2,2,1
441,-99.5,-2.5,0,2,0
441,-99.5,-2.5,0,0,0
442,-97.5,-2.5,0,4,2
444,-99.5,0.5,0,5,2
448,-109.5,5.5,6,0,0
449,-110.5,3.5,3,0,4
450,-112.5,5.5,0,6,0
453,-111.5,6.5,0,31,5
454,-111.5,5.5,0,10,1
455,-111.5,6.5,0,40,3
456,-111.5,5.5,0,1,5
456,-111.5,5.5,0,28,6
458,-109.5,5.5,0,20,6
459,-108.5,6.5,0,0,1
460,-108.5,4.5,0,6,6
462,-111.5,5.5,0,1,1
462,-111.5,5.5,0,0,5
463,-111.5,5.5,0,5,3
464,-110.5,5.5,0,13,3
465,-108.5,4.5,0,16,2
466,-108.5,6.5,0,16,3
470,-101.5,4.5,0,42,16
471,-101.5,5.5,0,2,2
471,-101.5,5.5,0,1,11
472,-100.5,5.5,0,0,0
473,-101.5,5.5,0,5,2
474,-102.5,5.5,0,0,0
474,-101.5,5.5,0,1,1
476,-96.5,5.5,0,1,1
478,-91.5,6.5,0,0,0
501,-95.5,5.5,0,2,11
503,-95.5,5.5,0,40,30
504,-94.5,5.5,0,24,12
505,-94.5,5.5,0,18,13
506,-93.5,5.5,0,3,2
506,-93.5,5.5,0,10,8
508,-94.5,4.5,4,22,14
508,-94.5,4.5,0,8,7
510,-94.5,4.5,1,44,17
512,-92.5,5.5,0,3,4
514,-95.5,6.5,0,0,0
515,-94.5,5.5,0,2,6
516,-93.5,4.5,0,0,0
516,-93.5,4.5,1,6,14
517,-94.5,4.5,0,6,4
518,-94.5,4.5,0,0,0
521,-94.5,5.5,0,1,2
523,-94.5,4.5,0,2,8
523,-94.5,4.5,0,0,0
525,-94.5,4.5,0,0,0
527,-92.5,5.5,0,0,1
529,-95.5,3.5,1,18,6
549,-90.5,4.5,0,0,0
551,-86.5,1.5,0,67,8
552,-86.5,1.5,0,14,1
554,-86.5,1.5,0,0,1
556,-86.5,2.5,0,5,5
558,-85.5,1.5,0,0,0
559,-86.5,1.5,0,0,0
560,-86.5,1.5,0,9,1
561,-86.5,1.5,1,7,0
562,-85.5,1.5,0,3,0
563,-85.5,1.5,0,3,0
563,-85.5,1.5,0,0,5
564,-86.5,1.5,0,4,1
566,-86.5,1.5,0,0,0
567,-84.5,1.5,0,0,0
569,-84.5,1.5,0,0,0
570,-85.5,1.5,0,0,0
570,-85.5,1.5,0,2,0
571,-85.5,2.5,0,2,1
572,-84.5,2.5,0,0,0
574,-85.5,1.5,0,0,0
648,-109.5,5.5,0,15,20
650,-109.5,5.5,0,8,7
650,-109.5,5.5,0,17,8
651,-109.5,5.5,0,12,1
651,-109.5,5.5,0,19,1
652,-109.5,5.5,0,4,0
652,-109.5,5.5,0,20,0
652,-109.5,5.5,0,20,5
653,-109.5,5.5,0,16,0
653,-109.5,5.5,0,37,0
654,-109.5,5.5,0,5,0
654,-109.5,5.5,0,0,12
656,-108.5,5.5,0,1,6
656,-108.5,5.5,0,0,5
657,-108.5,5.5,0,5,18
657,-108.5,5.5,0,4,6
658,-108.5,5.5,0,68,0
659,-108.5,5.5,0,6,13
660,-108.5,5.5,0,0,0
663,-102.5,4.5,0,0,3
665,-102.5,4.5,0,5,0
665,-102.5,4.5,0,3,0
668,-96.5,4.5,0,1,0
669,-96.5,4.5,0,0,0
669,-96.5,4.5,0,0,0
671,-96.5,4.5,0,0,0
672,-96.5,4.5,0,15,0
672,-96.5,4.5,0,15,0
673,-96.5,4.5,0,5,0
688,-97.5,3.5,0,0,3
688,-97.5,3.5,0,0,5
690,-102.5,2.5,0,6,14
692,-98.5,4.5,0,0,3
693,-100.5,3.5,0,3,12
694,-98.5,4.5,0,0,0
695,-101.5,3.5,0,1,4
696,-102.5,2.5,0,0,10
697,-102.5,3.5,0,5,10
698,-102.5,2.5,0,0,2
700,-108.5,4.5,0,15,10
701,-107.5,4.5,2,12,6
702,-108.5,4.5,2,18,15
703,-107.5,4.5,2,14,14
704,-108.5,4.5,0,45,5
705,-108.5,4.5,2,25,8
706,-108.5,4.5,0,12,3
707,-107.5,4.5,0,20,0
708,-107.5,4.5,0,2,3
709,-107.5,4.5,0,3,7
709,-107.5,4.5,2,3,7
710,-107.5,4.5,0,0,0
710,-107.5,5.5,0,0,2
