x,y,depth
105.04497354497354,0,-31
105.13492063492063,0,-31
105.22486772486772,0,-32.90998077392578
105.31481481481481,0,-35.81005096435547
105.4047619047619,0,-37
105.494708994709,0,-37
105.58465608465609,0,-35.73025894165039
105.67460317460318,0,-36.010032653808594
105.76455026455027,0,-38.909812927246094
105.85449735449735,0,-41
105.94444444444444,0,-39.05006408691406
106.03439153439153,0,-41.37032699584961
106.12433862433862,0,-40.9997673034668
106.21428571428571,0,-44.90032958984375
106.30423280423281,0,-43.79997634887695
106.3941798941799,0,-44.69981002807617
106.48412698412699,0,-44
106.57407407407408,0,-40.190757751464844
106.66402116402116,0,-43.9099235534668
106.75396825396825,0,-48.6003532409668
106.84391534391534,0,-56
106.93386243386243,0,-71.83673095703125
107.02380952380952,0,-44.21013641357422
107.1137566137566,0,-59.0005989074707
107.20370370370371,0,-64.26990509033203
107.2936507936508,0,-56.39936447143555
107.38359788359789,0,-49.69989013671875
107.47354497354497,0,-41.909481048583984
107.56349206349206,0,-38.1000862121582
107.65343915343915,0,-37.369503021240234
107.74338624338624,0,-34.449790954589844
107.83333333333333,0,-33
107.92328042328042,0,-35.190277099609375
108.01322751322752,0,-37.090057373046875
108.10317460317461,0,-40.9304313659668
108.1931216931217,0,-38
108.28306878306879,0,-26.30029296875
108.37301587301587,0,-30.899911880493164
108.46296296296296,0,-27.899911880493164
108.55291005291005,0,-26
108.64285714285714,0,-30.100088119506836
108.73280423280423,0,-29
108.82275132275132,0,-28
108.91269841269842,0,-24.10003662109375
109.0026455026455,0,-16.299560546875
109.0925925925926,0,-6.050044059753418
109.18253968253968,0,1e4
109.27248677248677,0,1e4
109.36243386243386,0,1e4
109.45238095238095,0,1e4
109.54232804232804,0,1e4
109.63227513227513,0,1e4
109.72222222222223,0,1e4
109.81216931216932,0,1e4
109.9021164021164,0,1e4
109.9920634920635,0,1e4
110.08201058201058,0,1e4
110.17195767195767,0,1e4
110.26190476190476,0,1e4
110.35185185185185,0,1e4
110.44179894179894,0,1e4
110.53174603174602,0,1e4
