lon,lat,value
-150,40,0.4336242973804474
-149.75,40,0.43601351976394653
-149.5,40,0.4437047839164734
-149.25,40,0.4547680914402008
-149,40,0.4679930508136749
-148.75,40,0.4759773313999176
-148.5,40,0.47055110335350037
-148.25,40,0.4657391607761383
-148,40,0.46173030138015747
-147.75,40,0.46406668424606323
-147.5,40,0.4685192108154297
-147.25,40,0.4792032837867737
-147,40,0.4897315502166748
-146.75,40,0.4926567077636719
-146.5,40,0.4957573413848877
-146.25,40,0.4866962432861328
-146,40,0.47933149337768555
-145.75,40,0.4815933406352997
-145.5,40,0.4763363003730774
-145.25,40,0.47400498390197754
-145,40,0.46640655398368835
-144.75,40,0.46808797121047974
-144.5,40,0.475716769695282
-144.25,40,0.46315544843673706
-144,40,0.46289291977882385
-143.75,40,0.4607752561569214
-143.5,40,0.4508984088897705
-143.25,40,0.4629417657852173
-143,40,0.4686845541000366
-142.75,40,0.46291401982307434
-142.5,40,0.46446266770362854
-142.25,40,0.47332149744033813
-142,40,0.4823915362358093
-141.75,40,0.4713834524154663
-141.5,40,0.4672382175922394
-141.25,40,0.47332680225372314
-141,40,0.46260833740234375
-140.75,40,0.4522082805633545
-140.5,40,0.4373076558113098
-140.25,40,0.42926445603370667
-140,40,0.41748344898223877
-139.75,40,0.41442111134529114
-139.5,40,0.4187289774417877
-139.25,40,0.4429992735385895
-139,40,0.44961100816726685
-138.75,40,0.4595051109790802
-138.5,40,0.4571101665496826
-138.25,40,0.4414929747581482
-138,40,0.4309576153755188
-137.75,40,0.41410011053085327
-137.5,40,0.39577165246009827
-137.25,40,0.38698405027389526
-137,40,0.3952018916606903
-136.75,40,0.4112841784954071
-136.5,40,0.4210206866264343
-136.25,40,0.42603448033332825
-136,40,0.4206142723560333
-135.75,40,0.4114099144935608
-135.5,40,0.4216299057006836
-135.25,40,0.41729816794395447
-135,40,0.4096551537513733
-134.75,40,0.4078585207462311
-134.5,40,0.4013616144657135
-134.25,40,0.4016532003879547
-134,40,0.40360668301582336
-133.75,40,0.3981504440307617
-133.5,40,0.39265114068984985
-133.25,40,0.3795815408229828
-133,40,0.3785019516944885
-132.75,40,0.37141305208206177
-132.5,40,0.3565402030944824
-132.25,40,0.34090569615364075
-132,40,0.33224600553512573
-131.75,40,0.3332172632217407
-131.5,40,0.33861595392227173
-131.25,40,0.3510427176952362
-131,40,0.3553105294704437
-130.75,40,0.37894386053085327
-130.5,40,0.3868183493614197
-130.25,40,0.3877968490123749
-130,40,0.3846646845340729
-129.75,40,0.38801753520965576
-129.5,40,0.39575034379959106
-129.25,40,0.4069881737232208
-129,40,0.4157238304615021
-128.75,40,0.4247193932533264
-128.5,40,0.4481692612171173
-128.25,40,0.4665561020374298
-128,40,0.4721394181251526
-127.75,40,0.4576883614063263
-127.5,40,0.46493932604789734
-127.25,40,0.434162437915802
-127,40,0.39315593242645264
-126.75,40,0.37312039732933044
-126.5,40,0.3383181691169739
-126.25,40,0.3390941917896271
-126,40,0.36005812883377075
-125.75,40,0.41761818528175354
-125.5,40,0.46574312448501587
-125.25,40,0.5194815397262573
-125,40,0.5535470247268677
-124.75,40,0.5121511220932007
-124.5,40,0.4788239598274231
-124.25,40,0.4724561870098114
-124,40,0.8521112203598022
-123.75,40,0.8586122393608093
-123.5,40,0.9212825298309326
-123.25,40,0.9212825298309326
-123,40,0.9212825298309326
-122.75,40,0.9212825298309326
-122.5,40,0.9212825298309326
-122.25,40,0.9212825298309326
-122,40,0.9212825298309326
-121.75,40,0.9212825298309326
-121.5,40,0.9212825298309326
-121.25,40,0.9212825298309326
-121,40,0.9212825298309326
-120.75,40,0.9212825298309326
-120.5,40,0.9212825298309326
-120.25,40,0.9212825298309326
-120,40,0.9212825298309326
-119.75,40,0.9212825298309326
-119.5,40,0.9212825298309326
-119.25,40,0.9212825298309326
-119,40,0.9212825298309326
-118.75,40,0.9212825298309326
-118.5,40,0.9212825298309326
-118.25,40,0.9212825298309326
-118,40,0.9212825298309326
-117.75,40,0.9212825298309326
-117.5,40,0.9212825298309326
-117.25,40,0.9212825298309326
-117,40,0.9212825298309326
-116.75,40,0.9212825298309326
-116.5,40,0.9212825298309326
-116.25,40,0.9212825298309326
-116,40,0.9212825298309326
-115.75,40,0.9212825298309326
-115.5,40,0.9212825298309326
-115.25,40,0.9212825298309326
-115,40,0.9212825298309326
-114.75,40,0.9212825298309326
-114.5,40,0.9212825298309326
-114.25,40,0.9212825298309326
-114,40,0.9212825298309326
-113.75,40,0.9212825298309326
-113.5,40,0.9212825298309326
-113.25,40,0.9212825298309326
-113,40,0.9212825298309326
-112.75,40,0.9212825298309326
-112.5,40,0.9212825298309326
-112.25,40,0.9212825298309326
-112,40,0.9212825298309326
-111.75,40,0.9212825298309326
-111.5,40,0.9212825298309326
-111.25,40,0.9212825298309326
-111,40,0.9212825298309326
-110.75,40,0.9212825298309326
-110.5,40,0.9212825298309326
-110.25,40,0.9212825298309326
-110,40,0.9212825298309326
-109.75,40,0.9212825298309326
-109.5,40,0.9212825298309326
-109.25,40,0.9212825298309326
-109,40,0.9212825298309326
-108.75,40,0.9212825298309326
-108.5,40,0.9212825298309326
-108.25,40,0.9212825298309326
-108,40,0.9212825298309326
-107.75,40,0.9212825298309326
-107.5,40,0.9212825298309326
-107.25,40,0.9212825298309326
-107,40,0.9212825298309326
-106.75,40,0.9212825298309326
-106.5,40,0.9212825298309326
-106.25,40,0.9212825298309326
-106,40,0.9212825298309326
-105.75,40,0.9212825298309326
-105.5,40,0.9212825298309326
-105.25,40,0.9212825298309326
-105,40,0.9212825298309326
-104.75,40,0.9212825298309326
-104.5,40,0.9212825298309326
-104.25,40,0.9212825298309326
-104,40,0.9212825298309326
-103.75,40,0.9212825298309326
-103.5,40,0.9212825298309326
-103.25,40,0.9212825298309326
-103,40,0.9212825298309326
-102.75,40,0.9212825298309326
-102.5,40,0.9212825298309326
-102.25,40,0.9212825298309326
-102,40,0.9212825298309326
-101.75,40,0.9212825298309326
-101.5,40,0.9212825298309326
-101.25,40,0.9212825298309326
-101,40,0.9212825298309326
-100.75,40,0.9212825298309326
-100.5,40,0.9212825298309326
-100.25,40,0.9212825298309326
