lon,lat,u,v
-180,41,0.05554419755935669,-4.510557628236711e-4
-180,42,0.051016904413700104,-9.224395398632623e-6
-180,43,0.04768376424908638,-2.5336738326586783e-4
-180,44,0.03928603604435921,-4.456787428352982e-4
-180,45,0.02698301523923874,-4.3136414024047554e-4
-180,46,0.018100393936038017,8.952884818427265e-4
-180,47,0.010152183473110199,0.0022873161360621452
-180,48,0.004017695318907499,0.004009857773780823
-180,49,0.005045557860285044,0.007275020703673363
-180,50,0.004350013565272093,0.011539763770997524
-179,-50,0.05745094269514084,0.004125748295336962
-179,-49,0.0696033239364624,-0.006623389199376106
-179,-48,0.07502168416976929,-0.017717787995934486
-179,-47,0.07685969024896622,-0.02979399636387825
-179,-46,0.07651729136705399,-0.04303576797246933
-179,-45,0.06628109514713287,-0.05068157985806465
-179,-44,0.04637455195188522,-0.05235302448272705
-179,-43,0.022124478593468666,-0.0520617850124836
-179,-42,0.0020970525220036507,-0.05705638974905014
-179,-41,0.006134760100394487,-0.0693102553486824
-179,-40,0.018276194110512733,-0.08299355953931808
-179,-39,0.028278132900595665,-0.09152666479349136
-179,-38,0.04638618975877762,-0.08609312027692795
-179,-37,0.06489506363868713,-0.0731114000082016
-179,-36,0.05233655124902725,-0.04822520166635513
-179,-35,0.036867935210466385,-0.025198282673954964
-179,-34,0.017938196659088135,-0.0037250733003020287
-179,-33,0.004447981249541044,0.009145026095211506
-179,-32,-0.00636090524494648,0.018802182748913765
-179,-31,-0.008284801617264748,0.01934780366718769
-179,-30,-0.006379920523613691,0.01673407480120659
-179,-29,1.6642689297441393e-4,0.010166887193918228
-179,-28,0.008074793964624405,0.0027172607369720936
-179,-27,0.01629505306482315,-0.004947299603372812
-179,-26,0.025980699807405472,-0.009008631110191345
-179,-25,0.03438527509570122,-0.012285127304494381
-179,-24,0.03577058017253876,-0.012217827141284943
-179,-23,0.03390679880976677,-0.011345484293997288
-179,-22,0.025408312678337097,-0.008855344727635384
-179,-21,0.015672488138079643,-0.005895582493394613
-179,-20,0.00454734219238162,-0.002417377196252346
-179,-19,-0.007666820660233498,6.402751314453781e-4
-179,-18,-0.019943954423069954,0.003460705978795886
-179,-17,-0.029876722022891045,0.004838262684643269
-179,-16,-0.038606807589530945,0.005619450937956572
-179,-15,-0.0393819697201252,0.00393641646951437
-179,-14,-0.03818986937403679,0.0017460231902077794
-179,-13,-0.027678823098540306,-0.002119411015883088
-179,-12,-0.015108940191566944,-0.0059038205072283745
-179,-11,4.1016677278093994e-4,-0.009442843496799469
-179,-10,0.008386973291635513,-0.011734589003026485
-179,-9,0.007738485932350159,-0.012967347167432308
-179,-8,-0.0062365154735744,-0.012730974704027176
-179,-7,-0.03887616842985153,-0.010323068127036095
-179,-6,-0.08187422156333923,-0.006994045339524746
-179,-5,-0.14028030633926392,-0.003005137201398611
-179,-4,-0.21402046084403992,0.0018078286666423082
-179,-3,-0.31757110357284546,0.00779788987711072
-179,-2,-0.4005948603153229,0.01711997203528881
-179,-1,-0.30560436844825745,0.02465827204287052
-179,0,-0.06340601295232773,0.022097323089838028
-179,1,0.0021314958576112986,0.015067617408931255
-179,2,-0.13945862650871277,0.020417314022779465
-179,3,-0.13939854502677917,0.029317613691091537
-179,4,-0.06806346774101257,0.036217957735061646
-179,5,-0.01203735638409853,0.039795421063899994
-179,6,0.01651119999587536,0.03861863166093826
-179,7,0.019291231408715248,0.03442483767867088
-179,8,0.0060813818126916885,0.02934475801885128
-179,9,-0.02892882376909256,0.024569032713770866
-179,10,-0.06491181254386902,0.01788361743092537
-179,11,-0.09552976489067078,0.012064164504408836
-179,12,-0.11858146637678146,0.007636097725480795
-179,13,-0.1302877962589264,0.00401145126670599
-179,14,-0.1356450915336609,7.052172441035509e-4
-179,15,-0.12032707780599594,-0.0017054914496839046
-179,16,-0.10215554386377335,-0.0036960591096431017
-179,17,-0.07410383224487305,-0.00377159402705729
-179,18,-0.046208590269088745,-0.0034154090099036694
-179,19,-0.018497737124562263,-0.001981440931558609
-179,20,0.003906694706529379,-7.655080989934504e-4
-179,21,0.018261749297380447,2.76069127721712e-4
-179,22,0.026965178549289703,3.591002896428108e-4
-179,23,0.030781544744968414,-3.9829331217333674e-4
-179,24,0.027409419417381287,-0.002041969448328018
-179,25,0.021893586963415146,-0.0039064353331923485
-179,26,0.016087986528873444,-0.005863596219569445
-179,27,0.010283567942678928,-0.007951193489134312
-179,28,0.010447967797517776,-0.010018916800618172
-179,29,0.012145190499722958,-0.012342987582087517
-179,30,0.019685856997966766,-0.015080234967172146
-179,31,0.027792055159807205,-0.018146783113479614
-179,32,0.03715783357620239,-0.020967058837413788
-179,33,0.04399856925010681,-0.022571280598640442
-179,34,0.049614354968070984,-0.023072391748428345
-179,35,0.0521061010658741,-0.020951086655259132
-179,36,0.05351673811674118,-0.01779860258102417
-179,37,0.053648438304662704,-0.013438386842608452
-179,38,0.05587060749530792,-0.00898120366036892
-179,39,0.05797697603702545,-0.004851040430366993
-179,40,0.05777404084801674,-0.0020721154287457466
-179,41,0.055042196065187454,-3.0631295521743596e-4
-179,42,0.050913941115140915,7.616890361532569e-4
-179,43,0.0481155626475811,8.055837824940681e-4
-179,44,0.04047057405114174,6.172229768708348e-4
-179,45,0.028954481706023216,3.365857701282948e-4
-179,46,0.019620561972260475,8.885975694283843e-4
-179,47,0.011046335101127625,0.0018676171312108636
-179,48,0.004041848238557577,0.0034782749135047197
-179,49,0.003688839264214039,0.007021239027380943
-179,50,0.003758822800591588,0.010950025171041489
-178,-50,0.06289881467819214,-0.0038295683916658163
-178,-49,0.07517844438552856,-0.01394710410386324
-178,-48,0.08175940811634064,-0.025096334517002106
-178,-47,0.08465662598609924,-0.037057064473629
-178,-46,0.08437404036521912,-0.049322158098220825
-178,-45,0.06833887100219727,-0.052320219576358795
-178,-44,0.045495595782995224,-0.04944775253534317
-178,-43,0.02197306603193283,-0.045418646186590195
-178,-42,0.009977682493627071,-0.04926970973610878
-178,-41,0.017535241320729256,-0.05811655521392822
-178,-40,0.030482575297355652,-0.06642758101224899
-178,-39,0.03727908432483673,-0.0662144124507904
-178,-38,0.04322696104645729,-0.05538091063499451
-178,-37,0.046866923570632935,-0.0392158217728138
-178,-36,0.032160382717847824,-0.017627079039812088
-178,-35,0.01766202226281166,3.189860435668379e-4
-178,-34,0.0030653353314846754,0.014578850008547306
-178,-33,-0.005144235212355852,0.020037034526467323
-178,-32,-0.010452917777001858,0.022396288812160492
-178,-31,-0.007287668529897928,0.01835693046450615
-178,-30,-0.0016196641372516751,0.012733510695397854
-178,-29,0.00703611271455884,0.0053923833183944225
-178,-28,0.014895920641720295,-0.0015955741982907057
-178,-27,0.022191544994711876,-0.008320343680679798
-178,-26,0.029140152037143707,-0.011154198087751865
-178,-25,0.03497733175754547,-0.013186820782721043
-178,-24,0.034898027777671814,-0.011823221109807491
-178,-23,0.03184256702661514,-0.009968334808945656
-178,-22,0.022673455998301506,-0.007103905081748962
-178,-21,0.012721708975732327,-0.004048547241836786
-178,-20,0.0015634186565876007,-7.345266058109701e-4
-178,-19,-0.010023045353591442,0.0020826023537665606
-178,-18,-0.02190019004046917,0.004565719980746508
-178,-17,-0.03052595444023609,0.005478645674884319
-178,-16,-0.0377800390124321,0.00577344698831439
-178,-15,-0.037316903471946716,0.0037936142180114985
-178,-14,-0.034706514328718185,0.0013668661704286933
-178,-13,-0.024524755775928497,-0.0025099627673625946
-178,-12,-0.012129097245633602,-0.0062126596458256245
-178,-11,0.0024144661147147417,-0.00937342457473278
-178,-10,0.008949663490056992,-0.010979636572301388
-178,-9,0.006635304540395737,-0.011464945040643215
-178,-8,-0.009204448200762272,-0.010535324923694134
-178,-7,-0.04383183643221855,-0.008057971484959126
-178,-6,-0.08884752541780472,-0.005295186303555965
-178,-5,-0.1482524573802948,-0.0026933453045785427
-178,-4,-0.22155961394309998,3.6913296207785606e-4
-178,-3,-0.3245970904827118,0.005672562401741743
-178,-2,-0.4056840240955353,0.015107975341379642
-178,-1,-0.30579859018325806,0.022232217714190483
-178,0,-0.06123318523168564,0.019284961745142937
-178,1,0.0060702417977154255,0.01857093535363674
-178,2,-0.14520186185836792,0.03255671262741089
-178,3,-0.1464812159538269,0.04405497387051582
-178,4,-0.07498709112405777,0.046045880764722824
-178,5,-0.014957836829125881,0.043093614280223846
-178,6,0.018247287720441818,0.03780229762196541
-178,7,0.022306013852357864,0.03216367959976196
-178,8,0.008586892858147621,0.028268389403820038
-178,9,-0.02792312763631344,0.025121238082647324
-178,10,-0.0642254427075386,0.01981350965797901
-178,11,-0.09457158297300339,0.014614523388445377
-178,12,-0.11689480394124985,0.009912931360304356
-178,13,-0.1283593773841858,0.005752974655479193
-178,14,-0.13373963534832,0.0017470463644713163
-178,15,-0.11939271539449692,-0.0012526431819424033
-178,16,-0.10229311883449554,-0.00379080418497324
-178,17,-0.07536093145608902,-0.004261931404471397
-178,18,-0.04829055070877075,-0.004198258277028799
-178,19,-0.020684804767370224,-0.002806916134431958
-178,20,0.0018549315864220262,-0.0014590243808925152
-178,21,0.016824202612042427,1.5470919606741518e-5
-178,22,0.02621866576373577,5.032340995967388e-4
-178,23,0.030831847339868546,9.424446034245193e-5
-178,24,0.027965795248746872,-0.0014650537632405758
-178,25,0.022722981870174408,-0.003370567923411727
-178,26,0.016943756490945816,-0.005356497596949339
-178,27,0.011133220978081226,-0.007443638984113932
-178,28,0.010996486991643906,-0.009213222190737724
-178,29,0.012372348457574844,-0.011149080470204353
-178,30,0.019700925797224045,-0.01334027573466301
-178,31,0.027569297701120377,-0.015934636816382408
-178,32,0.0366867296397686,-0.018584055826067924
-178,33,0.043653324246406555,-0.020933326333761215
-178,34,0.049403879791498184,-0.022373370826244354
-178,35,0.05129675567150116,-0.021066509187221527
-178,36,0.05204429477453232,-0.01857375167310238
-178,37,0.05141199380159378,-0.014673375524580479
-178,38,0.053588684648275375,-0.010380473919212818
-178,39,0.05598229542374611,-0.00616913428530097
-178,40,0.05666329711675644,-0.002639906946569681
-178,41,0.05452721565961838,-1.928197598317638e-4
-178,42,0.05080488696694374,0.001485103857703507
-178,43,0.04853062704205513,0.001805911771953106
-178,44,0.04163619503378868,0.0016145861009135842
-178,45,0.03093673102557659,0.0010362120810896158
-178,46,0.021153634414076805,8.276613662019372e-4
-178,47,0.01194891519844532,0.001386152347549796
-178,48,0.004063100554049015,0.0028641808312386274
-178,49,0.0022697506938129663,0.006661472842097282
-178,50,0.0030042040161788464,0.010383964516222477
-177,-50,0.06753996014595032,-0.008694862946867943
-177,-49,0.07994507998228073,-0.017978817224502563
-177,-48,0.08752645552158356,-0.027737272903323174
-177,-47,0.0902610644698143,-0.03722970932722092
-177,-46,0.08739348500967026,-0.04565154016017914
-177,-45,0.0650298222899437,-0.044756364077329636
-177,-44,0.04050369933247566,-0.04007909819483757
-177,-43,0.018882611766457558,-0.03502517193555832
-177,-42,0.013369451276957989,-0.03655274957418442
-177,-41,0.02064109966158867,-0.0406365729868412
-177,-40,0.030345307663083076,-0.043796829879283905
-177,-39,0.03219740092754364,-0.040210235863924026
-177,-38,0.032759591937065125,-0.029758954420685768
-177,-37,0.03163415193557739,-0.01586991176009178
-177,-36,0.019892064854502678,-1.2136740406276658e-4
-177,-35,0.009109508246183395,0.011995209380984306
-177,-34,-7.929053390398622e-4,0.020264647901058197
-177,-33,-0.0050656758248806,0.021066289395093918
-177,-32,-0.0070289201103150845,0.019646907225251198
-177,-31,-0.002679790835827589,0.0141400545835495
-177,-30,0.0035813916474580765,0.008113490417599678
-177,-29,0.012227227911353111,0.0015475292457267642
-177,-28,0.019407739862799644,-0.003990160301327705
-177,-27,0.025766754522919655,-0.009035076014697552
-177,-26,0.030461259186267853,-0.010936807841062546
-177,-25,0.03420300409197807,-0.012175568379461765
-177,-24,0.03313681110739708,-0.010591843165457249
-177,-23,0.02936137467622757,-0.008656999096274376
-177,-22,0.020020319148898125,-0.00600049365311861
-177,-21,0.009621071629226208,-0.0032379026524722576
-177,-20,-0.0011451794998720288,-4.51205502031371e-4
-177,-19,-0.012020797468721867,0.001886548358015716
-177,-18,-0.022839926183223724,0.0039056017994880676
-177,-17,-0.030402615666389465,0.0045856209471821785
-177,-16,-0.03641325607895851,0.0046956175938248634
-177,-15,-0.03471451625227928,0.002633778378367424
-177,-14,-0.031544964760541916,2.173525426769629e-4
-177,-13,-0.021714847534894943,-0.0033942703157663345
-177,-12,-0.01012068334966898,-0.006718900986015797
-177,-11,0.0029620982240885496,-0.009317596442997456
-177,-10,0.007949902676045895,-0.010309779085218906
-177,-9,0.004279916174709797,-0.010311577469110489
-177,-8,-0.01246276218444109,-0.009194465354084969
-177,-7,-0.04763241857290268,-0.0070569878444075584
-177,-6,-0.09376280754804611,-0.004754235502332449
-177,-5,-0.15402790904045105,-0.0023658263962715864
-177,-4,-0.22835467755794525,0.001112773665226996
-177,-3,-0.3314225971698761,0.006680019199848175
-177,-2,-0.4087827503681183,0.014789295382797718
-177,-1,-0.30586540699005127,0.01721617765724659
-177,0,-0.057476866990327835,0.008924066089093685
-177,1,-0.012225636281073093,0.009331196546554565
-177,2,-0.1628952920436859,0.027090704068541527
-177,3,-0.15635840594768524,0.042424943298101425
-177,4,-0.07268613576889038,0.04508717358112335
-177,5,-0.008772444911301136,0.03916887566447258
-177,6,0.022610271349549294,0.03291158378124237
-177,7,0.02336456999182701,0.028830764815211296
-177,8,0.005160536151379347,0.02770804986357689
-177,9,-0.030079882591962814,0.026857033371925354
-177,10,-0.06484828889369965,0.02208702638745308
-177,11,-0.09366163611412048,0.016639165580272675
-177,12,-0.11468269675970078,0.011468491517007351
-177,13,-0.12565799057483673,0.006964533589780331
-177,14,-0.13099245727062225,0.002656858414411545
-177,15,-0.11782873421907425,-4.884822992607951e-4
-177,16,-0.10189501941204071,-0.0032009368296712637
-177,17,-0.07582201063632965,-0.004031592048704624
-177,18,-0.04959369823336601,-0.004310533870011568
-177,19,-0.022752562537789345,-0.0032636902760714293
-177,20,-5.786981200799346e-4,-0.0021182475611567497
-177,21,0.014795430935919285,-6.360006518661976e-4
-177,22,0.02490903250873089,-6.163405487313867e-6
-177,23,0.030585546046495438,-1.539898366900161e-4
-177,24,0.028405502438545227,-0.0015821537235751748
-177,25,0.02361333929002285,-0.0034313483629375696
-177,26,0.017772775143384933,-0.005505372770130634
-177,27,0.011862399987876415,-0.007686850614845753
-177,28,0.011616396717727184,-0.009715750813484192
-177,29,0.012750966474413872,-0.011940640397369862
-177,30,0.019234584644436836,-0.0143532520160079
-177,31,0.026743436232209206,-0.016889376565814018
-177,32,0.03528028726577759,-0.01917003095149994
-177,33,0.04258373752236366,-0.021283676847815514
-177,34,0.048926305025815964,-0.022573061287403107
-177,35,0.05132555961608887,-0.02172124572098255
-177,36,0.051868729293346405,-0.01934070885181427
-177,37,0.050570327788591385,-0.01568686030805111
-177,38,0.05202074721455574,-0.011479881592094898
-177,39,0.05392088741064072,-0.007287392858415842
-177,40,0.05507635697722435,-0.0036728978157043457
-177,41,0.053609177470207214,-0.0011177589185535908
-177,42,0.05062612518668175,6.792076746933162e-4
-177,43,0.04859296232461929,0.001074015162885189
-177,44,0.042539868503808975,8.379751234315336e-4
-177,45,0.033099886029958725,1.031375941238366e-4
-177,46,0.022836919873952866,-3.666359989438206e-4
-177,47,0.012865888886153698,-4.79719128634315e-5
-177,48,0.0038485578261315823,0.0012273677857592702
-177,49,-1.4300942711997777e-4,0.004976475611329079
-177,50,0.001854800502769649,0.00878913700580597
-176,-50,0.0721810981631279,-0.013560156337916851
-176,-49,0.0847117081284523,-0.022010531276464462
-176,-48,0.093293197453022,-0.030378811061382294
-176,-47,0.09586835652589798,-0.03742064908146858
-176,-46,0.09063223749399185,-0.04215326905250549
-176,-45,0.06174955517053604,-0.03725819289684296
-176,-44,0.03551514074206352,-0.030732037499547005
-176,-43,0.015794793143868446,-0.024616975337266922
-176,-42,0.01676158979535103,-0.02383352443575859
-176,-41,0.023746835067868233,-0.023182567209005356
-176,-40,0.030248412862420082,-0.021195262670516968
-176,-39,0.027224905788898468,-0.01419756468385458
-176,-38,0.022386519238352776,-0.004041570238769054
-176,-37,0.016369884833693504,0.007427765056490898
-176,-36,0.007624811492860317,0.017307115718722343
-176,-35,6.255949265323579e-4,0.023485099896788597
-176,-34,-0.004587163217365742,0.025748513638973236
-176,-33,-0.0049595884047448635,0.022040637210011482
-176,-32,-0.003587987506762147,0.016874592751264572
-176,-31,0.0019288116600364447,0.009922128170728683
-176,-30,0.008775272406637669,0.0035033151507377625
-176,-29,0.017416883260011673,-0.002295575337484479
-176,-28,0.023911992087960243,-0.006376266945153475
-176,-27,0.029337944462895393,-0.009745725430548191
-176,-26,0.031790122389793396,-0.01071939431130886
-176,-25,0.03342866897583008,-0.011164316907525063
-176,-24,0.03137560188770294,-0.009360465221107006
-176,-23,0.026880189776420593,-0.007345663849264383
-176,-22,0.017367178574204445,-0.004897082224488258
-176,-21,0.006923810578882694,-0.0025080053601413965
-176,-20,-0.0037871820386499166,-1.5259816427715123e-4
-176,-19,-0.01396094262599945,0.0017010747687891126
-176,-18,-0.02376805990934372,0.003245704108849168
-176,-17,-0.030261889100074768,0.0036886788439005613
-176,-16,-0.03486175090074539,0.0035605186130851507
-176,-15,-0.032368145883083344,0.00149617251008749
-176,-14,-0.02839798852801323,-9.317846270278096e-4
-176,-13,-0.018916035071015358,-0.0042780544608831406
-176,-12,-0.008117576129734516,-0.007225341163575649
-176,-11,0.00350994267500937,-0.009262188337743282
-176,-10,0.006950141862034798,-0.009639923460781574
-176,-9,0.0019245317671447992,-0.009158209897577763
-176,-8,-0.01572253182530403,-0.007852858863770962
-176,-7,-0.051477983593940735,-0.0060415081679821014
-176,-6,-0.09871767461299896,-0.004263319540768862
-176,-5,-0.15980103611946106,-0.0020410495344549417
-176,-4,-0.23514974117279053,0.0018564120400696993
-176,-3,-0.33824801445007324,0.007687477394938469
-176,-2,-0.4118851125240326,0.014472928829491138
-176,-1,-0.30653324723243713,0.01250005979090929
-176,0,-0.04785996675491333,-0.0014788963599130511
-176,1,-0.031091084703803062,3.7142587825655937e-4
-176,2,-0.18058601021766663,0.021626757457852364
-176,3,-0.16623559594154358,0.04079490527510643
-176,4,-0.07038519531488419,0.04412847012281418
-176,5,-0.00258705485612154,0.035244133323431015
-176,6,0.02697325311601162,0.02802088111639023
-176,7,0.024423129856586456,0.025497855618596077
-176,8,0.0017341803759336472,0.02714771032333374
-176,9,-0.03225768730044365,0.028619976714253426
-176,10,-0.06548096239566803,0.024378985166549683
-176,11,-0.09275168180465698,0.018663806840777397
-176,12,-0.11247056722640991,0.013024050742387772
-176,13,-0.12295662611722946,0.008176094852387905
-176,14,-0.1282452940940857,0.003566667204722762
-176,15,-0.11626534909009933,2.760319330263883e-4
-176,16,-0.10150051862001419,-0.0026103658601641655
-176,17,-0.0762830451130867,-0.003801890881732106
-176,18,-0.05089915916323662,-0.004425652790814638
-176,19,-0.02480996586382389,-0.0037218197248876095
-176,20,-0.002982837613672018,-0.002774507272988558
-176,21,0.012173264287412167,-0.0013116238405928016
-176,22,0.023625925183296204,-5.078769754618406e-4
-176,23,0.030348878353834152,-3.9913764339871705e-4
-176,24,0.028846824541687965,-0.0016985263209789991
-176,25,0.024503538385033607,-0.0034921111073344946
-176,26,0.018601534888148308,-0.005651365499943495
-176,27,0.012598278000950813,-0.007920218631625175
-176,28,0.012232913635671139,-0.010212469846010208
-176,29,0.013131673447787762,-0.012727761641144753
-176,30,0.018881555646657944,-0.015324287116527557
-176,31,0.025942767038941383,-0.01777159422636032
-176,32,0.034018341451883316,-0.01991370879113674
-176,33,0.041725073009729385,-0.021917758509516716
-176,34,0.048727601766586304,-0.02314283326268196
-176,35,0.051357828080654144,-0.022393539547920227
-176,36,0.05168792977929115,-0.020109117031097412
-176,37,0.04972800239920616,-0.016698505729436874
-176,38,0.05045587196946144,-0.012576472014188766
-176,39,0.05186072736978531,-0.008403478190302849
-176,40,0.05348968505859375,-0.004702788311988115
-176,41,0.052690546959638596,-0.0020372169092297554
-176,42,0.050447978079319,-1.1872614413732663e-4
-176,43,0.04865869879722595,3.508568333927542e-4
-176,44,0.04343600943684578,7.63856660341844e-5
-176,45,0.03524686396121979,-8.093569194898009e-4
-176,46,0.024508288130164146,-0.0015312170144170523
-176,47,0.013780316337943077,-0.001439192215912044
-176,48,0.0036409879103302956,-3.5614409716799855e-4
-176,49,-0.002548218471929431,0.00334200169891119
-176,50,6.792255444452167e-4,0.00724652549251914
-175,-50,0.07581722736358643,-0.01040845736861229
-175,-49,0.0881902351975441,-0.01732088439166546
-175,-48,0.09678483754396439,-0.02392921969294548
-175,-47,0.09807027876377106,-0.029015833511948586
-175,-46,0.08966818451881409,-0.03175264224410057
-175,-45,0.05710708349943161,-0.027149846777319908
-175,-44,0.03051871806383133,-0.02181444689631462
-175,-43,0.012265624478459358,-0.016924891620874405
-175,-42,0.014584080316126347,-0.015104161575436592
-175,-41,0.020189382135868073,-0.011967360973358154
-175,-40,0.024648701772093773,-0.007244739215821028
-175,-39,0.020593300461769104,9.28540772292763e-4
-175,-38,0.015573199838399887,0.009700650349259377
-175,-37,0.010045336559414864,0.018370067700743675
-175,-36,0.004167672246694565,0.023444941267371178
-175,-35,-3.5110202588839456e-5,0.02558748424053192
-175,-34,-0.002505280077457428,0.024527080357074738
-175,-33,-0.0010587761644273996,0.019513623788952827
-175,-32,0.0015777568332850933,0.013685210607945919
-175,-31,0.006551223807036877,0.0072013759054243565
-175,-30,0.012562558986246586,0.0015648634871467948
-175,-29,0.020003613084554672,-0.0031091254204511642
-175,-28,0.0257670097053051,-0.006209278479218483
-175,-27,0.030742285773158073,-0.008676039054989815
-175,-26,0.03211033344268799,-0.009471151046454906
-175,-25,0.032645922154188156,-0.009838096797466278
-175,-24,0.029588373377919197,-0.008306723088026047
-175,-23,0.024323415011167526,-0.0064195431768894196
-175,-22,0.014113971963524818,-0.003775036660954356
-175,-21,0.004507871810346842,-0.0014603028539568186
-175,-20,-0.005025919061154127,5.385242984630167e-4
-175,-19,-0.014623365364968777,0.0017818118212744594
-175,-18,-0.024150589480996132,0.0025320304557681084
-175,-17,-0.029623625800013542,0.0022930714767426252
-175,-16,-0.03313857316970825,0.0016082915244624019
-175,-15,-0.030160926282405853,-4.920893115922809e-4
-175,-14,-0.0258627962321043,-0.002849393058568239
-175,-13,-0.01725534349679947,-0.005643200129270554
-175,-12,-0.00784384086728096,-0.00813101977109909
-175,-11,0.0026845887769013643,-0.009800258092582226
-175,-10,0.005071208346635103,-0.009937499649822712
-175,-9,-8.787677506916225e-4,-0.009269212372601032
-175,-8,-0.01903749443590641,-0.00782055500894785
-175,-7,-0.05495408922433853,-0.0056084804236888885
-175,-6,-0.103721022605896,-0.0029533023480325937
-175,-5,-0.16668948531150818,5.398677312768996e-4
-175,-4,-0.24210672080516815,0.00512241804972291
-175,-3,-0.3436758518218994,0.010630397126078606
-175,-2,-0.41391411423683167,0.01791408099234104
-175,-1,-0.30541878938674927,0.018908962607383728
-175,0,-0.03212013840675354,0.008988968096673489
-175,1,-0.05039422959089279,0.010247532278299332
-175,2,-0.20915740728378296,0.025350293144583702
-175,3,-0.17473256587982178,0.0399557501077652
