bet,skj,yft
0,4,0
0,0,0
0,0,0
0,7,0
0,3,0
0,0,0
0,10,0
0,3,0
0,0.15,0
0,0,0
0,3,0
0,0,0
0,2.5,0
0,0.1,0
0,0.04,0
0,38.03,0
0,0,0
0,2,0
0,15,0
0,30,0
0,2,0
0,0,0
0,0,0
0,6,0
0,0,0
0,6,0
0,5,0
0,3,0
0,17,0
0,11,0
0,5,0
0,4,0
0,4,0
0,11,0
0,0.01,0
0,30,0
0,0.01,0
0,0.01,0
0,0.01,0
0,12,0
0,0.01,0
0,5,0
0,4,0
0,6,0
0,0.01,0
0,12,0
0,0.01,0
0,7,0
0,20,0
0,23,0
0,44,0
0,8,0
0,0.01,0
0,0.01,0
0,0.01,0
0,0.01,0
0,0.01,0
0,112,0
0,0.01,0
0,8,0
0,0.01,0
0,0,0
0,35,0
0,15,0
0,6,0
0,9,0
0,12,0
0,46,0
0,0,0
0,57,0
0,0,0
0,0,0
0,105,0
0,10,0
0,29,0
0,11,0
0,20,0
0,0,0
100,61,0
66,100,4
0,0,0
0,62,0
0,0,0
0,65,0
0,0,0
0,0,0
0,35,0
0,0,0
0,47,0
0,30,0
0,55,0
0,0,0
0,50,0
0,42,0
0,0,0
0,8,0
0,0,0
0,0,100
0,0,0
0,0,0
0,0,0
0,0,80
0,0,74
0,0,0
0,0,0
0,0,0
0,0,184
0,0,0
0,0,0
0,0,0
0,5,0
0,0,0
0,3,15
0,1,0
0,0,0
0,0,0.01
0,14,0
0,0,0
0,0,0
0,13,0
0,0,0
0,0,0
0,40,0
0,108,0
0,0,0
0,0,0
0,2,0
0,17,0
0,0,0
0,88,0
0,12,0
0,0,0.01
0,5,0
0,0,0.01
0,0.01,0
0,0.01,0
0,10,0
0,0.01,0
0,42,0
0,0.01,0
0,0,0
0,6,0
0,22,0
0,0.01,0
0,0.01,0
0,12,0
0,71,0
0,0,0
0,0,0
0,0,17
0,24,0
0,0,0
0,10,0
0,6,0
0,15,0
0,60,0
0,5,0
0,21,0
0,6,0
0,2,0
0,50,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,12,0
0,0,0
0,16,0
0,15,0
0,0,0
0,0.01,0
0,107,5
0,70,3
0,0.01,0
0,0.01,0
0,0.01,0
0,37,0
0,1,0
0,66,0
0,62,0
0,0.01,0
0,0.01,0
0,0.01,0
0,6,0
0,10,0
0,5,0
0,67,0
0,4,0
0,0.01,0
0,0.01,0
0,0.01,0
0,0.01,0
0,0.01,0
0,5,0
0,7,0
0,13,0
0,0.01,0
0,0.01,0
0,27,0
0,0.01,0
0,6,0
0,20,0
0,0.01,0
0,0.01,0
0,5,0
0,0,0
0,17,0
0,5,0
0,0,0
0,23,0
0,0,0
0,7,0
0,0,0
0,0,0
0,0,0
0,0,0
0,48,0
0,15,0
0,22,0
0,0,0
0,19,0
0,10,0
0,87,0
0,22,0
0,12,0
0,0,0
0,70,0
0,65,0
0,27,0
0,40,0
0,15,0
0,0,0
0,35,0
0,12,0
0,45,0
0,0,0
0,22,0
0,1,9
0,7,0
0,15,0
0,12,0
0,0,0
0,4,0
0,0,6
0,0,6
0,4,2
0,0,0
0,65,0
0,0,0
5,5,0
0,0,0
0,0,0
0,0,0
0,0,0
0,6,0
0,0,0
0,15,0
0,0,0
0,0,0
0,37,0
0,3,0
0,3,137
0,0,0
0,0,0
0,10,0
0,0,0
0,28,0
0,0,0
0,5,0
0,16,0
0,46,0
0,0,0
0,8,0
0,77,0
0,0,0
0,0,25
0,0,10
0,0,7
0,0,55
0,0,0
0,0,0
0,0,10
0,0,30
0,0,8
0,0,7
0,0,0
0,0,0
0,0,45
0,0,10
0,0,0
0,0,10
0,15,0
0,19,3
0,0,0
0,6,0
0,0.01,0
0,0.01,0
0,5,0
0,12,0
0,0.01,0
0,63,0
0,0.01,0
0,0,0
0,0,0
0,35,0
0,40,0
0,0,0
0,28,0
0,0,0
0,8,0
0,16,0
0,10,0
0,0,0
0,21,0
0,0,0
0,0,0
0,0,0
0,26,0
0,0.01,0
0,0.01,0
0,0.01,0
0,0,0
0,30,0
0,40,0
0,30,0
0,70,0
0,45,0
0,30,0
0,70,0
0,20,0
0,33,0
0,60,0
0,38,0
0,35,0
0,0,0
0,0,0
0,0,0
0,97,0
0,35,0
0,0,0
0,0,0
0,0,0
0,4,0
0,5,0
0,24,0
0,0,0
0,88,5
0,14,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,22,0
0,30,0
0,35,0
0,45,0
0,31,0
0,0,0
0,50,0
0,0,0
0,0,0
0,40,0
0,19,0
0,0,0
0,0,0
0,35,0
0,0,0
0,50,0
0,40,0
0,38,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,10,0
0,40,0
0,8,0
0,0,0
0,0,1
0,0,0
0,0.01,0
0,10,0
0,0,0
0,7,0
0,0,0
0,15,0
0,54,0
0,12,0
0,0,0
0,47,0
0,1,59
0,0,0
0,0,26
0,7,0
0,0,0
0,1,1
0,2,48
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,28
0,0,0
0,46,0
0,63,0
0,75,0
0,41,0
0,60,0
0,41,0
0,4,5
0,33,17
0,13,1
0,10,10
0,0,30
0,0,0.01
0,0,2
0,0,0.01
0,15,0
0,8,0
0,0,5
0,0,8
0,0,0
0,55,0
0,66,0
0,0,0
0,0,0
0,0.01,0
0,20,0
0,0,0
0,57,0
0,83,0
0,0,0
0,0,0
0,30,0
0,20,0
0,70,0
0,35,0
0,25,0
0,0,0
0,0,0
100,40,90
0,0,0
0,0,0
0,45,0
0,55,0
0,0,0
0,0,0
0,55,0
0,0,0
0,0,0
0,85,0
0,7,0
0,0,0
0,40,0
0,100,0
0,0,0
0,15,0
0,40,0
0,0,0
0,40,0
0,50,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,2,0
0,30,0
0,20,0
0,28,0
5,45,0
0,25,0
0,24,2
0,0,0
0,0.01,0
0,0.01,0
0,0.01,0
0,40,0
0,19,0
0,0.01,0
0,35,0
0,23,0
0,62,0
0,14,0
0,0.01,0
0,51,0
0,0.01,0
0,40,0
0,0.01,0
0,50,0
0,0.01,0
0,0,0.01
0,0.01,0
0,0.01,0
0,0.01,0
0,40,0
0,18,0
0,17,8
0,0.01,0
0,0.01,0
0,0.01,0
0,0,0
0,0,0
0,0,0
0,0,0
6,2,0
2,35,0
4,4,0
0,5,0
0,26,0
0,1,0
0,0,0
0,0,4
0,0,1
0,0,10
0,1,0
0,14,1
0,45,5
0,12,0
0,0,9
0,0,2
0,0,4
0,0,2
0,17,36
0,2,17
0,20,0
0,62,0
0,0,0
0,2,8
0,0,50
0,0,15
0,0,0
0,0,38
0,0,50
0,0,10
0,0,0
0,0,50
0,0,80
0,0,0
0,13,0
0,10,0
0,24,0
0,7,0
0,14,0
0,20,0
0,7,0
0,8,0
0,0,0
0,50,0
0,150,0
0,80,0
0,28,0
0,10,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,4,0
0,0,0
0,3,5
0,0,25
0,0,0
0,0,0
0,0,0
0,0,0
0,8,22
0,0,0
0,30,0
0,40,0
0,42,0
0,66,0
0,67,0
0,88,0
0,58,0
0,71,0
0,28,0
0,98,0
0,39,0
0,13,0
0,0.01,0
0,0.01,0
0,12,0
0,10,0
1,4,1
16,39.1,2
0,0,0
0,0,25
0,0,15
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1,2
0,25,0
0,12,0
0,15,0
0,0,30
0,0,50
0,0,65
0,0,47
0,0,63
0,119,1
0,16,0
0,39,0
0,10,0
4,19,0
0,167,0
0,0,19
0,21,9
12,13,0
13,43,0
0,0,0.01
0,5,8
3,6,0
0,24,0
83,29,22
0,0,0
0,0,0
0,0.01,0
0,20,0
0,10,0
0,4,0
0,20,0
0,15,0
0,0,0
0,0,0
0,0,0
0,20,0
0,15,0
0,20,0
0,37,0
0,80,0
0,11,4
0,8,7
0,0,12
0,0,32
0,0,1
0,54,0
0,90,0
0,60,0
0,42,0
0,29,0
0,47.15,0
0,30,0
0,86.2,0
0,39,0
0,0.01,0
0,15,0
0,40,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,55,3
0,68,0
0,0,0
0,0,0
0,7,0
0,0,0
0,0,0
0,0,0
0,20,0
0,24,0
0,0,0
0,2,0
0,3,0
0,0,0
0,0,0
0,0,0
0,0,4
0,3,0
0,10,0
0,0,0
0,66,0
0,0,0
0,4,0
0,0,0
0,0,0
0,4,0
0,13,0
0,0,0
0,0,67
0,0,0
0,68,30
0,140,60
0,0,0
0,45,0
0,18,0
0,30,0
0,8,0
0,62,0
0,15,0
0,0,0
0,0,20
0,0,38
0,0,0
0,0,40
0,0,12
93,62,0
0,60,15
4,166,20
0,60,5
56,92,47
1,89,10
0,10,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,30,0
0,8,130
0,0,0
0,30,0
0,0.01,0
0,15,5
0,46,0
0,85,0
0,30,0
0,11,0
0,0,0
0,0,0
0,13,0
0,17,0
0,27,0
0,5,0
0,15,0
0,0,0
0,0,0
0,0,0
0,3,0
0,4,0
0,0.01,0
0,12,0
0,0.01,0
0,15,0
0,0.01,0
0,0.01,0
0,0.01,0
0,93,12
0,65,0
0,27,8
0,50,15
0,30,5
0,3,0
0,42,0
0,34,0
0,0,0
0,22,0
0,40,0
0,0,0
0,0,0
0,15,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,23,0
0,5,0
0,19,0
0,15,0
0,0,0
0,10,0
0,3,0
0,3,0
0,20,0
0,3,0
0,20,0
0,2,0
0,0,5
0,0,15
0,0,0
0,0,2
0,0,0
0,10,0
0,8,0
0,0,0
0,0,0
0,0,0
0,40,0
0,0,0
0,14,1
0,0.01,0
0,0,0
0,0,20
0,60,0
0,0,0
0,4,0
0,0,0
0,0,0
0,0,0
0,8,0
0,6,0
0,121,0
0,5,0
0,25,0
0,27,0
0,0,0
0,40,0
0,30,0
0,2,0
0,10,0
0,4,0
0,4,0
0,4,0
0,40,0
0,4,0
0,1,0
0,0,0
0,25,0
0,0,0
0,0,39
0,5,30
0,0,30
0,0,0
0,0,0
0,0,0
0,40,0
0,3,0
0,12,0
0,0,0
0,38,0
0,67,0
0,30,0
0,0,0
0,42,0
0,20,0
0,0,0
0,20,0
0,14,0
0,0,0
0,0,0
0,50,0
0,0,0
0,16,0
0,0,0
0,12,0
0,15,0
0,22,0
0,5,0
0,45,0
0,10,0
0,0,0
0,0,0
0,10,5
0,25,5
0,0,0
0,0,0
0,8,0
0,0,0
0,49,1
0,8,0
4,0,0
8,0,17
0,14,0
0,19,0
0,0,35
0,0,38
0,0,40
0,0,20
0,20,0
0,10,0
0,37,0
0,10,0
0,0,0
0,60,0
21,104,0
0,15,0
0,32,0
0,40,0
0,8,0
0,35,0
0,0,12
0,0,0
0,0,0
0,0,10
0,0,0
0,3,0
0,0,0
0,0,5
0,6,0
0,0,0
0,0,0
0,6,0
0,0,7
0,0,6
0,0,5
0,0,25
0,6,0
0,1,0
0,0.01,0
0,0,0
0,5,0
0,0,0
0,0,0
0,0,0
0,24,0
0,0,0
0,0,43
0,0,103
0,0,0
0,0,0
0,0,0
0,3,0
0,0,0
0,30,0
0,10,0
0,0,12
0,118,0
0,8,0
0,2,0
0,6,4
0,11,4
0,18,7
0,8,2
0,10,0
0,0,0.01
0,12,0
0,20,0
0,40,0
0,20,0
0,0,30
0,0,0
0,5,0
0,5,65
0,0,0
0,0,0
0,0,0
0,0,54
0,0.01,0
0,0.01,0
0,0,10
0,0,10
0,0,33
0,0.01,0
0,0.01,0
0,0,0
0,8,0
0,0,0
0,40,0
0,0,0
0,0,0
0,0,0
0,30,0
0,0,0
0,9,9
0,56,0
0,0,0
0,128,0
0,0,0
0,116,0
0,35,0
0,62,0
0,0,0
0,50,0
0,30,0
0,5,10
0,9,21
0,18,0
0,47,0
0,17,0
0,0.01,0
0,15,0
0,0,10
0,60,0
0,110,0
0,60,0
0,15,0
0,85,0
0,5,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,20
0,65,0
0,0,35
0,0,20
0,0,20
0,2,38
0,0,25
0,0,45
0,0,45
0,0,55
0,0,0
0,0,50
0,0,40
0,0,0
0,0,45
0,0,25
0,0,15
0,0,0
0,0,20
0,0,25
0,0,30
0,21,4
0,0,0
0,45,0
0,145,0
0,0,32
0,42,0
0,50,0
0,75,0
0,3,17
0,15,0
0,0,0
0,1,2
0,0,15
0,0,0
0,0,0
0,0,38
0,0,12
0,2,6
0,1,4
0,0,2
0,2,4
0,0,4
0,0,0
0,0,20
0,0,18
0,0,39
0,0,0
0,0,0
0,0,136
0,2,9
0,0,93
0,0,34
0,0,12
0,0,5
0,12,40
0,0,30
0,0,18
0,0,40
0,0,37
0,2,33
0,0,50
0,4,3
0,0,16
0,0,8
0,0,0.2
0,0,0
0,0,0
0,0,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,76
0,0,4
0,0,8
0,0,0
0,0,0
0,0,0
0,10,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
