lon,lat,value
-150,40,0.07614908367395401
-149.75,40,0.06199566274881363
-149.5,40,0.08208292722702026
-149.25,40,0.08015043288469315
-149,40,0.06925033032894135
-148.75,40,0.05086513236165047
-148.5,40,0.037788741290569305
-148.25,40,0.07510296255350113
-148,40,0.10283587872982025
-147.75,40,0.06964558362960815
-147.5,40,0.09691207855939865
-147.25,40,0.05599687993526459
-147,40,0.05192819610238075
-146.75,40,0.06294098496437073
-146.5,40,0.11718137562274933
-146.25,40,0.02918230928480625
-146,40,0.042865291237831116
-145.75,40,0.043485529720783234
-145.5,40,0.025800611823797226
-145.25,40,0.04947472736239433
-145,40,0.07893041521310806
-144.75,40,0.1090000793337822
-144.5,40,0.09770628064870834
-144.25,40,0.07170061767101288
-144,40,0.06814690679311752
-143.75,40,0.03411652147769928
-143.5,40,0.03299758955836296
-143.25,40,0.024096675217151642
-143,40,0.08578569442033768
-142.75,40,0.052849557250738144
-142.5,40,0.07007446140050888
-142.25,40,0.07558249682188034
-142,40,0.12993581593036652
-141.75,40,0.13367918133735657
-141.5,40,0.13372491300106049
-141.25,40,0.06519003957509995
-141,40,0.07288888841867447
-140.75,40,0.033563725650310516
-140.5,40,0.046140607446432114
-140.25,40,0.04768722504377365
-140,40,0.05418827012181282
-139.75,40,0.11088109016418457
-139.5,40,0.1020142138004303
-139.25,40,0.11038114875555038
-139,40,0.12057575583457947
-138.75,40,0.12014073878526688
-138.5,40,0.10618335753679276
-138.25,40,0.10399530082941055
-138,40,0.08441367000341415
-137.75,40,0.06944199651479721
-137.5,40,0.07534520328044891
-137.25,40,0.055650677531957626
-137,40,0.06314846128225327
-136.75,40,0.05660485103726387
-136.5,40,0.052009034901857376
-136.25,40,0.07484644651412964
-136,40,0.051354434341192245
-135.75,40,0.07698042690753937
-135.5,40,0.05535027012228966
-135.25,40,0.060369204729795456
-135,40,0.07114291936159134
-134.75,40,0.0415182001888752
-134.5,40,0.04391853138804436
-134.25,40,0.053996700793504715
-134,40,0.05722051486372948
-133.75,40,0.08894453197717667
-133.5,40,0.08885858207941055
-133.25,40,0.09716290235519409
-133,40,0.14512549340724945
-132.75,40,0.052854862064123154
-132.5,40,0.06362564861774445
-132.25,40,0.05405055359005928
-132,40,0.09417766332626343
-131.75,40,0.10702884197235107
-131.5,40,0.0714934766292572
-131.25,40,0.06161704286932945
-131,40,0.0658978596329689
-130.75,40,0.04363356903195381
-130.5,40,0.03929860144853592
-130.25,40,0.0360606387257576
-130,40,0.018630024045705795
-129.75,40,0.019134290516376495
-129.5,40,0.03023621253669262
-129.25,40,0.053110767155885696
-129,40,0.024736398831009865
-128.75,40,0.03969424590468407
-128.5,40,0.038012564182281494
-128.25,40,0.06851273775100708
-128,40,0.09599283337593079
-127.75,40,0.43369966745376587
-127.5,40,0.043951354920864105
-127.25,40,0.055401068180799484
-127,40,0.05375280976295471
-126.75,40,0.16152767837047577
-126.5,40,0.1315932273864746
-126.25,40,0.08098901063203812
-126,40,0.05536627769470215
-125.75,40,0.054160263389348984
-125.5,40,0.10104117542505264
-125.25,40,0.08410945534706116
-125,40,0.03357352316379547
-124.75,40,0.04184833541512489
-124.5,40,0.03259614482522011
-124.25,40,0.034715622663497925
-124,40,0.030679859220981598
-123.75,40,0.033795323222875595
-123.5,40,0.033795323222875595
-123.25,40,0.033795323222875595
-123,40,0.033795323222875595
-122.75,40,0.033795323222875595
-122.5,40,0.033795323222875595
-122.25,40,0.033795323222875595
-122,40,0.033795323222875595
-121.75,40,0.033795323222875595
-121.5,40,0.033795323222875595
-121.25,40,0.033795323222875595
-121,40,0.033795323222875595
-120.75,40,0.033795323222875595
-120.5,40,0.033795323222875595
-120.25,40,0.033795323222875595
-120,40,0.033795323222875595
-119.75,40,0.033795323222875595
-119.5,40,0.033795323222875595
-119.25,40,0.033795323222875595
-119,40,0.033795323222875595
-118.75,40,0.033795323222875595
-118.5,40,0.033795323222875595
-118.25,40,0.033795323222875595
-118,40,0.033795323222875595
-117.75,40,0.033795323222875595
-117.5,40,0.033795323222875595
-117.25,40,0.033795323222875595
-117,40,0.033795323222875595
-116.75,40,0.033795323222875595
-116.5,40,0.033795323222875595
-116.25,40,0.033795323222875595
-116,40,0.033795323222875595
-115.75,40,0.033795323222875595
-115.5,40,0.033795323222875595
-115.25,40,0.033795323222875595
-115,40,0.033795323222875595
-114.75,40,0.033795323222875595
-114.5,40,0.033795323222875595
-114.25,40,0.033795323222875595
-114,40,0.033795323222875595
-113.75,40,0.033795323222875595
-113.5,40,0.033795323222875595
-113.25,40,0.033795323222875595
-113,40,0.033795323222875595
-112.75,40,0.033795323222875595
-112.5,40,0.033795323222875595
-112.25,40,0.033795323222875595
-112,40,0.033795323222875595
-111.75,40,0.033795323222875595
-111.5,40,0.033795323222875595
-111.25,40,0.033795323222875595
-111,40,0.033795323222875595
-110.75,40,0.033795323222875595
-110.5,40,0.033795323222875595
-110.25,40,0.033795323222875595
-110,40,0.033795323222875595
-109.75,40,0.033795323222875595
-109.5,40,0.033795323222875595
-109.25,40,0.033795323222875595
-109,40,0.033795323222875595
-108.75,40,0.033795323222875595
-108.5,40,0.033795323222875595
-108.25,40,0.033795323222875595
-108,40,0.033795323222875595
-107.75,40,0.033795323222875595
-107.5,40,0.033795323222875595
-107.25,40,0.033795323222875595
-107,40,0.033795323222875595
-106.75,40,0.033795323222875595
-106.5,40,0.033795323222875595
-106.25,40,0.033795323222875595
-106,40,0.033795323222875595
-105.75,40,0.033795323222875595
-105.5,40,0.033795323222875595
-105.25,40,0.033795323222875595
-105,40,0.033795323222875595
-104.75,40,0.033795323222875595
-104.5,40,0.033795323222875595
-104.25,40,0.033795323222875595
-104,40,0.033795323222875595
-103.75,40,0.033795323222875595
-103.5,40,0.033795323222875595
-103.25,40,0.033795323222875595
-103,40,0.033795323222875595
-102.75,40,0.033795323222875595
-102.5,40,0.033795323222875595
-102.25,40,0.033795323222875595
-102,40,0.033795323222875595
-101.75,40,0.033795323222875595
-101.5,40,0.033795323222875595
-101.25,40,0.033795323222875595
-101,40,0.033795323222875595
-100.75,40,0.033795323222875595
-100.5,40,0.033795323222875595
-100.25,40,0.033795323222875595
-100,40,0.033795323222875595
-99.75,40,0.033795323222875595
-99.5,40,0.033795323222875595
-99.25,40,0.033795323222875595
-99,40,0.033795323222875595
-98.75,40,0.033795323222875595
-98.5,40,0.033795323222875595
-98.25,40,0.033795323222875595
-98,40,0.033795323222875595
-97.75,40,0.033795323222875595
-97.5,40,0.033795323222875595
-97.25,40,0.033795323222875595
-97,40,0.033795323222875595
-96.75,40,0.033795323222875595
-96.5,40,0.033795323222875595
-96.25,40,0.033795323222875595
-96,40,0.033795323222875595
-95.75,40,0.033795323222875595
-95.5,40,0.033795323222875595
-95.25,40,0.033795323222875595
-95,40,0.033795323222875595
-94.75,40,0.033795323222875595
-94.5,40,0.033795323222875595
-94.25,40,0.033795323222875595
-94,40,0.033795323222875595
-93.75,40,0.033795323222875595
-93.5,40,0.033795323222875595
-93.25,40,0.033795323222875595
-93,40,0.033795323222875595
-92.75,40,0.033795323222875595
-92.5,40,0.033795323222875595
-92.25,40,0.033795323222875595
-92,40,0.033795323222875595
-91.75,40,0.033795323222875595
-91.5,40,0.033795323222875595
-91.25,40,0.033795323222875595
-91,40,0.033795323222875595
-90.75,40,0.033795323222875595
-90.5,40,0.033795323222875595
-90.25,40,0.033795323222875595
-90,40,0.033795323222875595
-89.75,40,0.033795323222875595
-89.5,40,0.033795323222875595
-89.25,40,0.033795323222875595
-89,40,0.033795323222875595
-88.75,40,0.033795323222875595
-88.5,40,0.033795323222875595
-88.25,40,0.033795323222875595
-88,40,0.033795323222875595
-87.75,40,0.033795323222875595
-87.5,40,0.033795323222875595
-87.25,40,0.033795323222875595
-87,40,0.033795323222875595
-86.75,40,0.033795323222875595
-86.5,40,0.033795323222875595
-86.25,40,0.033795323222875595
-86,40,0.033795323222875595
-85.75,40,0.033795323222875595
-85.5,40,0.033795323222875595
-85.25,40,0.033795323222875595
-85,40,0.033795323222875595
-84.75,40,0.033795323222875595
-84.5,40,0.033795323222875595
-84.25,40,0.033795323222875595
-84,40,0.033795323222875595
-83.75,40,0.033795323222875595
-83.5,40,0.033795323222875595
-83.25,40,0.033795323222875595
-83,40,0.033795323222875595
-82.75,40,0.033795323222875595
-82.5,40,0.033795323222875595
-82.25,40,0.033795323222875595
-82,40,0.033795323222875595
-81.75,40,0.033795323222875595
-81.5,40,0.033795323222875595
-81.25,40,0.033795323222875595
-81,40,0.033795323222875595
-80.75,40,0.033795323222875595
-80.5,40,0.033795323222875595
-80.25,40,0.033795323222875595
-80,40,0.033795323222875595
-79.75,40,0.033795323222875595
-79.5,40,0.033795323222875595
-79.25,40,0.033795323222875595
-79,40,0.033795323222875595
-78.75,40,0.033795323222875595
-78.5,40,0.033795323222875595
-78.25,40,0.033795323222875595
-78,40,0.033795323222875595
-77.75,40,0.033795323222875595
-77.5,40,0.033795323222875595
-77.25,40,0.033795323222875595
-77,40,0.033795323222875595
-150,39.75,0.11671668291091919
-149.75,39.75,0.5620051622390747
-149.5,39.75,0.6020938754081726
-149.25,39.75,0.49773937463760376
-149,39.75,0.4997365176677704
-148.75,39.75,0.46777036786079407
-148.5,39.75,0.19376331567764282
-148.25,39.75,0.24456042051315308
-148,39.75,0.3271270990371704
-147.75,39.75,0.1769043654203415
-147.5,39.75,0.29952001571655273
-147.25,39.75,0.301782488822937
-147,39.75,0.3440028429031372
-146.75,39.75,0.29784849286079407
-146.5,39.75,0.11154937744140625
-146.25,39.75,0.12397171556949615
-146,39.75,0.14077520370483398
-145.75,39.75,0.20456339418888092
-145.5,39.75,0.11636294424533844
-145.25,39.75,0.2028091847896576
-145,39.75,0.2168268859386444
-144.75,39.75,0.29493170976638794
-144.5,39.75,0.2718643546104431
-144.25,39.75,0.3475436270236969
-144,39.75,0.348283976316452
-143.75,39.75,0.23930107057094574
-143.5,39.75,0.10652783513069153
-143.25,39.75,0.08798860013484955
-143,39.75,0.18422508239746094
-142.75,39.75,0.18370406329631805
-142.5,39.75,0.251004695892334
-142.25,39.75,0.29983219504356384
-142,39.75,0.3105427622795105
-141.75,39.75,0.20969626307487488
-141.5,39.75,0.19970911741256714
-141.25,39.75,0.16976849734783173
-141,39.75,0.13066162168979645
-140.75,39.75,0.13958966732025146
-140.5,39.75,0.16319000720977783
-140.25,39.75,0.14024968445301056
-140,39.75,0.24204504489898682
-139.75,39.75,0.31898418068885803
-139.5,39.75,0.4222222566604614
-139.25,39.75,0.4710938036441803
-139,39.75,0.46422749757766724
-138.75,39.75,0.30713024735450745
-138.5,39.75,0.42144376039505005
-138.25,39.75,0.4497670829296112
-138,39.75,0.49025288224220276
-137.75,39.75,0.5289914011955261
-137.5,39.75,0.5496071577072144
-137.25,39.75,0.34693607687950134
-137,39.75,0.2637658417224884
-136.75,39.75,0.31426775455474854
-136.5,39.75,0.23392678797245026
-136.25,39.75,0.31057700514793396
-136,39.75,0.24751876294612885
-135.75,39.75,0.23538744449615479
-135.5,39.75,0.37883347272872925
-135.25,39.75,0.36061057448387146
-135,39.75,0.3968571424484253
-134.75,39.75,0.2482559233903885
-134.5,39.75,0.15669287741184235
-134.25,39.75,0.16554918885231018
-134,39.75,0.29250940680503845
-133.75,39.75,0.39951884746551514
-133.5,39.75,0.37335851788520813
-133.25,39.75,0.4320299029350281
-133,39.75,0.4519500732421875
-132.75,39.75,0.2882727086544037
-132.5,39.75,0.16764584183692932
-132.25,39.75,0.15605439245700836
-132,39.75,0.09864865243434906
-131.75,39.75,0.16872882843017578
-131.5,39.75,0.1332991123199463
-131.25,39.75,0.180047869682312
-131,39.75,0.1565084606409073
-130.75,39.75,0.17003142833709717
-130.5,39.75,0.28597119450569153
-130.25,39.75,0.11660441011190414
-130,39.75,0.0809880942106247
-129.75,39.75,0.09305767714977264
-129.5,39.75,0.08788660913705826
-129.25,39.75,0.060491032898426056
-129,39.75,0.07905051112174988
-128.75,39.75,0.09303222596645355
-128.5,39.75,0.11282625049352646
-128.25,39.75,0.05945585295557976
-128,39.75,0.20408092439174652
-127.75,39.75,0.12514501810073853
-127.5,39.75,0.1582304835319519
-127.25,39.75,0.060075514018535614
-127,39.75,0.1324373334646225
-126.75,39.75,0.1495615541934967
-126.5,39.75,0.21959137916564941
-126.25,39.75,0.21916703879833221
-126,39.75,0.2408924549818039
-125.75,39.75,0.11021846532821655
-125.5,39.75,0.3165806233882904
-125.25,39.75,0.11491324007511139
-125,39.75,0.23691949248313904
-124.75,39.75,0.09864265471696854
-124.5,39.75,0.07873021066188812
-124.25,39.75,0.09047146141529083
-124,39.75,0.037399183958768845
-123.75,39.75,0.016367940232157707
-123.5,39.75,0.033795323222875595
-123.25,39.75,0.033795323222875595
-123,39.75,0.033795323222875595
-122.75,39.75,0.033795323222875595
-122.5,39.75,0.033795323222875595
-122.25,39.75,0.033795323222875595
-122,39.75,0.033795323222875595
-121.75,39.75,0.033795323222875595
-121.5,39.75,0.033795323222875595
-121.25,39.75,0.033795323222875595
-121,39.75,0.033795323222875595
-120.75,39.75,0.033795323222875595
-120.5,39.75,0.033795323222875595
-120.25,39.75,0.033795323222875595
-120,39.75,0.033795323222875595
-119.75,39.75,0.033795323222875595
-119.5,39.75,0.033795323222875595
-119.25,39.75,0.033795323222875595
-119,39.75,0.033795323222875595
-118.75,39.75,0.033795323222875595
-118.5,39.75,0.033795323222875595
-118.25,39.75,0.033795323222875595
-118,39.75,0.033795323222875595
-117.75,39.75,0.033795323222875595
-117.5,39.75,0.033795323222875595
-117.25,39.75,0.033795323222875595
-117,39.75,0.033795323222875595
-116.75,39.75,0.033795323222875595
-116.5,39.75,0.033795323222875595
-116.25,39.75,0.033795323222875595
-116,39.75,0.033795323222875595
-115.75,39.75,0.033795323222875595
-115.5,39.75,0.033795323222875595
-115.25,39.75,0.033795323222875595
-115,39.75,0.033795323222875595
-114.75,39.75,0.033795323222875595
-114.5,39.75,0.033795323222875595
-114.25,39.75,0.033795323222875595
-114,39.75,0.033795323222875595
-113.75,39.75,0.033795323222875595
-113.5,39.75,0.033795323222875595
-113.25,39.75,0.033795323222875595
-113,39.75,0.033795323222875595
-112.75,39.75,0.033795323222875595
-112.5,39.75,0.033795323222875595
-112.25,39.75,0.033795323222875595
-112,39.75,0.033795323222875595
-111.75,39.75,0.033795323222875595
-111.5,39.75,0.033795323222875595
-111.25,39.75,0.033795323222875595
-111,39.75,0.033795323222875595
-110.75,39.75,0.033795323222875595
-110.5,39.75,0.033795323222875595
-110.25,39.75,0.033795323222875595
-110,39.75,0.033795323222875595
