set_type,BET,SKJ,YFT
NOA,0,0,12
NOA,0,0,19
NOA,0,0,1
NOA,0,0,0
NOA,0,0,5
NOA,0,0,81
NOA,0,0,35
NOA,0,0,37
NOA,0,0,14
DEL,0,1,4
DEL,0,0,8
DEL,0,0,3
DEL,0,0,0
DEL,0,0,0
NOA,0,0,0
NOA,0,18,0
NOA,0,0,0
NOA,0,27,0
NOA,0,5,0
NOA,0,0,0
NOA,0,2,0
NOA,0,14,0
NOA,0,6,0
DEL,0,0,1
NOA,0,4,0
NOA,0,0,0
NOA,0,3,4
NOA,0,0,0
NOA,1,1,1
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,81,4
NOA,0,135,20
NOA,0,34,6
NOA,0,17,3
NOA,4,46,0
NOA,0,7,0
NOA,0,28,0
NOA,0,113,0
NOA,0,60,0
NOA,0,41,0
NOA,0,46,0
NOA,0,63,0
NOA,0,75,0
NOA,0,41,0
NOA,21,104,0
NOA,0,60,0
NOA,0,15,0
NOA,0,19,3
NOA,0,0,0
NOA,0,6,0
NOA,0,33,17
NOA,0,13,1
NOA,0,10,10
NOA,0,4,5
NOA,0,30,0
NOA,0,15,5
NOA,0,46,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,43
NOA,0,0,103
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,2,8
NOA,0,116,0
NOA,0,16,0
NOA,0,0,0
NOA,0,0,0
NOA,0,102,28
NOA,0,40,5
NOA,0,0,0
NOA,0,30,8
NOA,0,0,0
NOA,0,0,0
NOA,0,0,15
NOA,0,0,0
NOA,0,9,0
NOA,6,11,6
NOA,0,0,0
NOA,0,0,0
NOA,0,25,0
NOA,0,30,0
NOA,0,40,0
NOA,0,42,0
NOA,0,66,0
NOA,0,28,2
NOA,0,25,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,35,5
NOA,0,0,0
NOA,0,7,3
NOA,0,0,0
NOA,0,0,0
NOA,0,8,0
NOA,0,0,0
NOA,0,0,0
NOA,20,35,5
NOA,0,0,0
NOA,0,5,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,1,19
NOA,0,13,3
DEL,0,0,18
NOA,0,104,0
NOA,0,15,0
NOA,0,0,0
NOA,0,20,0
NOA,0,0,0
NOA,0,2,0
NOA,0,0,0
NOA,0,12,7
NOA,0,50,8
NOA,0,0,1
NOA,0,0,0
NOA,0,4,0
NOA,0,35,0
NOA,0,0,0
NOA,0,16,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,24,0
NOA,0,110,0
NOA,0,0,0
NOA,0,0,0
NOA,0,19,0
NOA,0,15,0
NOA,0,34,0
NOA,0,37,0
NOA,0,3,0
NOA,0,104,2
NOA,0,26,0
NOA,0,0,0
NOA,0,8,0
NOA,0,16,0
NOA,0,10,0
NOA,0,0,0
NOA,0,21,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,25
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,8,22
NOA,0,0,0
NOA,0,0,0
DEL,0,0,3
NOA,0,3,5
NOA,0,0,0
NOA,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,3
DEL,0,0,18
DEL,0,0,3
DEL,0,0,30
NOA,0,0,2
NOA,0,0,12
NOA,0,0,0
NOA,0,0,0
NOA,0,0,1
DEL,0,0,3
DEL,0,0,0
DEL,0,0,8
DEL,0,0,12
DEL,0,0,2
DEL,0,0,12
DEL,0,0,15
DEL,0,0,17
DEL,0,0,4
DEL,0,0,4
DEL,0,5,30
DEL,0,0,13
DEL,0,0,4
DEL,0,0,9
DEL,0,0,11
DEL,0,0,10
DEL,0,0,16
DEL,0,0,6
DEL,0,0,5
DEL,0,0,22
DEL,0,0,1
DEL,0,0,0
DEL,0,0,3
DEL,0,0,0
DEL,0,0,2
DEL,0,0,0
DEL,0,0,0
DEL,0,0,15
DEL,0,0,21
DEL,0,0,4
DEL,0,0,1
DEL,0,0,28
DEL,0,0,0
DEL,0,0,5
DEL,0,0,15
DEL,0,0,0
DEL,0,0,6
DEL,0,0,6
NOA,0,0,6
DEL,0,0,10
DEL,0,0,5
DEL,0,0,5
DEL,0,0,6
DEL,0,0,0
NOA,0,0,76
NOA,0,3,0
NOA,0,0,36
NOA,0,0,132
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,25
NOA,0,0,0
NOA,0,0,0
DEL,0,0,30
DEL,0,0,1
DEL,0,0,3
DEL,0,0,26
DEL,0,0,0
DEL,0,0,7
DEL,0,0,1
DEL,0,0,4
DEL,0,4,6
DEL,0,0,20
DEL,0,0,15
DEL,0,0,10
DEL,0,0,5
DEL,0,0,14
DEL,0,0,1
DEL,0,0,25
DEL,0,0,18
DEL,0,0,20
DEL,0,0,3
NOA,0,2,18
DEL,0,0,7
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,3
DEL,0,6,6
DEL,0,5,1
DEL,0,0,10
DEL,0,5,18
DEL,0,0,0
DEL,0,0,0
DEL,0,0,8
DEL,0,0,3
DEL,0,0,7
DEL,0,0,20
DEL,0,0,2
DEL,0,0,3
DEL,0,0,0
DEL,0,0,3
DEL,0,0,0
DEL,0,1,9
DEL,0,1,0
DEL,0,0,0
DEL,0,0,18
NOA,0,0,13
NOA,0,0,8
DEL,0,0,1
DEL,0,0,15
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,5
DEL,0,0,10
DEL,0,0,8
DEL,0,0,23
DEL,0,0,1
DEL,0,0,2
DEL,0,0,18
DEL,0,0,0
DEL,0,0,13
DEL,0,0,4
DEL,0,0,0
NOA,0,2,0
NOA,0,0,0
NOA,0,0,0
NOA,0,13,0
NOA,0,6,0
NOA,0,12,0
NOA,0,0,12
NOA,0,0,2
DEL,0,0,2
DEL,0,0,3
NOA,0,0,13
NOA,0,0,0
DEL,0,0,4
DEL,0,0,15
DEL,0,0,18
DEL,0,0,8
DEL,0,0,0
DEL,0,0,0
NOA,0,0,0
NOA,0,0,0
DEL,0,0,10
DEL,0,0,0
DEL,0,0,3
DEL,0,0,0
DEL,0,0,23
DEL,0,0,15
DEL,0,0,20
DEL,0,0,57
DEL,0,0,0
DEL,0,0,6
DEL,0,0,15
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,35
DEL,0,0,0
DEL,0,0,4
DEL,0,0,14
DEL,0,0,0
DEL,0,0,0
DEL,0,0,3
DEL,0,0,0
NOA,0,0,0
DEL,0,0,0
DEL,0,0,9
NOA,0,0,0
DEL,0,0,6
DEL,0,0,0
DEL,0,0,3
DEL,0,0,3
DEL,0,0,0
DEL,0,0,0
DEL,0,0,2
DEL,0,0,2
DEL,0,0,4
DEL,0,0,17
DEL,0,0,0
DEL,0,0,15
DEL,0,0,7
DEL,0,0,0
DEL,0,0,11
DEL,0,0,23
DEL,0,0,11
NOA,0,0,0
NOA,0,0,15
NOA,0,0,20
NOA,0,0,10
NOA,0,0,4
DEL,0,0,1
DEL,0,0,4
DEL,0,0,4
DEL,0,0,36
DEL,0,0,16
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
DEL,0,0,0
NOA,0,0,0
NOA,0,0,0
DEL,0,0,0
DEL,0,0,7
DEL,0,0,0
DEL,0,0,6
DEL,0,0,2
DEL,0,0,2
DEL,0,0,21
DEL,0,0,5
DEL,0,0,0
DEL,0,0,0
DEL,0,0,5
DEL,0,0,0
NOA,0,0,0
DEL,0,0,0
DEL,0,0,8
DEL,0,0,0
DEL,0,0,7
DEL,0,0,0
DEL,0,0,5
DEL,0,0,12
DEL,0,0,10
NOA,0,0,25
NOA,0,0,15
DEL,0,0,3
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
DEL,0,1,3
DEL,0,0,0
DEL,0,0,0
DEL,0,0,9
NOA,0,0,0
NOA,0,0,0
DEL,0,0,0
NOA,0,0,0
NOA,0,1,2
NOA,0,25,0
NOA,0,12,0
NOA,0,15,0
DEL,0,0,4
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
DEL,0,0,0
NOA,0,6,0
NOA,0,0,0
NOA,0,6,0
DEL,0,0,1
NOA,0,0,7
NOA,0,0,6
NOA,0,0,5
NOA,0,0,25
NOA,0,0,12
NOA,0,0,0
NOA,0,0,0
NOA,0,0,10
NOA,0,0,0
NOA,0,3,0
DEL,0,0,0
NOA,0,0,0
NOA,0,0,5
DEL,0,0,0
NOA,0,0,0
DEL,0,0,3
DEL,0,0,1
DEL,0,0,10
DEL,0,0,0
DEL,0,0,5
DEL,0,0,12
DEL,0,0,5
NOA,0,0,0
NOA,0,12,0
NOA,0,0,0
NOA,0,0,0
NOA,0,3,0
NOA,0,52,0
NOA,0,20,0
NOA,0,29,0
NOA,0,6,0
DEL,0,0,14
DEL,0,0,17
DEL,0,0,5
NOA,0,35,0
NOA,0,30,0
NOA,0,17,0
NOA,0,7,0
NOA,0,45,0
NOA,0,35,0
NOA,0,0,0
NOA,0,4,0
NOA,0,32,0
NOA,0,8,0
DEL,0,1,5
DEL,0,0,5
NOA,0,0,0
DEL,0,0,10
NOA,0,2,0
DEL,0,0,15
DEL,0,0,15
DEL,0,0,3
DEL,0,0,22
DEL,0,0,2
DEL,0,0,18
DEL,0,0,2
DEL,0,0,9
DEL,0,0,35
DEL,0,0,2
DEL,0,0,20
DEL,0,0,12
DEL,0,0,30
DEL,0,0,8
DEL,0,0,14
DEL,0,0,5
DEL,0,0,12
DEL,0,0,12
DEL,0,0,12
DEL,0,0,8
DEL,0,0,4
DEL,0,0,6
DEL,0,0,10
DEL,0,0,4
DEL,0,0,8
DEL,0,0,10
DEL,0,0,4
DEL,0,0,6
DEL,0,0,7
DEL,0,0,7
DEL,0,0,15
DEL,0,0,23
DEL,0,0,19
DEL,0,0,9
DEL,0,0,18
DEL,0,0,14
DEL,0,0,11
DEL,0,0,20
DEL,0,0,7
DEL,0,0,20
DEL,0,0,32
DEL,0,0,18
DEL,0,0,9
DEL,0,0,8
DEL,0,0,13
DEL,0,0,7
DEL,0,0,8
NOA,0,12,2
NOA,0,31,0
NOA,0,0,0
DEL,0,0,3
NOA,0,25,40
NOA,0,2,0
NOA,0,8,0
DEL,0,0,20
DEL,0,0,10
DEL,0,0,30
DEL,0,0,10
DEL,0,0,5
DEL,0,0,55
DEL,0,0,4
NOA,0,0,0
DEL,0,0,6
DEL,0,0,22
DEL,0,0,7
DEL,0,0,5
DEL,0,0,19
DEL,0,0,0
DEL,0,0,3
DEL,0,0,8
DEL,0,0,8
DEL,0,0,11
DEL,0,0,6
DEL,0,0,5
DEL,0,0,6
DEL,0,0,17
DEL,0,0,20
DEL,0,0,32
DEL,0,0,35
DEL,0,0,5
DEL,0,0,15
DEL,0,0,35
NOA,0,0,0
DEL,0,0,10
DEL,0,0,10
DEL,0,0,14
DEL,0,0,10
DEL,0,0,27
DEL,0,0,24
DEL,0,0,12
DEL,0,0,6
DEL,0,0,4
DEL,0,0,16
DEL,0,0,12
DEL,0,0,7
DEL,0,0,3
DEL,0,0,5
DEL,0,0,3
DEL,0,0,15
DEL,0,0,10
DEL,0,0,4
DEL,0,0,18
DEL,0,0,13
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,20,0
NOA,0,0,0
NOA,0,20,0
NOA,0,10,0
NOA,0,4,0
NOA,1,0,0
NOA,0,0,0
NOA,0,15,0
NOA,0,35,0
NOA,0,32,0
NOA,0,40,0
NOA,0,8,0
NOA,0,0,0
NOA,0,0,0
DEL,0,0,6
DEL,0,0,6
DEL,0,0,12
DEL,0,0,15
DEL,0,0,17
DEL,0,0,29
DEL,0,0,0
DEL,0,1,2
DEL,0,0,6
DEL,0,7,18
DEL,0,0,1
DEL,0,3,5
DEL,0,5,7
DEL,0,4,23
DEL,0,2,26
DEL,0,0,0
DEL,0,0,36
DEL,0,0,0
DEL,0,0,32
DEL,0,0,0
DEL,0,3,31
DEL,0,0,15
DEL,0,1,7
DEL,0,0,0
DEL,0,1,0
DEL,0,0,3
NOA,0,0,5
DEL,0,0,13
DEL,0,0,10
DEL,0,0,16
DEL,0,0,21
DEL,0,0,10
DEL,0,0,8
DEL,0,0,25
DEL,0,0,26
DEL,0,0,7
DEL,0,0,14
DEL,0,0,3
DEL,0,1,10
DEL,0,1,7
DEL,0,1,4
DEL,0,0,22
DEL,0,0,19
DEL,0,0,5
DEL,0,0,4
DEL,0,0,6
DEL,0,0,12
DEL,0,0,1
DEL,0,0,5
DEL,0,0,0
DEL,0,0,10
DEL,0,0,12
DEL,0,0,0
DEL,0,0,22
DEL,0,0,21
DEL,0,0,0
DEL,0,0,0
DEL,0,3,38
DEL,0,0,8
DEL,0,1,9
DEL,0,1,21
DEL,0,2,22
DEL,0,0,17
DEL,0,0,12
DEL,0,0,80
DEL,0,0,20
DEL,0,0,0
DEL,0,0,25
DEL,0,0,8
DEL,0,0,28
DEL,0,0,7
DEL,0,0,10
DEL,0,0,16
DEL,0,0,3
DEL,0,0,19
NOA,0,1,1
DEL,0,0,11
DEL,0,0,11
DEL,0,1,6
DEL,0,0,0
DEL,0,0,8
DEL,0,0,0
DEL,0,0,0
DEL,0,0,16
DEL,0,0,17
DEL,0,0,0
DEL,0,0,4
DEL,0,0,12
DEL,0,0,10
DEL,0,0,3
DEL,0,0,4
DEL,0,0,7
DEL,0,0,7
DEL,0,0,13
DEL,0,0,8
DEL,0,1,11
DEL,0,0,7
DEL,0,0,2
DEL,0,0,0
DEL,0,0,8
DEL,0,0,0
DEL,0,0,4
DEL,0,0,0
DEL,0,0,5
DEL,0,0,15
DEL,0,0,2
DEL,0,0,0
DEL,0,0,12
DEL,0,0,0
DEL,0,0,5
DEL,0,0,7
DEL,0,0,5
DEL,0,0,12
NOA,0,0,100
DEL,0,0,14
NOA,0,0,0
DEL,0,0,5
NOA,0,0,30
NOA,0,0,0
NOA,0,0,0
NOA,0,0,62
NOA,0,0,5
DEL,0,0,6
NOA,0,0,54
NOA,0,0,103
DEL,0,0,2
DEL,0,0,4
DEL,0,0,12
DEL,0,0,0
DEL,0,0,13
DEL,0,0,3
DEL,0,0,5
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,32,0
NOA,0,34,0
NOA,0,5,0
NOA,0,8,0
NOA,0,18,0
NOA,0,0,0
NOA,0,23,0
NOA,0,23,0
NOA,0,0,0
NOA,0,17,0
NOA,0,5,0
NOA,0,10,0
NOA,0,0,0
NOA,0,12,0
NOA,0,15,0
DEL,0,0,5
DEL,0,0,9
DEL,0,0,29
DEL,0,0,18
DEL,0,0,13
DEL,0,0,6
DEL,0,0,8
DEL,0,0,0
DEL,0,0,7
DEL,0,0,4
DEL,0,0,10
DEL,0,0,0
DEL,0,0,20
DEL,0,0,5
DEL,0,0,27
NOA,0,10,0
NOA,0,18,0
NOA,0,12,0
DEL,0,0,8
DEL,0,0,9
DEL,0,0,0
DEL,0,0,28
DEL,0,0,3
DEL,0,0,15
DEL,0,0,12
DEL,0,0,8
DEL,0,0,18
DEL,0,0,0
DEL,0,0,0
DEL,0,0,8
DEL,0,0,8
DEL,0,0,3
DEL,0,0,5
DEL,0,0,20
DEL,0,0,7
DEL,0,0,6
DEL,0,0,18
NOA,0,0,15
NOA,0,0,5
DEL,0,0,0
DEL,0,0,153
DEL,0,0,7
DEL,0,0,6
DEL,0,0,0
DEL,0,0,27
DEL,0,0,8
DEL,0,0,43
DEL,0,0,30
DEL,0,0,3
DEL,0,0,19
DEL,0,0,15
DEL,0,0,18
DEL,0,0,20
DEL,0,0,0
DEL,0,0,7
DEL,0,0,30
NOA,0,0,3
DEL,0,0,0
DEL,0,0,0
DEL,0,0,24
NOA,0,0,5
DEL,0,0,10
DEL,0,0,2
DEL,0,0,1
DEL,0,0,15
DEL,0,0,8
DEL,0,0,8
DEL,0,0,8
DEL,0,0,12
DEL,0,0,25
DEL,0,0,0
DEL,0,0,12
DEL,0,0,25
DEL,0,0,11
DEL,0,0,3
DEL,0,3,20
DEL,0,0,6
DEL,0,0,8
DEL,0,0,7
DEL,0,3,25
DEL,0,15,5
DEL,0,0,12
DEL,0,0,0
NOA,0,0,12
NOA,0,0,15
DEL,0,0,10
NOA,0,0,28
DEL,0,0,13
DEL,0,0,4
DEL,0,0,3
DEL,0,0,18
DEL,0,0,28
DEL,0,0,2
DEL,0,0,4
DEL,0,0,0
DEL,0,0,5
DEL,0,0,0
DEL,0,0,19
DEL,0,0,0
DEL,0,0,30
DEL,0,0,15
DEL,0,0,4
DEL,0,0,35
DEL,0,0,22
DEL,0,0,5
DEL,0,0,8
DEL,0,0,4
DEL,0,0,22
NOA,0,2,0
NOA,0,3,4
NOA,0,0,0
DEL,0,0,8
DEL,0,0,30
DEL,0,0,8
DEL,0,0,6
DEL,0,0,10
DEL,0,0,16
DEL,0,0,18
DEL,0,0,10
DEL,0,0,5
DEL,0,0,70
DEL,0,0,30
DEL,0,0,8
DEL,0,0,8
DEL,0,0,25
DEL,0,0,10
DEL,0,0,5
DEL,0,0,120
DEL,0,0,7
DEL,0,0,7
DEL,0,0,25
NOA,0,6,0
NOA,0,0,5
DEL,0,0,2
DEL,0,0,2
NOA,0,0,8
DEL,0,0,8
DEL,0,0,4
DEL,0,0,2
DEL,0,0,53
DEL,0,0,0
DEL,0,0,22
DEL,0,0,15
DEL,0,0,0
DEL,0,0,43
DEL,0,0,0
DEL,0,0,0
DEL,0,0,7
DEL,0,0,0
DEL,0,0,47
DEL,0,0,13
DEL,0,0,23
DEL,0,0,75
DEL,0,0,11
DEL,0,0,0
DEL,0,0,11
DEL,0,0,15
DEL,0,0,20
DEL,0,0,8
DEL,0,0,10
DEL,0,0,10
DEL,0,0,14
DEL,0,0,14
DEL,0,0,8
DEL,0,0,34
DEL,0,0,4
DEL,0,0,8
DEL,0,0,10
DEL,0,0,22
DEL,0,0,2
DEL,0,0,41
DEL,0,0,12
DEL,0,0,21
DEL,0,0,5
DEL,0,0,1
DEL,0,0,5
DEL,0,0,1
DEL,0,0,7
DEL,0,0,9
DEL,0,0,12
DEL,0,0,16
DEL,0,0,6
DEL,0,0,3
DEL,0,0,3
DEL,0,0,10
DEL,0,0,43
DEL,0,0,16
DEL,0,0,18
DEL,0,0,18
DEL,0,0,15
DEL,0,0,44
DEL,0,0,10
DEL,0,0,14
DEL,0,0,6
DEL,0,0,12
DEL,0,0,34
DEL,0,0,10
DEL,0,0,23
DEL,0,0,5
DEL,0,0,8
DEL,0,0,20
NOA,0,0,20
DEL,0,0,2
NOA,0,0,0
DEL,0,0,22
NOA,0,0,57
DEL,0,0,3
DEL,0,0,0
DEL,0,0,36
DEL,0,0,18
DEL,0,0,5
DEL,0,0,12
DEL,0,0,7
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,40,0
NOA,0,12,0
NOA,0,42,0
NOA,0,55,0
NOA,0,31,0
NOA,0,15,0
NOA,0,0,0
NOA,0,114,0
NOA,0,16,0
NOA,0,16,0
NOA,0,14,0
NOA,0,0,0
NOA,0,28,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
DEL,0,0,0
DEL,0,0,4
DEL,0,0,7
DEL,0,0,5
DEL,0,0,15
DEL,0,0,0
DEL,0,0,6
DEL,0,0,6
DEL,0,0,6
DEL,0,0,2
DEL,0,0,17
DEL,0,0,20
DEL,0,0,0
DEL,0,0,0
DEL,0,0,1
DEL,0,0,5
DEL,0,0,4
DEL,0,0,17
DEL,0,0,27
DEL,0,0,3
DEL,0,6,4
DEL,0,1,14
DEL,0,0,19
DEL,0,0,39
DEL,0,1,7
DEL,0,0,0
DEL,0,0,0
DEL,0,0,12
NOA,0,0,12
DEL,0,0,12
DEL,0,0,6
DEL,0,0,8
DEL,0,0,10
DEL,0,0,0
DEL,0,0,18
DEL,0,0,0
DEL,0,0,10
DEL,0,0,7
DEL,0,0,10
DEL,0,0,6
DEL,0,0,6
DEL,0,0,7
DEL,0,0,3
DEL,0,0,5
DEL,0,0,8
DEL,0,0,2
DEL,0,0,8
DEL,0,0,10
DEL,0,0,8
DEL,0,2,7
DEL,0,0,8
DEL,0,0,15
NOA,0,0,2
DEL,0,0,0
DEL,0,0,12
DEL,0,0,0
DEL,0,0,4
DEL,0,0,0
NOA,0,0,40
NOA,0,0,0
DEL,0,0,3
DEL,0,2,18
DEL,0,1,9
DEL,0,0,7
DEL,0,0,15
DEL,0,0,13
DEL,0,0,12
DEL,0,0,1
DEL,0,0,0
DEL,0,0,5
DEL,0,0,1
DEL,0,0,4
DEL,0,0,0
DEL,0,0,1
DEL,0,0,9
DEL,0,0,12
DEL,0,0,8
DEL,0,0,15
DEL,0,0,40
DEL,0,0,6
DEL,0,0,3
DEL,0,0,2
DEL,0,0,15
DEL,0,0,13
DEL,0,0,8
DEL,0,2,3
DEL,0,0,8
DEL,0,1,21
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,6
DEL,0,0,4
DEL,0,0,6
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,3
DEL,0,0,20
DEL,0,0,40
DEL,0,0,11
DEL,0,0,6
DEL,0,0,3
DEL,0,0,1
DEL,0,0,22
DEL,0,0,15
DEL,0,0,4
DEL,0,0,40
DEL,0,0,12
DEL,0,0,6
DEL,0,0,6
DEL,0,0,4
DEL,0,0,0
DEL,0,0,7
NOA,0,10,6
NOA,0,0,0
NOA,0,0,0
NOA,0,30,0
NOA,0,15,0
NOA,0,25,0
DEL,0,0,7
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,1
NOA,0,0,0
NOA,0,0,0
NOA,0,3,5
NOA,0,4,8
NOA,0,2,4
NOA,0,0,0
DEL,0,0,6
DEL,0,0,2
NOA,0,0,93
NOA,0,0,0
DEL,0,0,7
NOA,0,0,1
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
NOA,0,0,0
DEL,0,0,1
DEL,0,0,5
DEL,0,0,2
DEL,0,0,4
DEL,0,0,2
DEL,0,0,15
DEL,0,0,12
DEL,0,0,23
DEL,0,0,10
DEL,0,0,12
DEL,0,0,6
DEL,0,0,10
DEL,0,0,10
DEL,0,0,4
DEL,0,1,12
DEL,0,0,5
DEL,0,1,18
DEL,0,0,12
DEL,0,0,6
DEL,0,0,38
DEL,0,0,7
DEL,0,0,8
DEL,0,0,5
DEL,0,0,5
DEL,0,0,5
DEL,0,0,3
DEL,0,0,5
DEL,0,0,9
DEL,0,0,8
DEL,0,0,6
DEL,0,0,4
DEL,0,0,5
DEL,0,0,6
DEL,0,0,0
DEL,0,0,0
DEL,0,0,10
DEL,0,0,4
DEL,0,0,22
DEL,0,0,30
DEL,0,0,15
DEL,0,0,6
DEL,0,0,52
DEL,0,0,4
DEL,0,0,4
DEL,0,0,21
DEL,0,0,20
DEL,0,0,1
DEL,0,0,15
DEL,0,0,9
DEL,0,0,9
DEL,0,0,5
DEL,0,0,8
DEL,0,3,25
DEL,0,20,41
DEL,0,7,38
DEL,0,4,16
DEL,0,0,15
DEL,0,0,18
DEL,0,65,15
DEL,0,2,22
DEL,0,3,30
DEL,0,44,41
DEL,0,2,11
DEL,0,0,4
DEL,0,0,6
NOA,0,0,20
NOA,0,0,0
DEL,0,0,15
DEL,0,0,18
NOA,0,0,0
DEL,0,0,18
DEL,0,0,4
NOA,0,0,120
NOA,0,0,6
DEL,0,0,12
DEL,0,0,10
DEL,0,0,8
NOA,0,0,0
NOA,0,0,12
DEL,0,0,6
DEL,0,0,12
DEL,0,0,3
DEL,0,0,6
DEL,0,0,36
DEL,0,0,40
DEL,0,0,31
DEL,0,0,22
DEL,0,0,6
DEL,0,0,12
DEL,0,0,17
DEL,0,0,14
DEL,0,0,8
DEL,0,0,3
DEL,0,0,15
DEL,0,0,12
DEL,0,0,0
DEL,0,0,18
DEL,0,0,7
DEL,0,0,0
NOA,0,0,36
NOA,0,0,40
NOA,0,0,0
NOA,0,0,0
NOA,0,0,20
NOA,0,0,0
DEL,0,0,3
DEL,0,0,16
DEL,0,0,25
DEL,0,0,8
DEL,0,0,30
DEL,0,0,12
DEL,0,0,7
DEL,0,0,4
DEL,0,0,16
DEL,0,0,1
DEL,0,0,5
DEL,0,0,4
DEL,0,0,1
DEL,0,0,13
DEL,0,0,15
NOA,0,0,5
DEL,0,0,7
DEL,0,0,12
DEL,0,0,6
DEL,0,0,2
DEL,0,0,4
DEL,0,0,5
NOA,0,10,0
DEL,0,0,9
DEL,0,0,5
DEL,0,0,3
DEL,0,0,15
DEL,0,0,18
DEL,0,0,8
DEL,0,0,8
DEL,0,0,10
DEL,0,0,4
DEL,0,0,23
DEL,0,0,4
DEL,0,0,5
DEL,0,0,3
DEL,0,0,9
DEL,0,0,4
DEL,0,0,4
DEL,0,0,0
DEL,0,0,22
DEL,0,0,0
DEL,0,0,29
DEL,0,0,6
DEL,0,0,0
DEL,0,0,7
DEL,0,0,6
DEL,0,0,6
DEL,0,0,22
DEL,0,0,20
DEL,0,1,12
DEL,0,0,5
DEL,0,0,0
DEL,0,0,14
DEL,0,0,7
DEL,0,0,12
DEL,0,0,8
DEL,0,0,4
DEL,0,0,0
DEL,0,0,14
DEL,0,0,0
DEL,0,0,0
DEL,0,0,15
DEL,0,0,3
DEL,0,0,13
DEL,0,0,1
DEL,0,0,6
DEL,0,0,1
DEL,0,0,5
DEL,0,0,0
DEL,0,0,1
DEL,0,0,5
DEL,0,0,10
DEL,0,0,2
NOA,0,0,100
DEL,0,1,9
DEL,0,0,3
DEL,0,0,13
DEL,0,0,10
DEL,0,0,15
DEL,0,0,18
DEL,0,0,14
DEL,0,0,1
DEL,0,0,13
NOA,0,15,0
DEL,0,0,0
DEL,0,0,2
DEL,0,0,5
NOA,0,10,5
NOA,0,18,7
NOA,0,10,8
NOA,0,9,1
NOA,0,17,2
NOA,0,108,0
NOA,0,26,0
NOA,0,12,0
NOA,0,50,0
DEL,0,0,8
DEL,0,1,17
DEL,0,0,0
DEL,0,0,0
DEL,0,0,14
DEL,0,0,0
DEL,0,0,0
DEL,0,0,20
DEL,0,0,28
DEL,0,0,5
NOA,0,0,0
DEL,0,0,6
DEL,0,0,0
DEL,0,0,0
NOA,0,0,15
DEL,0,1,1
DEL,0,4,11
DEL,0,0,5
DEL,0,0,11
DEL,0,0,12
DEL,0,0,0
DEL,0,0,17
DEL,0,0,28
DEL,0,0,10
DEL,0,0,5
DEL,0,0,0
DEL,0,0,19
DEL,0,0,3
DEL,0,0,0
DEL,0,0,10
DEL,0,0,0
DEL,0,0,0
DEL,0,0,6
DEL,0,0,6
DEL,0,0,0
DEL,0,0,0
DEL,0,0,6
DEL,0,0,1
NOA,0,10,0
NOA,0,8,0
NOA,0,4,0
NOA,0,10,0
NOA,0,38,0
NOA,0,0,0
NOA,0,35,0
NOA,0,40,0
NOA,0,84,0
NOA,0,0,0
NOA,0,6,0
NOA,0,0,0
NOA,0,38,0
NOA,0,10,0
NOA,0,0,0
NOA,0,0,0
NOA,0,12,0
NOA,0,0,0
NOA,0,44,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,4,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,7,0
NOA,0,0,0
NOA,0,18,0
NOA,0,4,0
