habit,distance
0.193167632609,-0.014935312043
0.182149339759,-0.0109548923003
0.169647963244,-0.0103436657458
0.134253784728,-0.015738875677
0.116597546125,-0.0155134519261
0.250985286781,-0.0124198498085
0.691424989374,-0.00794835393827
0.216506668706,-0.010177664557
0.0993021768248,-0.0100463681178
0.131909561957,-0.0145758662239
0.0959899678939,-0.019312774128
0.0826535210036,-0.017170225647
0.0975249229357,-0.0138103998441
0.096526397624,-0.0138401297592
0.0796240302746,-0.0167488403917
0.107850410019,-0.0194170576539
0.0783758863167,-0.0217640276206
0.224843781358,-0.011936266294
0.14741230846,-0.0140611370924
0.0903812765059,-0.0155907013657
0.894658199546,-0.00972701276998
0.0811691397319,-0.0166201841114
0.252385965785,-0.0104990810316
0.117701914921,-0.0110473897472
0.114822050067,-0.016320685285
0.144239385133,-0.0111627172207
0.105233674075,-0.0178286912778
0.206904120585,-0.0121731544849
0.135248732416,-0.00930380307624
0.161601222844,-0.0104780813139
0.0989099066496,-0.0129268325841
0.145774821426,-0.0109856051428
0.0982050336203,-0.0218969596715
0.12073166808,-0.0119539727034
0.15656448982,-0.0140836963752
0.14571283489,-0.0148821420692
0.436524505927,-0.0124705347022
0.386121221889,-0.0101948708954
0.121540841251,-0.0141069269259
0.0834678605597,-0.0151664658966
0.159337177615,-0.0169803101276
0.0991514466058,-0.0189047223272
0.185659503545,-0.0112561015689
0.105318039056,-0.0159853653401
0.784343159392,-0.0100320565658
0.19438893466,-0.0120296121384
0.0880292828823,-0.0169780416582
0.0827934910552,-0.0147737759809
0.0920911258753,-0.0142437574072
0.09994218582,-0.0152978706288
0.110894967059,-0.0112641841543
0.145783649924,-0.0104881246407
0.387050920136,-0.0106064358019
0.224511642305,-0.010674085169
7.76541011954,-0.0216376465149
0.271775393539,-0.0113189063558
0.281827456139,-0.00930142161532
0.177754786123,-0.00851635672015
0.207327670772,-0.0133519097578
0.163918371726,-0.0132606443326
0.221272508157,-0.00716731887368
0.0876012177398,-0.0180593725957
0.238871049941,-0.00926282497773
0.127742995646,-0.0111605545774
0.151463465206,-0.0149502344656
0.157199418064,-0.0152633822086
0.188472183309,-0.0166029368046
0.117102730546,-0.0185484133558
0.0916986968207,-0.0100856912336
0.158022543493,-0.0148996254662
0.148041566024,-0.0111096549226
0.373946366483,-0.00929186540792
0.0912257492919,-0.0130284598351
0.108973920808,-0.0194605049811
0.249676682907,-0.0119298524254
0.253425680498,-0.011899884524
0.288485870296,-0.0090675861281
0.0952282197064,-0.0138501808241
0.111427295744,-0.0145046135391
0.17091075466,-0.01456959888
0.126191657433,-0.0195274181134
0.0740525476234,-0.0167344099521
0.123484096192,-0.0145739037093
0.0888109651052,-0.0137384198872
0.107798409708,-0.0163420037465
0.225994204421,-0.0109052540303
0.083126682784,-0.0159732661702
0.0921491373095,-0.014002337234
0.120006718326,-0.0160345031091
0.0784895180668,-0.0182476686479
0.130206056213,-0.0173701175696
0.141897750269,-0.0149026455029
0.115328434523,-0.0120136350223
0.0835475166533,-0.0111814786517
0.119371096874,-0.0122964426548
0.273361505968,-0.0116755532044
0.0880875654442,-0.0161978798077
0.112066880007,-0.013145250736
0.109770394177,-0.013640394994
0.207208463467,-0.0113806747038
