Species 0 Landings,Species 1 Landings,Species 0 Recruitment,Species 1 Recruitment,Average Cash-Flow,Total Effort,Biomass Species 0,Biomass Species 1
211266.17,260870.40500000003,792670.7852718986,777290.4884149497,15280.749725388496,218278.0,3105434.882129131,2964130.625774479
282640.04,260870.40499999988,675563.0228067869,693391.3644658038,17459.09947298434,269582.0,3478415.044935918,3372483.0302402824
264393.6199999999,260870.40500000003,460557.4690449931,496030.10356919246,16759.07919530577,200263.0,3653425.6239809105,3582721.4138094746
208258.59000000008,260870.40499999982,280417.16544830456,296204.11375443713,14900.144869193693,162213.0,3705343.7894292152,3587538.3775639115
267630.99000000005,260870.4050000003,185868.38148251077,194891.0526471469,16744.178160023614,163484.0,3594561.960911726,3487904.520211058
273320.95000000007,260870.40499999977,159280.34916097572,156150.0292845742,16875.97918934473,165824.0,3450792.7800727016,3352174.679495632
237768.24000000002,260870.40499999985,153021.5805951342,159810.06931374033,15701.06746384328,169421.0,3342434.960667836,3214880.5188093726
170974.71000000002,260870.40499999988,173204.04650854188,167279.84118431722,13592.439123648226,150267.0,3326406.827176378,3089964.9699936896
340169.94999999995,260870.4049999999,166581.39021620282,170881.23903622752,18962.10321299088,253330.0,3122012.8973925808,2973198.769029917
439663.3700000002,260870.40499999994,160384.24534934116,178678.559940029,21917.337715304868,275209.0,2799084.972741922,2862029.498969946
123486.51000000004,260870.4050000002,186789.20706144092,179401.9180616644,12023.681095737355,149899.0,2850441.5698033627,2750879.857031611
127053.37000000002,260870.40500000006,218223.4475148206,166757.86756208114,12161.967890588441,175196.0,2930385.3873181837,2630140.4045936917
588595.85,260870.40500000017,141519.51049376666,176618.21762572887,26554.87479132371,394712.0,2438142.91781195,2517740.292219421
168314.15999999995,260870.4050000002,166461.6874668922,197260.02234647595,13344.855286857319,130729.0,2419083.585278842,2422607.124565897
151706.00999999992,260870.40499999985,193813.70114956045,200484.4154265297,12864.565289618284,160849.0,2447527.696428403,2333927.4499924267
156124.8200000001,260870.40499999982,224667.63360471537,184621.6055871011,13026.041329621286,247961.0,2503226.2900331183,2236468.0355795277
473588.6299999999,260870.40499999988,165028.44305330503,176427.09244048866,22810.859834373743,405295.0,2162207.1030864236,2131140.298020016
322534.1500000001,260870.4050000002,143985.41303968747,191372.39971083318,17945.55482304323,227953.0,1956084.4461261109,2030245.7977308494
143133.94,260870.40499999982,173303.64168161206,209967.26697049625,12439.966773371943,128044.0,1971193.4978077228,1947674.8047013453
182398.62999999998,260870.40500000006,199857.9537295436,189382.46223619118,13704.535434128611,224813.0,1972866.301537266,1856953.4369375363
