Species 0 Landings,Species 1 Landings,Species 0 Recruitment,Species 1 Recruitment,Average Cash-Flow,Total Effort,Biomass Species 0,Biomass Species 1
371583.3299999998,386275.22000000003,745091.0183093525,737931.8913926624,24468.51709646797,393323.0,2864336.87761977,2842565.7840046156
317929.0600000001,341017.33999999985,632345.3656693909,634967.6341605948,20985.08497701708,295564.0,3151192.673289161,3107288.138165211
253622.73999999996,363097.09,446716.06538891495,441467.4120721028,19488.234735376805,246561.0,3321449.538678076,3151471.6502373135
328531.01999999996,299712.91000000003,283601.2865335929,283323.6213104853,19794.185217519218,198077.0,3237496.555211669,3102421.781547799
337055.32000000007,252919.6899999999,202585.17589686526,205653.40666826582,18501.463361210834,191981.0,3062131.731108534,3023695.088216065
233553.52000000008,352493.62999999995,186541.52485299378,174609.02166914454,18342.30134760947,176888.0,2985433.525961528,2803127.7598852096
313549.9399999999,231740.73999999996,169080.99775778942,186883.87748214672,17016.840854250127,202147.0,2806579.5737193176,2731485.527367356
272137.93999999994,270615.5899999999,178467.4321514712,185445.97724588716,16992.917082391075,240773.0,2681026.455870789,2621760.084613243
288465.9699999999,238669.61999999997,177421.27439883258,184453.91582028545,16489.12645449816,252831.0,2539859.0002696216,2545795.6204335284
218950.31000000006,294022.76999999984,181221.55635385407,189116.09761257752,15956.029291309122,217290.0,2483347.4266234757,2406323.478046106
173861.71999999997,306975.8599999999,200869.51032786575,184189.55731008877,14867.341289816894,209231.0,2490431.1369513418,2252850.165356195
266634.42000000004,226177.64000000004,196586.8384144715,169528.01292128695,15396.124372512819,289376.0,2397278.9153658133,2176514.208277482
299182.97000000003,174225.59,214009.91749444525,192977.3056947786,14668.069060681717,240176.0,2276344.002860259,2174616.5539722606
328248.1399999999,158856.76000000004,177173.62350809108,211743.12822279125,15081.817294795252,213182.0,2097783.7763683503,2212548.3321950515
106434.74999999997,335625.13000000006,191627.31144477,191703.34050546814,13653.370659330027,262436.0,2176909.98781312,2035715.0627005196
140225.58999999997,303067.66000000003,199219.4448733525,171537.54664860893,13703.415827749486,268493.0,2222102.9526864723,1878340.2193491287
357949.1,94370.50999999995,179934.10253991286,196062.30647815097,13959.802281660915,240056.0,2006946.8552263856,1970135.3358272796
269269.7299999999,202063.79,179585.8440281593,199941.3151096399,14557.614356356986,217233.0,1891472.8992545449,1943937.9609369193
107071.87000000004,348004.4500000001,203770.06987037524,183683.72497127095,14008.547224842512,213269.0,1977411.1591249204,1744488.3559081904
237921.68999999997,238430.62999999992,215185.2144482396,195011.06262588056,14754.685419536094,234757.0,1928161.6235731598,1677203.578534071
