1.000e+00,1.000e+00
1.000e+06,1.000e+06
1.500e+06,5.000e+05
2.000e+06,1.000e+00
2.000e+06,2.000e+06
1.000e+00,2.000e+06
2.000e+06,2.000e+06
2.000e+06,6.586e+05
1.000e+00,1.000e+00
1.689e+06,1.992e+06
2.000e+06,1.000e+00
6.114e+02,4.706e+05
1.470e+06,4.116e+03
1.557e+06,4.461e+05
1.290e+06,4.921e+05
1.584e+06,3.720e+05
9.125e+05,4.172e+05
1.291e+06,3.245e+05
1.317e+06,3.576e+05
1.993e+05,3.261e+05
2.000e+06,2.541e+05
4.823e+05,3.447e+05
2.000e+06,3.700e+05
8.838e+04,1.276e+05
2.647e+05,4.609e+05
2.753e+04,1.000e+00
1.478e+04,2.674e+05
4.144e+04,1.385e+06
1.989e+06,5.333e+04
2.000e+06,1.643e+06
8.989e+05,3.522e+05
7.085e+05,3.830e+05
1.979e+06,1.540e+05
1.000e+00,8.915e+05
1.000e+00,1.725e+05
2.000e+06,3.754e+05
1.993e+06,3.284e+05
1.932e+06,3.859e+05
5.325e+05,4.452e+05
2.677e+05,2.000e+06
6.458e+04,6.265e+05
1.000e+00,2.000e+06
2.000e+06,2.000e+06
2.000e+06,2.000e+06
1.000e+00,2.000e+06
4.080e+05,1.000e+00
1.874e+05,1.020e+06
4.061e+05,1.781e+05
3.894e+05,1.482e+06
3.898e+05,6.473e+05
4.846e+05,1.950e+06
3.955e+05,8.496e+05
3.890e+05,1.689e+06
3.327e+05,7.884e+05
3.574e+05,1.026e+06
4.814e+05,6.324e+05
6.755e+05,2.978e+05
3.954e+05,4.370e+05
3.998e+05,1.257e+06
1.166e+06,3.788e+05
1.163e+06,3.779e+05
1.152e+06,3.826e+05
6.956e+05,4.065e+05
4.290e+05,1.031e+06
3.585e+05,2.900e+05
3.120e+05,6.469e+05
3.479e+05,1.317e+06
3.797e+05,1.995e+06
2.325e+05,1.222e+05
9.786e+05,3.591e+05
5.946e+05,3.805e+05
8.199e+05,4.130e+05
4.446e+05,1.378e+06
5.471e+05,3.635e+05
2.000e+06,3.754e+05
1.184e+06,3.575e+05
3.401e+05,9.143e+05
1.995e+06,3.843e+05
1.304e+06,3.786e+05
3.829e+05,7.797e+05
3.787e+05,5.632e+05
2.000e+06,3.729e+05
1.382e+06,3.818e+05
6.281e+05,4.221e+05
3.103e+05,7.605e+05
1.366e+06,3.662e+05
1.414e+06,3.734e+05
4.846e+05,4.260e+05
9.607e+05,3.328e+05
6.415e+05,3.649e+05
8.651e+05,2.076e+05
6.707e+05,4.626e+05
3.969e+05,1.984e+06
3.427e+05,1.078e+06
3.909e+05,8.948e+05
3.586e+05,9.016e+05
5.115e+05,3.054e+05
7.443e+05,3.519e+05
6.042e+05,3.542e+05
1.984e+06,3.969e+05
1.168e+06,4.019e+05
2.239e+05,2.239e+05
4.254e+05,8.309e+05
3.713e+05,6.867e+05
1.984e+06,4.031e+05
6.094e+05,3.594e+05
1.932e+06,3.884e+05
2.228e+05,6.476e+05
1.953e+06,4.010e+05
1.445e+06,3.782e+05
3.551e+05,5.575e+05
1.999e+06,3.529e+05
1.274e+06,3.849e+05
1.135e+06,3.254e+05
1.647e+05,1.994e+06
6.039e+05,1.996e+06
1.995e+06,3.843e+05
5.492e+05,2.697e+05
1.300e+06,3.942e+05
